Gene = ZMPSTE24
index = 1603
Annotated 5SS: [  288  2879  9766 10429 12021 13929 23421 27923 32891]
Annotated 3SS: [ 2731  9678 10311 11867 13786 23235 27817 32746 34337]
SMsplice 5SS: [  288  2879  9151  9401  9766 10429 12021 13929 23421 27923]
SMsplice 3SS: [ 2731  9035  9283  9678 10311 11867 13786 23235 27817 34337]
top_k =  500
Partition function (log Z): 8.124630640392315

Sorted 5' Splice Sites (High to Low Probability):
Position 13929: 0.9999983788346835
Position 9766: 0.9950305093042244
Position 23421: 0.9933212700523245
Position 2879: 0.9579300255816542
Position 9401: 0.9509432655175527
Position 27923: 0.9469174491793676
Position 10429: 0.9117476946557354
Position 288: 0.7755268344377299
Position 12021: 0.7343828468313233
Position 9151: 0.6544281137253096
Position 13664: 0.5892079540476224
Position 22206: 0.45354333091963633
Position 32891: 0.30889699727016995
Position 24766: 0.26208903702215947
Position 22897: 0.2605703895310982
Position 463: 0.20277777898337368
Position 18123: 0.18088708684124585
Position 4770: 0.12171251513029027
Position 7804: 0.08186037669794766
Position 4877: 0.07962813075443112
Position 10233: 0.07898759797957466
Position 2417: 0.07668969184532214
Position 8511: 0.0725216860130336
Position 10031: 0.06687000195300044
Position 10229: 0.06098048326198
Position 3091: 0.05657565349591666
Position 217: 0.035983688248495696
Position 10084: 0.033710943478458745
Position 7839: 0.029378115725897748
Position 21511: 0.023592591456109955
Position 25622: 0.023328847303343166
Position 6983: 0.023146676135295606
Position 10013: 0.017949138177719717
Position 10561: 0.016124319676531208
Position 21377: 0.015815375440989515
Position 5831: 0.015565033905065175
Position 254: 0.015238391595003113
Position 119: 0.014648666462947808
Position 4991: 0.014464964745896506
Position 9992: 0.013235931179247602
Position 4635: 0.013089584375410322
Position 12065: 0.012906718765300512
Position 34300: 0.012887546162410233
Position 19467: 0.012117074351262594
Position 10756: 0.010306877594645339
Position 1647: 0.009900935466768407
Position 13101: 0.009738835304995107
Position 6538: 0.009519925287786075
Position 31772: 0.008626753072990328
Position 28197: 0.008269329455015099
Position 2542: 0.00793121316353439
Position 22877: 0.007450047004366328
Position 13690: 0.006178656461252132
Position 24638: 0.005796779262234135
Position 2614: 0.005678337802590179
Position 21506: 0.005663581230845942
Position 24381: 0.0053122106790360335
Position 28245: 0.004608162317013921
Position 43: 0.004240216209088967
Position 10657: 0.004044536356428126
Position 2532: 0.004016482231471234
Position 28550: 0.004001237337855061
Position 910: 0.0039968255998997755
Position 12781: 0.003827566426312339
Position 21045: 0.003516297092729899
Position 24578: 0.0035108438729088438
Position 2610: 0.0030059382922237444
Position 11671: 0.0029290519948047163
Position 2883: 0.0028424206963288635
Position 115: 0.0027495600489555847
Position 173: 0.0026811181834928534
Position 2097: 0.002586566861857606
