Gene = PRKRIP1
index = 1072
Annotated 5SS: [  515  2180 12053 12426 32641 33802 35752 40787 43602]
Annotated 3SS: [ 2057 11925 12314 32079 33722 35650 40700 43536 61116]
SMsplice 5SS: [  310   515  2180 12053 12426 16721 31993 32227 33802 35752 40787 43602]
SMsplice 3SS: [  397  2057 11925 12314 16587 31822 32079 33722 35650 40700 43536 61116]
top_k =  500
Partition function (log Z): -15.811531481964263

Sorted 5' Splice Sites (High to Low Probability):
Position 2180: 0.9928527675514675
Position 12426: 0.9666740604186745
Position 515: 0.9623764068215956
Position 310: 0.9302166477449854
Position 12053: 0.8736006726633556
Position 16721: 0.7842499540964503
Position 3621: 0.423158522887105
Position 967: 0.12650770027793865
Position 12203: 0.0641261381222136
Position 18887: 0.05406368317557354
Position 7444: 0.052500510235078665
Position 12049: 0.042043450957084345
Position 3810: 0.037404010543412136
Position 19011: 0.03501352009934475
Position 12399: 0.03320516944819811
Position 819: 0.018736157332831394
Position 18960: 0.012607979233775215
Position 305: 0.011716734348643863
Position 2002: 0.006369801016454288
Position 150: 0.006004874065112644
Position 1060: 0.004570328272651935
Position 1786: 0.003845225940769879
Position 16551: 0.0032326504510802345
Position 2239: 0.0020418599549426393
Position 16763: 0.0013738418659962454
Position 10315: 0.001185484020530596
Position 3257: 0.0011105081926357922
Position 1000: 0.0008778650799423334
Position 1912: 0.0008117077007384985
Position 6927: 0.0008009541402538346
Position 745: 0.0007909012001340259
Position 5722: 0.0006888230521529988
Position 984: 0.0005703194478514993
Position 226: 0.0005604110655708172
Position 408: 0.0005589179407964613
Position 890: 0.0004924090030970763
Position 19182: 0.0004860788992777243
Position 2495: 0.000448339344063772
Position 271: 0.0004217471841813698
Position 269: 0.00041217504166802746
Position 2896: 0.0003745777153436088
Position 17305: 0.00034703687585318057
Position 823: 0.00032791780430789383
Position 135: 0.00031400506896802586
Position 1092: 0.00030447735964169755
Position 2614: 0.0002894995010142355
Position 123: 0.0002674788777376397
Position 971: 0.0002381653523608992
Position 2656: 0.0002195048941736096
Position 2889: 0.00020069171058762462
Position 567: 0.00019738368286233434
Position 2058: 0.00019208614949442986
Position 996: 0.0001903696386699815
Position 2795: 0.0001635651166710945
Position 12712: 0.00016225216754411903
Position 14: 0.00015700302139063114
Position 556: 0.00012089812613566141
Position 1293: 0.0001122989943312842
Position 424: 6.629473861865894e-05
Position 3184: 6.309502527032386e-05
Position 12792: 6.215330004456391e-05
Position 13638: 5.651359604894655e-05
Position 718: 5.60463040653524e-05
Position 2359: 5.579809052018346e-05
Position 1445: 4.995172149485602e-05
Position 178: 4.9290011054430765e-05
Position 1818: 4.9210536417699306e-05
Position 3470: 3.090522056530872e-05
Position 273: 1.9178163477648985e-05
Position 3625: 1.152916732187225e-05
Position 368: 9.308405934956911e-06
Position 229: 5.897633720130058e-06
Position 413: 4.25361522000802e-06
Position 69: 3.6573985993594884e-06
Position 3646: 2.064287911036264e-06
Position 526: 1.6395246834011233e-06
Position 12430: 6.65013730694047e-07
Position 772: 5.989592167191297e-07
Position 519: 3.6821948025289494e-07
Position 637: 1.7988278769174038e-07
Position 13285: 1.3165102057696047e-07
Position 13347: 1.2193016038662496e-07
Position 51: 8.3140412548566e-08
Position 275: 7.412731746372859e-08
Position 13501: 5.009966014166659e-08
Position 13279: 4.4943396871768706e-08
Position 561: 3.9751709487436466e-08
Position 485: 3.816167049489946e-08
Position 13431: 3.165361645911844e-08
Position 571: 3.0196630726279424e-08
Position 12356: 2.6887972644871835e-08
Position 2145: 2.1897091636949328e-08
Position 588: 2.175860918700583e-08
Position 2198: 1.868428848609425e-08
Position 13343: 1.792689588110096e-08
Position 2121: 1.628947730560569e-08
Position 12827: 1.4806831316997298e-08
Position 586: 1.1849744150132662e-08
Position 12316: 1.0834417670779698e-08
Position 13268: 1.0439695185594668e-08
Position 299: 5.6821659998495276e-09
Position 604: 5.13081825325565e-09
Position 2184: 4.828365744573467e-09
Position 569: 4.488385370280834e-09
Position 650: 1.2893002326973062e-09
Position 893: 7.124376344537517e-10
Position 12610: 6.158311743041063e-10
Position 1108: 5.927342784833845e-10
Position 851: 3.872657612204015e-10
Position 849: 5.6704568658215914e-11
Position 12508: 1.080862986686167e-11
Position 12434: 1.0694009414782706e-11
Position 30: 1.2945348174546782e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 12314: 0.9950001767953739
Position 11925: 0.9053634696637647
Position 397: 0.9027151950997858
Position 16587: 0.7727684736085934
Position 31822: 0.4332408953438964
Position 2057: 0.39777589374351974
Position 2076: 0.3220979715776549
Position 2120: 0.26635562791009104
Position 3529: 0.22849704222638584
Position 19911: 0.16330933397030087
Position 18818: 0.14326898616901265
Position 3491: 0.13251302107001595
Position 871: 0.05974915097287028
Position 799: 0.04920547732123259
Position 20069: 0.04416054412008982
Position 17492: 0.03786368835539482
Position 20088: 0.03655340583166119
Position 3424: 0.035564687458185855
Position 12185: 0.03230006611907458
Position 11967: 0.03125105332007726
Position 3691: 0.02981096298580747
Position 17036: 0.02794712487863941
Position 22275: 0.0270448924748486
Position 26168: 0.024890427178869586
Position 22573: 0.023760812970232154
Position 7165: 0.02238092826838782
Position 3515: 0.01869525397232909
Position 13188: 0.01612573779593877
Position 668: 0.015002527923910474
Position 25305: 0.014763731481526984
Position 15165: 0.01364565068583872
Position 16596: 0.013406076966369997
Position 12154: 0.013149853555819746
Position 7235: 0.012667090879539548
Position 648: 0.012620709295659373
Position 16408: 0.010206966841451932
Position 1721: 0.00962482902955887
Position 849: 0.009157952014673999
Position 7185: 0.008903973675252929
Position 7322: 0.008546194651394553
Position 13326: 0.008405731932972992
Position 13797: 0.007885709836716251
Position 13456: 0.006694444704033164
Position 13666: 0.006080804507959672
Position 3456: 0.005354910548926041
Position 19801: 0.005280779078889448
Position 23483: 0.005095422967263827
Position 371: 0.004759843969929418
Position 3711: 0.0045345254591315776
Position 18828: 0.004447658687517309
Position 2098: 0.0041902954653847664
Position 18550: 0.0039504010767664344
Position 17011: 0.003908913819435313
Position 18634: 0.0030649023039638203
Position 3687: 0.0030535941014463
Position 13993: 0.0030299687304820837
Position 13828: 0.0028613745106964273
Position 13565: 0.00280482758431511
Position 936: 0.0026554521947203514
Position 772: 0.002628344914861908
Position 12231: 0.002472388664199063
Position 12757: 0.0021606392688644374
Position 420: 0.002154100295450316
Position 402: 0.002139880271481007
Position 1907: 0.0020062198167649244
Position 17488: 0.0019356906571872277
Position 19456: 0.0018770622316498088
Position 15558: 0.0016808569583800525
Position 17167: 0.0016499303112788796
Position 3358: 0.001545454876990925
Position 12667: 0.0015276298847830242
Position 14291: 0.0012842114724378767
Position 10153: 0.0011854840205305951
Position 3234: 0.0010761475536212183
Position 1717: 0.0009992248407080415
Position 2278: 0.0009552421676513901
Position 1981: 0.000949471365142306
Position 19843: 0.0009337212450619223
Position 15161: 0.0008981543195453794
Position 733: 0.0008703562388678918
Position 18760: 0.0008155706493664253
Position 439: 0.0008146614246566849
Position 6799: 0.0008009541402538362
Position 17513: 0.000795788707021692
Position 18417: 0.0007950265928756604
Position 2001: 0.0007368537943904511
Position 5611: 0.0006888230521530001
Position 394: 0.0006546228570581943
Position 14361: 0.0006382410511257662
Position 12916: 0.0006352809111332195
Position 683: 0.000618757997865685
Position 18397: 0.0005969610176979393
Position 1877: 0.0005959825225740994
Position 1880: 0.0005352811729569778
Position 16430: 0.0005041722322841056
Position 827: 0.0004569425693373699
Position 12613: 0.0004427446422059022
Position 17699: 0.0004332826569496333
Position 16866: 0.00040005388685108865
Position 14647: 0.0003633346871694847
Position 16791: 0.0003598664313086491
Position 13604: 0.000355823856157553
Position 15898: 0.00034301911251428236
Position 17134: 0.000319946130479585
Position 423: 0.00028891928604372826
Position 3191: 0.0002839665234153457
Position 17254: 0.0002759924705615507
Position 3188: 0.0002501123251790148
Position 12202: 0.00023303623555552053
Position 12753: 0.00022911561369195522
Position 13268: 0.0002243992719837656
Position 13859: 0.0002110463359960876
