Gene = TXNDC15
index = 1513
Annotated 5SS: [  728 14380 19853 22622]
Annotated 3SS: [13891 19688 22490 25685]
SMsplice 5SS: [ 1005 22622]
SMsplice 3SS: [22490 25685]
top_k =  500
Partition function (log Z): -21.00791123901305

Sorted 5' Splice Sites (High to Low Probability):
Position 1005: 0.40524830725841904
Position 1368: 0.3626791599619268
Position 54: 0.2910015083910026
Position 728: 0.24938479706450842
Position 1386: 0.19703721069405816
Position 2500: 0.16955314810141192
Position 3168: 0.10725810015636626
Position 911: 0.02169716440769373
Position 3436: 0.019454975864412822
Position 2495: 0.0181260701217786
Position 1593: 0.01460042521110203
Position 685: 0.009874646364710643
Position 2506: 0.009837672025313517
Position 693: 0.007240911135466737
Position 128: 0.0072268258726019725
Position 164: 0.0058254181918146655
Position 2664: 0.004873710096514836
Position 508: 0.004484451933339608
Position 150: 0.0036264424987212866
Position 816: 0.003356718828686852
Position 3020: 0.002471993982017453
Position 2986: 0.002057944276560711
Position 7: 0.0017789887534379373
Position 304: 0.001630379179792239
Position 1837: 0.0013598905449483006
Position 697: 0.0013444348290863378
Position 1032: 0.0011906925535170203
Position 984: 0.0008099811714008699
Position 378: 0.0006141191812344529
Position 2619: 0.00032271787416502187
Position 678: 0.00030330990768233417
Position 121: 0.00020621313545816924
Position 1000: 0.00017845141422855338
Position 2927: 0.0001476980527756483
Position 2103: 0.00012154992952303086
Position 82: 9.737789806808584e-05
Position 430: 7.892379687796307e-05
Position 926: 6.575973362703711e-05
Position 510: 5.883355814365361e-05
Position 957: 5.40372346668284e-05
Position 890: 3.919503679056712e-05
Position 597: 3.228488392378997e-05
Position 712: 2.8907857020584385e-05
Position 628: 2.774140528264504e-05
Position 840: 2.1278679048373434e-05
Position 854: 1.80092146158695e-05
Position 748: 1.789814453703225e-05
Position 734: 1.5487416485432614e-05
Position 947: 1.4617627257990744e-05
Position 76: 1.1184242288127077e-05
Position 2010: 9.047878059717051e-06
Position 944: 8.805404077472117e-06
Position 468: 1.6378534105777154e-06
Position 387: 8.787421625518927e-07
Position 268: 7.296771510111081e-07
Position 295: 6.851377053900389e-07
Position 100: 6.203201060423042e-07
Position 2653: 3.2220918411344236e-07
Position 31: 6.78523127715598e-08
Position 13: 5.75308607203973e-08
Position 46: 6.1881308660103364e-09
Position 200: 3.237824822318733e-09
Position 23: 1.707881399622032e-10
Position 406: 6.642500179275728e-11
Position 137: 9.541874300102499e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1195: 0.5117019945433199
Position 2396: 0.339734784762035
Position 2953: 0.159708475631125
Position 6538: 0.08770802304325534
Position 8361: 0.07180452491407077
Position 2806: 0.06696317502918832
