Gene = FANCD2OS
index = 539
Annotated 5SS: [ 217 4034]
Annotated 3SS: [ 3448 26699]
SMsplice 5SS: [217]
SMsplice 3SS: [3448]
top_k =  500
Partition function (log Z): -16.009372045730668

Sorted 5' Splice Sites (High to Low Probability):
Position 217: 0.9698953800267511
Position 3658: 0.6731011508065471
Position 13366: 0.6095013736983679
Position 13979: 0.5753198812627003
Position 16686: 0.5313719314235239
Position 13669: 0.10073597429618976
Position 4782: 0.053748434743036345
Position 12022: 0.04379526566911789
Position 3619: 0.039715865408103145
Position 13773: 0.031391082664646616
Position 4197: 0.031262618052986184
Position 1791: 0.029536791066241085
Position 3718: 0.0232450944397372
Position 3585: 0.02224660097146254
Position 9988: 0.01543819320988414
Position 10808: 0.011504964390517859
Position 1578: 0.008584385089797362
Position 713: 0.006531909649241322
Position 3209: 0.0063619449150162126
Position 12394: 0.005547912566275073
Position 171: 0.004905242288950664
Position 339: 0.0035853452172208895
Position 16621: 0.0029919550585947494
Position 745: 0.002615793756456221
Position 425: 0.0022348535991145607
Position 1966: 0.0018069274476546287
Position 4034: 0.0017292325486854495
Position 2112: 0.0013526057108050802
Position 384: 0.0012494451895158846
Position 24: 0.0011606505883318585
Position 296: 0.0010136762413167203
Position 1401: 0.0009766401216034456
Position 1651: 0.0009525062473763752
Position 3598: 0.0009160310248343424
Position 8: 0.000888110918343636
Position 3148: 0.0008768251984956547
Position 1088: 0.0007571546393776163
Position 1286: 0.0006048911825169373
Position 868: 0.0005725876591817537
Position 3987: 0.0005376862849762809
Position 1645: 0.0005325512740635909
Position 2109: 0.0005160582051686256
Position 260: 0.0005054927147594314
Position 343: 0.0004892382460219332
Position 4575: 0.00044573632727146916
Position 1580: 0.00034858684597177306
Position 4202: 0.0003369454374441945
Position 3942: 0.00028500176876231396
Position 1427: 0.0002651550237630453
Position 255: 0.00024786886931277925
Position 395: 0.00017530464741197742
Position 208: 0.00014371379734118208
Position 62: 0.00013905315425056405
Position 8951: 0.00012882184212854923
Position 1122: 0.00010330361266940474
Position 502: 0.00010245277322407548
Position 164: 9.402275663016088e-05
Position 462: 7.633498669574337e-05
Position 439: 5.4012734631467296e-05
Position 1952: 5.081948879329004e-05
Position 3606: 4.906324323277016e-05
Position 238: 4.586403775622391e-05
Position 1481: 4.3342383131006426e-05
Position 1970: 4.233606682675822e-05
Position 3825: 4.0404709168422155e-05
Position 2131: 3.919264427754814e-05
Position 415: 3.4275545688134964e-05
Position 117: 3.253179739210369e-05
Position 2325: 3.012487181182165e-05
Position 370: 2.202513090812166e-05
Position 529: 2.1793111428630394e-05
Position 1294: 1.9704015778955213e-05
Position 2095: 1.8602340188023072e-05
Position 1668: 1.7666594757356158e-05
Position 2194: 1.635030962998948e-05
Position 1536: 1.5048523902480611e-05
Position 1563: 1.2562911387428684e-05
Position 38: 3.5104071240979656e-06
Position 534: 5.378673688022361e-07
Position 657: 5.07552010786436e-07
Position 466: 3.5823023308672733e-07
Position 1150: 1.6825380052334763e-07
Position 1124: 1.6138006142410235e-07
Position 670: 1.3604435744516345e-07
Position 262: 1.189719353478034e-07
Position 1044: 7.583783385928459e-08
Position 1057: 7.2369202536537105e-09
Position 360: 6.473824220789303e-13
Position 363: 2.8025969148111218e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 3448: 0.8284325657367662
Position 13860: 0.5954507566699357
Position 13340: 0.5909934450021036
Position 16551: 0.5701740126478481
Position 22991: 0.27786719255642744
Position 19845: 0.19536094637710238
Position 17899: 0.16371047214894255
Position 13084: 0.161929691465657
Position 16766: 0.12537775220918632
Position 4663: 0.050642094748813635
Position 11970: 0.04542776440949059
Position 13437: 0.030908283872913285
Position 4114: 0.02344850456921767
Position 1329: 0.021442981342900586
Position 9840: 0.015818009623522082
Position 14314: 0.012903991210868831
Position 18057: 0.01190570695190565
Position 10733: 0.011758029301983651
Position 17214: 0.010186598271825272
Position 8058: 0.007401859327009224
Position 12635: 0.007283851407298086
Position 4117: 0.006730608073490382
Position 3064: 0.006479026873042166
Position 12254: 0.0060613808167050065
Position 9134: 0.005930831147707954
Position 1668: 0.003816613485441333
Position 1693: 0.0034521440013168506
Position 1604: 0.0033064901793308683
Position 1935: 0.002689641717990887
