Gene = CALD1
index = 274
Annotated 5SS: [   100  64322  88155 149251 154428 156116 161588 168120 170865 178463
 178641 180462 180979 185737]
Annotated 3SS: [ 64233  88042 149103 153337 156037 161441 167857 170723 178418 178558
 180323 180882 185655 188689]
SMsplice 5SS: [   100   4867  38988  42412  64322  67214  74015  88155 112024 123378
 149251 161588 168120 170865 178463 178641 180462 185737]
SMsplice 3SS: [  4679  38830  42334  64233  66986  73891  88042 111926 123253 149103
 161441 167912 170723 178418 178558 180323 185655 188689]
top_k =  500
Partition function (log Z): -94.15209762295832

Sorted 5' Splice Sites (High to Low Probability):
Position 100: 0.9895498928618295
Position 4867: 0.6736101936440669
Position 3890: 0.13460476998691256
Position 1468: 0.13031404608381492
Position 3839: 0.05582682055131577
Position 3119: 0.053660741940888074
Position 8191: 0.04993398183293336
Position 7062: 0.044820118771824013
Position 4067: 0.039518653056239264
Position 3140: 0.034635519342222
Position 5419: 0.03444945546612715
Position 7962: 0.02907489887010859
Position 1228: 0.028727132025960344
Position 4198: 0.018295988292149616
Position 1318: 0.017506756308116902
Position 4338: 0.01529714518737996
Position 184: 0.007893533480365018
Position 4796: 0.006828244104423324
Position 3382: 0.005720786986612501
Position 643: 0.0046828578263283125
Position 8825: 0.003750374008739716
Position 4387: 0.003446685070993117
Position 4938: 0.003302154058162593
Position 3414: 0.0026609057577088803
Position 2045: 0.002368681046959189
Position 2644: 0.0014154470644118888
Position 2251: 0.0012085436637307117
Position 7662: 0.0007009951806683036
Position 5127: 0.0004820195584254373
Position 780: 0.0004033799675259798
Position 732: 0.0002460135434830255
Position 503: 0.0001758861575330658
Position 2390: 0.00011998300937255271
Position 1474: 0.00010648987132346218
Position 678: 9.101945465787091e-05
Position 2628: 8.795352643825718e-05
Position 2661: 7.266604183645105e-05
Position 3602: 7.150731381468418e-05
Position 2112: 6.236021844648069e-05
Position 2983: 6.142519453211374e-05
Position 776: 5.946089041253366e-05
Position 1328: 3.118468514539308e-05
Position 2070: 2.877010323272543e-05
Position 683: 2.095412585129177e-05
Position 2332: 1.2789094367645189e-05
Position 986: 1.2584950363479963e-05
Position 2092: 1.0599784509770178e-05
Position 2150: 9.687313516187841e-06
Position 1833: 7.690442193805748e-06
Position 2114: 4.893613625433995e-06
Position 1138: 3.819329258125617e-06
Position 1029: 3.535183576612054e-06
Position 1248: 2.672366000370135e-06
Position 965: 1.4619124991101425e-06
Position 982: 1.3833813767717024e-06
Position 1198: 1.299339720057111e-06
Position 538: 1.1821804949025516e-06
Position 1086: 1.0684042374004349e-06
Position 325: 9.22060938486194e-07
Position 431: 5.057991720874423e-08
Position 85: 3.10745690386907e-08
Position 204: 2.9085007550830728e-08
Position 465: 1.2605194758160558e-08
Position 296: 8.413171568381177e-09
Position 71: 6.093912174607827e-09
Position 52: 3.910462222314155e-09
Position 863: 3.019531652269772e-09
Position 953: 2.9243574051713227e-09
Position 165: 4.704613626945477e-10
Position 30: 2.5663047271036264e-10
Position 385: 1.655145695992366e-10
Position 301: 1.2013351061241892e-12
Position 429: 5.158504916799561e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 4679: 0.6041323151960317
Position 5259: 0.14095603965927808
Position 3668: 0.13009549251094618
Position 1411: 0.11184978298487559
Position 8954: 0.10469905677241388
Position 4699: 0.10407116645757813
Position 8068: 0.10313495787519485
Position 13951: 0.10009341676973668
Position 8673: 0.08570523922162103
Position 3058: 0.08425209491109968
Position 7795: 0.0697104239977127
Position 14358: 0.05404932492547317
Position 3642: 0.04826115599112251
Position 6881: 0.04395608656294647
Position 3007: 0.042292238614216146
Position 9883: 0.03542382333242768
Position 7765: 0.03273296020209543
Position 7554: 0.03120268311318313
Position 1119: 0.02992792426905162
Position 3590: 0.027220280707447125
Position 8998: 0.02542935746382548
Position 7905: 0.022947355852616615
Position 12659: 0.02190622377417715
Position 4066: 0.020840327016202673
Position 10803: 0.020641134379858823
Position 4722: 0.018801295048663604
Position 12571: 0.018783061779305773
Position 10356: 0.015432628309748472
Position 11567: 0.013245059501272366
Position 5184: 0.012769776656408636
Position 1102: 0.01155033659175709
Position 3692: 0.011104708555214768
Position 4251: 0.010464072648331107
Position 11402: 0.010386617860742922
Position 6972: 0.009642395821928064
Position 3726: 0.008562156672583015
Position 8097: 0.00785420179311378
Position 10038: 0.007727561577330568
Position 1366: 0.007699778724512812
Position 3215: 0.007530867554789116
Position 6923: 0.007425644582970361
Position 7490: 0.007236297883053202
Position 3175: 0.007230301950566114
Position 1414: 0.007174911941598658
Position 4032: 0.006894344390822056
Position 6481: 0.006481277321610285
Position 8048: 0.005955347673230649
Position 10209: 0.005924096656652077
Position 4129: 0.005792676580049875
Position 3488: 0.00562421370301529
Position 1176: 0.005615618508154505
Position 3286: 0.005057929601239254
Position 8268: 0.0049323547526032
Position 6843: 0.0040915642030542616
Position 1979: 0.0036661532150745403
Position 1461: 0.0031037285526905787
Position 1369: 0.0030970992269568204
Position 1248: 0.003011856601138174
Position 3882: 0.002950861267530572
Position 8241: 0.0029445904911352813
Position 1251: 0.0023504929312402824
Position 6049: 0.0022100950634750456
Position 578: 0.0021328702338787656
Position 2479: 0.0021318026017398298
Position 6216: 0.0019403542317623563
Position 6325: 0.0013314590473561556
Position 6250: 0.0009629612951679573
Position 4132: 0.000907180139181982
Position 165: 0.0008385467035555992
Position 853: 0.0008367439721656556
Position 593: 0.0007893210729072638
Position 2132: 0.0006500483155055159
Position 373: 0.0006356368891013244
Position 5326: 0.0005746696934180118
Position 1917: 0.0005374804232788101
Position 1832: 0.0005120371919139088
Position 424: 0.0004897015096802533
Position 537: 0.00048129226472139045
Position 1621: 0.0004330604371770714
Position 1875: 0.00039052972592396956
Position 3441: 0.0003824366889466193
Position 1936: 0.00037115267536558147
Position 2175: 0.00029833977020095147
Position 1556: 0.00025899186950526144
Position 2331: 0.00022769294559562712
Position 909: 0.00019134693098606722
Position 1736: 0.0001592747811724313
Position 1186: 0.00015590118967919285
Position 492: 0.00015546578248302778
Position 2572: 0.00014540515624310708
Position 1009: 0.0001238652064804866
Position 5063: 0.00010154470254253965
Position 830: 0.00010041464055152418
Position 1529: 9.736155414467536e-05
Position 390: 9.343464703213984e-05
Position 617: 7.49348017679856e-05
Position 183: 6.930304777534658e-05
Position 793: 6.797452924823509e-05
Position 1129: 6.390131413539022e-05
Position 308: 6.0697102476417765e-05
Position 1043: 5.756804116352568e-05
Position 395: 5.4610651157974736e-05
Position 2251: 3.481852183379132e-05
Position 1430: 3.0130170950957516e-05
Position 1190: 2.667548307755675e-05
Position 2856: 2.1262173854845323e-05
Position 1071: 1.9604885775106784e-05
Position 2915: 1.911216460011821e-05
Position 1226: 1.4823342612305195e-05
Position 2934: 1.4197228101301026e-05
Position 2971: 1.325445061065143e-05
Position 1223: 1.2840310195999802e-05
Position 965: 1.2388132795007045e-05
Position 2889: 9.97845670441303e-06
Position 625: 6.2018798210834084e-06
Position 1013: 3.876844204112319e-06
Position 1321: 3.7008584383370634e-06
Position 938: 2.7333309475405378e-06
Position 1266: 1.5603481955555422e-06
Position 1203: 1.3747640970051386e-06
Position 2589: 9.539597308595442e-07
Position 378: 9.342141265733018e-07
Position 465: 9.175681776407201e-07
Position 2335: 7.943074390755662e-07
Position 872: 7.506439547923486e-07
Position 1086: 7.33914591664565e-07
Position 968: 6.515416468385461e-07
Position 604: 6.268924654785906e-07
Position 452: 5.214371199139398e-07
Position 429: 5.061189251542744e-07
Position 350: 5.044250121454617e-07
Position 942: 4.793850965791235e-07
Position 274: 4.148354385616402e-07
Position 549: 2.1590858718502753e-07
Position 712: 1.813968445692819e-07
Position 500: 1.430531330347913e-07
Position 1348: 1.0969900738119138e-07
Position 1706: 3.1629972173291752e-09
Position 2001: 1.983084170732885e-09
Position 210: 6.666427529495137e-10
Position 797: 5.54312264666823e-10
Position 716: 5.143801480637239e-10
Position 296: 4.2370522821310875e-10
Position 556: 4.1852559806784474e-10
Position 435: 2.6193494921824057e-10
Position 502: 2.0880893531664118e-10
Position 404: 1.740361021510154e-10
Position 776: 1.736865431365748e-10
Position 760: 1.730791257519598e-10
Position 187: 1.6410963421560201e-10
Position 647: 3.0436275405530196e-11
