Gene = NUPL2
index = 979
Annotated 5SS: [  380  3472  5320 14089 14940 17716]
Annotated 3SS: [ 3242  5224 14011 14852 17630 18340]
SMsplice 5SS: [  380  3472  5320 14940 17716]
SMsplice 3SS: [ 3242  5224 14852 17630 18340]
top_k =  500
Partition function (log Z): -1.620386364028909

Sorted 5' Splice Sites (High to Low Probability):
Position 17716: 0.9813558615179159
Position 3472: 0.9720072900695311
Position 5320: 0.9601603858534662
Position 14940: 0.7590239479457147
Position 380: 0.567216107663452
Position 110: 0.4225406119173375
Position 4766: 0.36683116515475184
Position 18485: 0.3410725644388802
Position 11092: 0.32489988955914306
Position 11225: 0.3187363971742022
Position 11327: 0.26459844902729773
Position 14623: 0.2057502590555977
Position 15820: 0.16134296591820146
Position 663: 0.10571593915514961
Position 14089: 0.08793866976597978
Position 12001: 0.04915444308467585
Position 9262: 0.03383888320141481
Position 405: 0.03244518811884284
Position 14776: 0.03224965381245625
Position 309: 0.030733637481687684
Position 1832: 0.03012795750490812
Position 14895: 0.023715350318284225
Position 18052: 0.022546267964303136
Position 5347: 0.021228834992796524
Position 1222: 0.01701541107857898
Position 711: 0.013874774937644416
Position 11893: 0.013640236859460128
Position 659: 0.011088369508984675
Position 291: 0.01025623232574151
Position 423: 0.010055944128762165
Position 12402: 0.008953617644817086
Position 12096: 0.00893344108121345
Position 329: 0.007491672939213421
Position 15421: 0.005316689089645119
Position 15430: 0.005193076519010975
Position 54: 0.004285853190789055
Position 15934: 0.0038621287119593286
Position 10223: 0.0037893586000160378
Position 15860: 0.003578613077054301
Position 1959: 0.00317228583807974
Position 856: 0.0031494886418519286
Position 3083: 0.0028665415180473912
Position 18623: 0.0026410323156069366
Position 1674: 0.002424591212167655
Position 3751: 0.0024149826020418525
Position 4833: 0.0023763112123221537
Position 17728: 0.0020717444813299494
Position 9842: 0.0020398818026686172
Position 11042: 0.0018666206229706853
Position 219: 0.001683772443819737
Position 4989: 0.001611802249957318
Position 18659: 0.0015949028725070792
Position 4773: 0.0014920727555615084
Position 1630: 0.0014411995164563221
Position 3164: 0.001428288793647477
Position 4697: 0.0014234734455054886
Position 563: 0.0013694526306681444
Position 467: 0.0012742935322249767
Position 2396: 0.0012481985972156609
Position 18216: 0.001225967650459833
Position 158: 0.001190937247718167
Position 179: 0.000789375799370715
Position 3121: 0.0006981210368198339
Position 18047: 0.0005972271832933382
Position 338: 0.0005029623870687487
Position 18123: 0.00043299175622902794
Position 2332: 0.00041710166545836557
Position 2541: 0.00039311093822831905
Position 2951: 0.00035976083622078347
Position 2400: 0.0003512431091068441
Position 4420: 0.0003394117875869054
Position 1354: 0.00033514725276535503
Position 2223: 0.00032757023986211244
Position 4674: 0.00029252334495620373
Position 2082: 0.00027282040310337745
Position 202: 0.000251726368487677
Position 4329: 0.00024479115706140144
Position 2362: 0.00022129414964921929
Position 18683: 0.0002195900114169773
Position 3854: 0.00020302009507068764
Position 1366: 0.00020013543882487633
Position 4670: 0.00019498314672602017
Position 18035: 0.00019310285069761026
Position 84: 0.0001895444528645401
Position 2464: 0.0001857857431514282
Position 1906: 0.0001541901672160187
Position 69: 0.00014223614566793606
Position 729: 0.00012280019407156953
Position 639: 0.00012176590869072871
Position 45: 0.00012005993587031753
Position 11558: 0.00011206743861176867
Position 2122: 0.00010823626286100268
Position 1536: 0.00010353347454521686
Position 3363: 8.157421038713413e-05
Position 1203: 6.894347224738782e-05
Position 241: 6.197123403822683e-05
Position 612: 6.179063855621748e-05
Position 11869: 5.650975771675543e-05
Position 594: 5.6039637996302845e-05
Position 11367: 4.913503649149312e-05
Position 8: 2.875871882044295e-05
Position 11281: 2.3291847009315446e-05
Position 92: 8.046877230377381e-06
Position 152: 1.2208539485141713e-06
Position 478: 3.1997709675326326e-07
Position 269: 2.3513091309139543e-07
Position 538: 5.763603345843999e-08
Position 486: 1.4314752966159057e-08
Position 453: 8.042110676018677e-09
Position 253: 6.540710432313551e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 17630: 0.9874905882416629
Position 5224: 0.9691896395560661
Position 3242: 0.9655205776559826
Position 18340: 0.8715754694512928
Position 14852: 0.7830598018171697
Position 10872: 0.3538455313775672
Position 11149: 0.34751511717847
Position 4654: 0.20882941945195185
Position 286: 0.19657371652355615
Position 14551: 0.1701471356079323
Position 15671: 0.13359923704764584
Position 4598: 0.12354804427859277
Position 18769: 0.10875691134632741
Position 18598: 0.09829356380945095
Position 11277: 0.08223135574194929
Position 14359: 0.06213608957518091
Position 18505: 0.058778700691600475
Position 18622: 0.04509992819032546
Position 11303: 0.042708751265062794
Position 13987: 0.0383408859364541
Position 11104: 0.03518474319524667
Position 18568: 0.032905834598293285
Position 11913: 0.03199867382972735
Position 11785: 0.030812166943547055
Position 11069: 0.029006720327330888
Position 4625: 0.02759710031833729
Position 15696: 0.0273536969938574
Position 18560: 0.02713720583486898
Position 14011: 0.02491122890745539
Position 13943: 0.024686554922070284
Position 18815: 0.023360315349692
Position 11201: 0.018714852586354584
Position 12054: 0.01733973931799494
Position 9136: 0.01682527824863283
Position 18720: 0.016081651527903095
Position 17838: 0.014694399063557068
Position 1750: 0.014510842092307756
Position 18793: 0.014250278770978083
Position 208: 0.014169976790598114
Position 15345: 0.011104524227449508
Position 18302: 0.010623138108726568
Position 18746: 0.010293008360717464
Position 202: 0.00855810296766992
Position 9020: 0.008252258653135225
Position 578: 0.008070900339452569
Position 15524: 0.0074007899986453666
Position 5144: 0.006561914496999939
Position 4563: 0.005995552313152384
Position 14322: 0.005716687684940723
