Gene = SOX30
index = 1296
Annotated 5SS: [ 1309  3764  5784 14191]
Annotated 3SS: [ 3523  5603 13697 25698]
SMsplice 5SS: [  195  3133  5784 13585 14191 18646 25783]
SMsplice 3SS: [ 2953  5603 13399 13931 18471 25698 25957]
top_k =  500
Partition function (log Z): -7.858345029795612

Sorted 5' Splice Sites (High to Low Probability):
Position 5784: 0.9724289771099556
Position 13585: 0.9107038648035877
Position 14191: 0.8852939121996348
Position 18646: 0.722261801264317
Position 3133: 0.6807100796654988
Position 195: 0.4847884940274593
Position 25783: 0.47521980365785665
Position 17083: 0.3704233444862143
Position 13793: 0.26777305193763457
Position 96: 0.2278630933285859
Position 175: 0.21244840882562088
Position 3764: 0.13581863022935284
Position 16625: 0.10861063248700428
Position 8719: 0.08809347648921194
Position 13243: 0.077089777347741
Position 6660: 0.07268824413248427
Position 3360: 0.06123718297026342
Position 4036: 0.053077855613450776
Position 13590: 0.03623458819867176
Position 2985: 0.02652566586847918
Position 5744: 0.025411023259700845
Position 11948: 0.022619066880193894
Position 3826: 0.022158705788162505
Position 230: 0.021749914920763586
Position 723: 0.02107340101328214
Position 1444: 0.01993103429826303
Position 125: 0.016259907189024536
Position 4333: 0.013974067258493214
Position 785: 0.012963545827066648
Position 1840: 0.011951789214406913
Position 558: 0.011633124864648282
Position 2465: 0.011150062186491266
Position 3672: 0.010970791712681728
Position 14354: 0.01026732596647419
Position 4389: 0.009539543382365435
Position 1309: 0.008663828379559627
Position 970: 0.005650484069026631
Position 18555: 0.005278203904257829
Position 540: 0.0045356626603561285
Position 3385: 0.004410362281206079
Position 72: 0.0037622491516158436
Position 15860: 0.0031559646033471433
Position 28: 0.0019305473512942093
Position 181: 0.0016326901852660957
Position 242: 0.0013957443919941236
Position 3164: 0.0013720192472118711
Position 3449: 0.0011678986829739796
Position 4613: 0.0008875638013069966
Position 1508: 0.0008206439023445832
Position 6069: 0.0007831617800132823
Position 157: 0.0007078835887484317
Position 289: 0.0006585732705347202
Position 11938: 0.000649517358786785
Position 5127: 0.0006286539801907998
Position 4833: 0.00046344441852532283
Position 3592: 0.00039991427981995943
Position 5788: 0.0002494594526299626
Position 7993: 0.000244869265857194
Position 3212: 0.00010364007452579071
Position 1206: 4.779226720172121e-05
Position 5915: 4.078573720480463e-05
Position 3335: 3.2173101212429454e-05
Position 3437: 1.9239040218289504e-05
Position 5780: 1.242563831271839e-05
Position 3349: 1.1298363504570756e-05
Position 187: 1.0157455799143677e-05
Position 5673: 8.162395069757708e-06
Position 7701: 7.488917215478807e-06
Position 235: 6.648584038379073e-06
Position 6133: 5.25292619648228e-06
