Gene = VEPH1
index = 1546
Annotated 5SS: [   151   8216  33114  43247  75106  89547 122272 139125 140064 186366
 189807 216871 237902]
Annotated 3SS: [  7920  32897  43071  74938  89336 122050 138914 139665 186225 189671
 216752 237764 242056]
SMsplice 5SS: [   151   2209   5507   5841   9443  10241  33114  34537  43247  75106
  85776  89547 122272 139125 140064 162278 162629 166952 185842 186366
 189807 196920 202215 214015 216871 237902]
SMsplice 3SS: [  2125   5408   5595   9337  10133  32897  34435  43071  74938  85668
  89336 122050 138914 139665 162155 162525 166810 185680 186225 189701
 196758 202145 213935 216752 237764 242056]
top_k =  500
Partition function (log Z): -114.01587271896072

Sorted 5' Splice Sites (High to Low Probability):
Position 151: 0.9596333450167183
Position 2209: 0.871585461863859
Position 10241: 0.708221711446168
Position 5507: 0.6692618467373614
Position 8216: 0.5529587268623544
Position 9443: 0.5383570390058763
Position 5841: 0.4903215182881294
Position 5846: 0.41504579137378755
Position 4033: 0.34580366091046777
Position 4190: 0.2859364668011901
Position 4490: 0.26950347937450797
Position 4521: 0.19532066565249004
Position 9338: 0.12051019107125782
Position 4257: 0.0973147193903639
Position 9215: 0.08071217013262438
Position 988: 0.05441413346704781
Position 3794: 0.050112586432489885
Position 7461: 0.0441576522428928
Position 8041: 0.03886765008858984
Position 2570: 0.03813973868432143
Position 7382: 0.036916561754515256
Position 7978: 0.036591775699939266
Position 4594: 0.035688833755655944
Position 11416: 0.035318669018038304
Position 2343: 0.035198965301800986
Position 1853: 0.03326385580873886
Position 4466: 0.023301944708994177
Position 206: 0.022182225268063054
Position 5679: 0.016356746877628798
Position 9424: 0.01474611485085783
Position 1560: 0.008642978557011065
Position 3807: 0.008286778254764917
Position 5308: 0.007876085995933186
Position 5635: 0.00626628100089593
Position 6507: 0.005926969279095488
Position 3370: 0.00590086469837243
Position 1888: 0.005416229476635931
Position 326: 0.004614190206468261
Position 1126: 0.004413732616549267
Position 5686: 0.004384743472718947
Position 4510: 0.00429338123479925
Position 7367: 0.004111537556393567
Position 4618: 0.0040518013819447075
Position 580: 0.0036015699119577678
Position 3374: 0.0033981178954010246
Position 584: 0.0031719167523924716
Position 4481: 0.0031057155498305363
Position 3914: 0.0027751518294887043
Position 1996: 0.0024253892150512433
Position 7168: 0.0023139502809131278
Position 816: 0.0021314976972033263
Position 1226: 0.002122424530091443
Position 3034: 0.0019291054154467258
Position 4771: 0.001623424781522624
Position 833: 0.0015736936207093241
Position 1775: 0.0014129174567563216
Position 3476: 0.0010633523096822296
Position 4400: 0.0009728112820171468
Position 4330: 0.0009206214581402325
Position 1388: 0.0006611474442551157
Position 5114: 0.0005696033834599284
Position 885: 0.0005627008012874316
Position 370: 0.0005089889046086674
Position 1732: 0.000505546169435879
Position 3812: 0.00048677481997232424
Position 3089: 0.00048439864317749394
Position 2960: 0.000416533228529224
Position 1646: 0.0003507404726728305
Position 212: 0.0003284653929135072
Position 312: 0.0003231266839926582
Position 1660: 0.0003118424308167456
Position 342: 0.00030927223232908585
Position 796: 0.0002361953260240963
Position 1813: 0.00013399434416018594
Position 69: 0.00011769150191331798
Position 3588: 0.00011308490742612112
Position 351: 0.00010711048558953411
Position 76: 0.00010150551903670657
