Gene = NFIL3
index = 938
Annotated 5SS: [223]
Annotated 3SS: [12955]
SMsplice 5SS: [  223 13013 13252]
SMsplice 3SS: [12955 13133 13701]
top_k =  500
Partition function (log Z): -8.320550376866604

Sorted 5' Splice Sites (High to Low Probability):
Position 223: 0.9965122785344664
Position 13252: 0.7934726872346962
Position 13013: 0.6334072713692248
Position 4972: 0.2516886438353403
Position 1798: 0.22583249785325304
Position 1432: 0.17770484807220524
Position 6393: 0.16998012829523945
Position 7186: 0.16037832356010845
Position 13602: 0.09083056277806065
Position 1863: 0.06676782572118722
Position 13113: 0.056424323604446366
Position 6108: 0.054978007205543654
Position 7190: 0.05016493459800333
Position 10116: 0.0500986328254038
Position 5990: 0.03817768632887001
Position 2737: 0.03308341526145864
Position 14007: 0.03221116896023218
Position 8551: 0.017184227644054355
Position 13971: 0.012941082328208979
Position 921: 0.012242776587552103
Position 3905: 0.010499528395961834
Position 4766: 0.009118519260148823
Position 6398: 0.007738971727216538
Position 1807: 0.007111839315773194
Position 539: 0.0060531837378618595
Position 3275: 0.004940772178677161
Position 1288: 0.004133114649171196
Position 1672: 0.003646999733782595
Position 1344: 0.0029805140162761775
Position 834: 0.0028612346357342433
Position 940: 0.002208371971269968
Position 6047: 0.002057525601827642
Position 3383: 0.0015165095375718578
Position 4139: 0.0015116101599869304
Position 1463: 0.0015076511509708515
Position 2276: 0.0005922897247681209
Position 694: 0.0005390617637168812
Position 333: 0.00046513039474884284
Position 6059: 0.0003986339099147563
Position 639: 0.0003595569520231611
Position 877: 0.00035909496273765795
Position 475: 0.00022308478478424334
Position 302: 0.00017932351993257326
Position 426: 0.00014173403295718507
Position 360: 0.00011792991097989857
Position 1068: 0.0001034355569164541
Position 1006: 7.743220969866165e-05
Position 1079: 7.336671176565994e-05
Position 1802: 4.9062446509610006e-05
Position 462: 3.501768022866146e-05
Position 1420: 2.2782340297653496e-05
Position 706: 2.0578184967908996e-05
Position 3280: 2.0281451032107826e-05
Position 3938: 1.7919393616637344e-05
Position 1266: 1.6247621424307763e-05
Position 722: 1.4817198469069593e-05
Position 1316: 1.2761812181308198e-05
Position 318: 7.976260669245772e-06
Position 325: 7.018917285817757e-06
Position 980: 4.017266611291171e-06
Position 798: 2.5349877408455365e-06
Position 508: 2.3583095500690404e-06
Position 805: 2.18090269629382e-06
Position 710: 2.0700529022704207e-06
Position 925: 1.3495464805462808e-06
Position 907: 1.216227866591466e-06
Position 661: 1.014595692299777e-06
Position 884: 7.467052307307242e-07
Position 316: 5.310250543680765e-08
Position 601: 5.83052765151907e-09
Position 762: 2.6353680189129122e-09
Position 752: 2.4220802777811207e-09
Position 1132: 2.113001805043348e-09
Position 400: 1.9696551898290953e-09
Position 533: 1.0489153083496875e-09
Position 465: 1.1026567671095492e-10
Position 603: 8.898777544083806e-11
Position 498: 4.936607038428643e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 12955: 0.9562364322165084
Position 13701: 0.48386748009440694
Position 13133: 0.48055119248119893
Position 14274: 0.27970150407384425
Position 7105: 0.21063896938881604
Position 4849: 0.1870389910128666
Position 6314: 0.18537013003908168
Position 13107: 0.1560220520489459
Position 1217: 0.13374433690422374
Position 1564: 0.13248988265895437
Position 1711: 0.11812741733970324
Position 13516: 0.07611315331251711
Position 5897: 0.07147652106209425
Position 4896: 0.05829510640817651
Position 9956: 0.0500986328254038
Position 1401: 0.047525912992656814
Position 13917: 0.044105138978304544
Position 13933: 0.03658929061862191
Position 2699: 0.032798060426590434
Position 1650: 0.027049388427342235
Position 5970: 0.02587504405848028
Position 13578: 0.021962576872021657
Position 14665: 0.021247378175220717
Position 8435: 0.017184227644054355
Position 13366: 0.014278119446470242
Position 14034: 0.010157555559132437
Position 13524: 0.008746871037324602
Position 766: 0.008394794755136348
Position 3662: 0.007984500406733413
Position 13681: 0.007671096792603654
Position 4765: 0.0069511925343820275
Position 1831: 0.006233843822789531
Position 1415: 0.005413839811946205
Position 1101: 0.0043240737002051815
Position 1745: 0.004270251711137334
Position 4629: 0.004072591671965708
Position 404: 0.0037555252260445156
Position 1507: 0.003587577917603856
Position 4590: 0.0031802313863863643
Position 783: 0.0029429891441635353
Position 3250: 0.0028426773819929616
Position 1540: 0.0027043887719346133
Position 14105: 0.0026128770945582315
Position 3852: 0.0025130917486758915
Position 522: 0.0023806392117580906
Position 444: 0.0020242083055020637
Position 809: 0.0019928450279712018
Position 1721: 0.001972199894937226
Position 4038: 0.0019162814852639676
Position 4508: 0.0018839820056975917
Position 1603: 0.0015803104337662524
Position 13704: 0.0015098756303958587
Position 704: 0.0012007406518409524
Position 3146: 0.00118020129778224
Position 3111: 0.001011613266408191
Position 1288: 0.0009436768974758033
Position 4216: 0.0008958693060040566
Position 3038: 0.0008164585726286234
Position 10181: 0.0007337065937279993
Position 2641: 0.0006689025522709024
Position 601: 0.0006669014780263736
Position 3803: 0.00046574914919650444
Position 6014: 0.0004576021059588456
Position 2078: 0.0003751387950918171
Position 1382: 0.00036739432357800776
Position 7839: 0.0003635762705286767
Position 3132: 0.0003578310191139844
Position 2103: 0.00034836044051485575
Position 10184: 0.00028494093044810714
Position 3087: 0.0002751472715569008
Position 7237: 0.0002707585880955455
Position 1182: 0.0002537797546317204
Position 425: 0.0001967630162368725
Position 3066: 0.00014193660195968897
Position 1005: 0.00013886281360048534
Position 3683: 0.00011805606715920277
Position 5521: 0.00011370139954901672
Position 1340: 9.438819858751803e-05
Position 4374: 9.03802120906253e-05
Position 5280: 8.927816861778034e-05
Position 3233: 8.236466700458904e-05
Position 6383: 8.182909497640287e-05
Position 1798: 7.370044397176982e-05
Position 1243: 6.545949213368519e-05
Position 5660: 5.733393890110939e-05
Position 6703: 5.626162781042801e-05
Position 4919: 5.4583503042555476e-05
Position 5528: 4.7829642469727456e-05
Position 5042: 4.3490725214400704e-05
Position 5684: 3.898531625680499e-05
Position 465: 3.781247416077631e-05
Position 833: 3.2619983188255095e-05
Position 5733: 2.8003767117343338e-05
Position 3381: 1.8373032198131336e-05
Position 3547: 1.7953369320391166e-05
Position 713: 1.7223921685252714e-05
Position 2034: 1.5295627350927966e-05
Position 2029: 1.52427522171334e-05
Position 2978: 1.2799359925628378e-05
Position 544: 1.1631509668644861e-05
Position 1423: 9.148260465942373e-06
Position 967: 9.079595171796688e-06
Position 822: 8.120052267705267e-06
Position 892: 7.526745041127909e-06
Position 2818: 7.295196163899677e-06
Position 1625: 7.288137638822567e-06
Position 1637: 7.15912448561298e-06
Position 2863: 7.144176914230124e-06
Position 2139: 5.375835985665005e-06
Position 737: 5.280190132350382e-06
Position 1748: 4.656075510434561e-06
Position 2145: 4.401968343994002e-06
Position 948: 4.07208346154045e-06
Position 1665: 3.1087379409147875e-06
Position 1654: 2.677744744428814e-06
Position 1836: 2.3641051824720785e-06
Position 6881: 1.8985881182900508e-06
Position 954: 1.8380218384013024e-06
Position 547: 1.7458934833574918e-06
Position 698: 6.475015416126782e-07
Position 583: 4.119516867715683e-07
Position 679: 3.084905763342178e-07
Position 642: 2.0989366730863874e-07
Position 337: 1.0620114701904514e-07
Position 1856: 9.569418086310278e-08
Position 350: 4.147683916345859e-08
Position 549: 2.1022988647092776e-10
Position 576: 1.9234324282272992e-10
Position 360: 9.742231855299604e-11
Position 555: 5.54590710750929e-11
Position 1583: 4.623941342181802e-11
Position 559: 1.9506920341854943e-11
Position 565: 8.940752429601446e-13
