Gene = WARS2
index = 1555
Annotated 5SS: [   117  64322  95090  98408 106577]
Annotated 3SS: [ 64063  95008  98321 106457 107311]
SMsplice 5SS: [   117    404   4200  12285  16073  48041  64151  64322  72790  90727
  95090  98408 106577]
SMsplice 3SS: [   212   4005  12140  15987  47957  64063  64223  72689  90615  95008
  98321 106457 108700]
top_k =  500
Partition function (log Z): -47.930364767356515

Sorted 5' Splice Sites (High to Low Probability):
Position 4200: 0.9978007035104092
Position 117: 0.9924859594150202
Position 404: 0.984846786136093
Position 12285: 0.687587430382579
Position 13469: 0.4642675020361532
Position 3894: 0.42983476561946826
Position 13863: 0.27171830245732187
Position 3810: 0.17133428747314083
Position 16073: 0.141108809029369
Position 8201: 0.11888802864200293
Position 9767: 0.09720313441703926
Position 7109: 0.05748551527928297
Position 3040: 0.037629902950876676
Position 2382: 0.037501249148013595
Position 5042: 0.03167314946351769
Position 3136: 0.03134419907579653
Position 1457: 0.024577038837290392
Position 969: 0.023183721902145415
Position 743: 0.021178962287188782
Position 3715: 0.009175801830994085
Position 311: 0.006045765082461739
Position 3906: 0.004979743603947725
Position 55: 0.004178107533410572
Position 1906: 0.0036986930006664546
Position 2936: 0.002539963793960572
Position 3033: 0.00248670057401593
Position 7602: 0.002257565338728923
Position 3855: 0.001895470086414319
Position 5460: 0.0017028246692159055
Position 7849: 0.0016440478585513759
Position 2614: 0.0007493041881603391
Position 1072: 0.000601097568160402
Position 162: 0.0005147621710237127
Position 5165: 0.0003247187297232906
Position 4396: 0.00028102083775480557
Position 4060: 0.00013145335283453849
Position 6475: 9.546557444540653e-05
Position 421: 6.25854088447096e-05
Position 6124: 3.628272913686506e-05
Position 5144: 3.1291859019446656e-05
Position 440: 2.9002008424878834e-05
Position 1267: 2.8621818746749722e-05
Position 297: 2.5787588923207695e-05
Position 2068: 1.9104810576611405e-05
Position 767: 1.5356625759221817e-05
Position 6607: 1.438137863051002e-05
Position 756: 1.1887885546622618e-05
Position 820: 8.909740891929156e-06
Position 6858: 7.457663104330702e-06
Position 1010: 6.357704214197991e-06
Position 419: 6.28119006634893e-06
Position 574: 5.876207925002252e-06
Position 4461: 5.565110028983254e-06
Position 241: 5.047943645568702e-06
Position 956: 5.022209734319311e-06
Position 276: 3.809932213538469e-06
Position 876: 3.068566593043964e-06
Position 2142: 2.8745211052123465e-06
Position 1349: 2.6835773169145494e-06
Position 1197: 2.5417601017689936e-06
Position 218: 1.884578585776281e-06
Position 1014: 1.0141531597106754e-06
Position 1897: 8.360724883236634e-07
Position 1925: 6.013917420422573e-07
Position 305: 5.026515904112576e-07
Position 1912: 4.5877667977954645e-07
Position 1964: 4.161672463408849e-07
Position 1849: 3.600380987071864e-07
Position 1715: 3.434274862777545e-07
Position 319: 2.1433912644524843e-07
Position 561: 2.0490189619835226e-07
Position 586: 1.9340438041843603e-07
Position 527: 1.7694154313759172e-07
Position 279: 1.6971849195292373e-07
Position 3832: 1.6135195627662733e-07
Position 363: 1.513864215314339e-07
Position 4157: 1.4652174927113152e-07
Position 5930: 1.3517444152829638e-07
Position 426: 1.279724344310594e-07
Position 467: 1.063034836098798e-07
Position 535: 7.159934229510656e-08
Position 259: 5.172076879166592e-08
Position 693: 4.3716136948789116e-08
Position 540: 2.4883462220593694e-08
Position 388: 1.1384425418517083e-08
Position 464: 9.434545265104639e-09
Position 4129: 9.18376288984928e-09
Position 4196: 6.739460720945763e-09
Position 249: 7.100027316168387e-11
Position 284: 8.575561208148597e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4005: 0.8979804855745513
Position 212: 0.8824691955677773
Position 12140: 0.7029342648976104
Position 19535: 0.5798848172316016
Position 3741: 0.5350246747150228
Position 13375: 0.30774575436783463
Position 20667: 0.23728277796627162
Position 13817: 0.1686405159779041
Position 13334: 0.16201221721671122
Position 15648: 0.15987957361958433
Position 13604: 0.09571448348001636
Position 9625: 0.07722275594939414
Position 240: 0.07228345058136654
Position 3580: 0.06207488680142681
Position 8110: 0.06135443127643001
Position 2935: 0.05707262281422584
Position 4103: 0.050837077689586056
Position 9671: 0.047113878944462804
Position 8063: 0.046878472775194406
Position 6976: 0.03946050258551424
Position 3951: 0.036671950426497756
Position 4996: 0.032782108163883106
Position 13784: 0.03245770587983171
Position 2295: 0.021270513443728947
Position 642: 0.020159234975083175
Position 272: 0.020148364408140586
Position 2173: 0.014759533428193299
Position 7402: 0.012601133677169161
Position 5670: 0.012010929252942852
Position 10963: 0.011977640667798013
Position 3714: 0.011836689674150375
Position 363: 0.011208520837301944
Position 6959: 0.010361416308178972
Position 4299: 0.010239778037117132
Position 1373: 0.009324722549748905
Position 13975: 0.009020499296616384
Position 6834: 0.008161317321575344
Position 2816: 0.007276262727695824
Position 853: 0.006884721577901237
Position 3039: 0.0068656085515482294
Position 876: 0.006840951901850682
Position 15001: 0.006254389632111836
Position 8060: 0.0051232156323562286
Position 660: 0.0047894079025765455
Position 3697: 0.004745196649299419
Position 6244: 0.00460504406434869
Position 1309: 0.0045688926807055524
Position 3766: 0.004516907897618238
Position 3709: 0.003420221070135655
Position 1110: 0.003173277891509096
Position 4119: 0.0031249468347390656
Position 1780: 0.00293123653012584
Position 7975: 0.002908526636417882
Position 6071: 0.0028566474457871276
Position 4072: 0.0026401684405087567
Position 11650: 0.0022524815589795725
Position 8016: 0.0022132861523231225
Position 1399: 0.0022052383146129763
Position 657: 0.0021079382105002576
Position 10249: 0.001989413562696712
Position 3986: 0.0019858562294526104
Position 1444: 0.0018846862663720841
Position 881: 0.0015768824727685077
Position 2260: 0.001531746369435898
Position 11363: 0.0014396558559595586
Position 6698: 0.0014320411717207312
Position 812: 0.0014194705217810547
Position 10959: 0.0012948450490575872
Position 845: 0.0011967912231730603
Position 5378: 0.0011721601826443315
Position 10087: 0.0011561357222309608
Position 8907: 0.0011157449343874818
Position 11820: 0.001095596904164769
Position 7898: 0.0010764565187795486
Position 310: 0.0010293140308725217
Position 1230: 0.0009645926342993381
Position 10595: 0.0009425841364801527
Position 8782: 0.0008985497944696974
Position 10983: 0.0008783025977838826
Position 9913: 0.0008377106884714858
Position 4347: 0.0008047697452676722
Position 12801: 0.0007319350564589919
Position 6372: 0.0006784518530323557
Position 2796: 0.0006659543310437304
Position 9587: 0.0006066470642888885
Position 2749: 0.0005834851014413392
Position 1057: 0.0005466861079340262
Position 3404: 0.0005424214066552426
Position 6225: 0.0005342218465304007
Position 1353: 0.0005225443589323776
Position 5277: 0.0004923607064596352
Position 1447: 0.0004737057412538426
Position 9421: 0.00046989450192313413
Position 9723: 0.0004566888178934655
Position 2227: 0.000454022399729916
Position 218: 0.00043818401942046517
Position 2654: 0.00043159564688228743
Position 9694: 0.00042902657120913077
Position 328: 0.0004264182360860499
Position 2949: 0.000410981441648841
Position 2409: 0.0003707716144296699
Position 1823: 0.00034601422901403604
Position 4392: 0.00034406886048975405
Position 6375: 0.0003276460161159112
Position 1410: 0.00032587167276896205
Position 1167: 0.00032510997439037624
Position 3074: 0.0003139988068463123
Position 1796: 0.0002760223589817836
Position 5419: 0.0002383719329599231
Position 2853: 0.00023478829870679768
Position 5888: 0.00023393208550029202
Position 5304: 0.00021991908538499414
Position 1561: 0.00018371004526251643
Position 2825: 0.00018323235189734215
Position 9566: 0.00017822902735054275
Position 1246: 0.00017077623812534543
Position 274: 0.00016973868413978406
Position 1291: 0.00015975041109072158
Position 5307: 0.00015279804843193476
Position 2523: 0.0001466730034155451
Position 8813: 0.00014550683670652587
Position 5507: 0.00013096342186308247
Position 7658: 0.00011238299850881016
Position 8590: 0.00010848432970483749
Position 6463: 0.00010524168756349714
