Gene = C8G
index = 244
Annotated 5SS: [ 198  510  739  932 1306 1429]
Annotated 3SS: [ 372  667  823 1203 1389 1506]
SMsplice 5SS: [ 198  510  739  932 1306]
SMsplice 3SS: [ 426  667  823 1203 1389]
top_k =  500
Partition function (log Z): 6.824244845623114

Sorted 5' Splice Sites (High to Low Probability):
Position 739: 0.9736963802461788
Position 932: 0.963800496878844
Position 510: 0.9498789593476489
Position 1306: 0.9386181815760607
Position 198: 0.8947483746617624
Position 1429: 0.41923508552605376
Position 228: 0.06282005031361058
Position 1301: 0.05195294329462313
Position 1517: 0.02232638493023807
Position 322: 0.0221445117695522
Position 1008: 0.018644234034495964
Position 687: 0.007790837531991078
Position 214: 0.005453520746174003
Position 260: 0.004306697584366579
Position 291: 0.0023378672375087358
Position 490: 0.0022750377829475928
Position 1462: 0.0019393887606674535
Position 204: 0.0012714878966311083
Position 1549: 0.0011263267430718924
Position 915: 0.0007809394299123567
Position 1323: 0.0005094239742010173
Position 1509: 0.0004593646881149957
Position 246: 0.00037874256586928806
Position 234: 0.00030953466875479436
Position 936: 0.0001434872177461282
Position 1218: 0.00013979863328460009
Position 762: 0.0001283431624503919
Position 891: 8.995627321958596e-05
Position 1237: 8.627470847301118e-05
Position 494: 8.435472171312401e-05
Position 878: 7.862066045496949e-05
Position 361: 4.565905887868209e-05
Position 13: 3.494114235404474e-05
Position 463: 3.417417421986938e-05
Position 919: 3.1168873277163877e-05
Position 952: 3.099084035563472e-05
Position 296: 2.7853920419715606e-05
Position 1241: 2.722143479730844e-05
Position 1582: 2.6323239331017185e-05
Position 714: 2.526228829226608e-05
Position 1093: 2.3481383739275542e-05
Position 10: 1.774045695954303e-05
Position 766: 1.4982204395484817e-05
Position 624: 1.0352819494290554e-05
Position 1577: 8.663281826765399e-06
Position 1489: 7.108597307191618e-06
Position 514: 5.899082332697247e-06
Position 266: 5.779995205611287e-06
Position 1254: 3.9578582566456865e-06
Position 1230: 3.460658245294253e-06
Position 602: 2.7929801771258083e-06
Position 306: 2.3247997816915873e-06
Position 1074: 1.9772307894751542e-06
Position 850: 1.97564492659568e-06
Position 1310: 1.9246082452633166e-06
Position 308: 1.4593797951813936e-06
Position 400: 1.0947813878799264e-06
Position 237: 9.794217699591604e-07
Position 416: 9.16381981607294e-07
Position 35: 7.917569510424872e-07
Position 645: 7.133283967287564e-07
Position 630: 6.401217289062785e-07
Position 340: 1.782563815040049e-07
Position 269: 1.491005369781788e-07
Position 350: 1.4520102594381262e-07
Position 299: 1.310993334365356e-07
Position 1312: 1.2898428858196452e-07
Position 394: 4.675119404386858e-08
Position 1433: 1.0567404403931844e-08
Position 372: 1.962420448352089e-09
Position 642: 9.825559752867836e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 1389: 0.9760947130487725
Position 667: 0.9655823450021822
Position 823: 0.9567883073890143
Position 1203: 0.6784736255456663
Position 426: 0.5694549479366282
Position 1506: 0.376117550003599
Position 372: 0.3674352583684361
Position 1150: 0.28462143410099866
Position 1175: 0.02548856423268282
Position 1637: 0.025173181694589222
Position 1666: 0.024888629263188765
Position 829: 0.020254436295745356
Position 1509: 0.01825024965594749
Position 1611: 0.009967476178384295
Position 638: 0.005821684692004072
Position 340: 0.00554730993216314
Position 474: 0.005419419645489408
Position 615: 0.004346651936921843
Position 379: 0.004108427509637567
Position 1668: 0.0026575162959590125
Position 1407: 0.0023683799974696953
Position 1152: 0.0018791722749841276
Position 429: 0.0017319030878617965
Position 1183: 0.0015987821433149673
Position 1104: 0.001524832843207352
Position 1533: 0.0012579329169113927
Position 686: 0.0012006908836281096
Position 556: 0.0010349311555385033
Position 1642: 0.0008967613394622191
Position 432: 0.0008840303716858532
Position 838: 0.0008651682957085849
Position 1617: 0.0005331968300223374
Position 864: 0.0005044326436136819
Position 1440: 0.0004904466462965276
Position 1433: 0.0004709172741278993
Position 1577: 0.0004201046034175852
Position 1539: 0.0003937315680334807
Position 1137: 0.0003723932274151998
Position 1250: 0.00033481780442784855
Position 1222: 0.0002429952300885306
Position 1126: 0.0002185691700400209
Position 1364: 0.00019317519136221716
Position 1400: 0.00018393052383850354
Position 1412: 0.0001731690929285679
Position 311: 0.00015739277109469213
Position 1062: 0.00012999971366492097
Position 711: 0.00010140509423262953
Position 738: 0.00010135322196407095
Position 876: 0.00010015183788886461
Position 1513: 9.904676667957599e-05
Position 1322: 9.219139227669863e-05
Position 1059: 8.477144811224038e-05
Position 1673: 7.438819062580414e-05
Position 1549: 6.0794226348192963e-05
Position 1301: 5.491349023046229e-05
Position 507: 4.631604272446411e-05
Position 105: 4.55579835143821e-05
Position 447: 4.2279193873346576e-05
Position 1283: 3.8162518362046935e-05
