Gene = LEP
index = 781
Annotated 5SS: [   23 10879]
Annotated 3SS: [10706 13119]
SMsplice 5SS: [   23  1178  1639 10879]
SMsplice 3SS: [ 1034  1436 10706 11157]
top_k =  500
Partition function (log Z): -7.993242729721768

Sorted 5' Splice Sites (High to Low Probability):
Position 10879: 0.914367749222907
Position 1178: 0.9065092938682812
Position 23: 0.862469732577521
Position 1639: 0.827083603037536
Position 8088: 0.3739563223763279
Position 3251: 0.18170922347832208
Position 7634: 0.1433906669723598
Position 460: 0.09132052590735175
Position 2570: 0.0638788828172998
Position 8965: 0.0444853236996207
Position 14609: 0.03790005768588194
Position 1547: 0.036369118643985426
Position 271: 0.02964864566486046
Position 10051: 0.023402450182294456
Position 1678: 0.0233367761507296
Position 400: 0.015300238879270584
Position 973: 0.012884719815971387
Position 4969: 0.012751763885224877
Position 8424: 0.009344899346825343
Position 7837: 0.009065475112003781
Position 1087: 0.00872534932872536
Position 559: 0.0038531600333050363
Position 936: 0.0036484901774607075
Position 11086: 0.003063237682576688
Position 519: 0.0027718181205907016
Position 6574: 0.002021622647330803
Position 4637: 0.001948572845966741
Position 888: 0.0016794055267528593
Position 798: 0.0014252088064904574
Position 1567: 0.0014061585873595401
Position 236: 0.0010500655032187605
Position 190: 0.0008755947153288828
Position 998: 0.0005954818421455522
Position 285: 0.0005452387290660117
Position 1074: 0.0005436883437041909
Position 675: 0.000531799602602549
Position 1284: 0.0005171768278061892
Position 60: 0.0003960987668333971
Position 1740: 0.00037409288768201136
Position 393: 0.0003275708829949548
Position 421: 0.0002970677932189185
Position 1060: 0.00012164677290805266
Position 1400: 0.0001078725283853669
Position 687: 9.710199436400501e-05
Position 1369: 8.219637308870598e-05
Position 4263: 5.1051890963210364e-05
Position 1065: 4.9084265029949e-05
Position 977: 2.982461752307968e-05
Position 303: 2.6681917920416435e-05
Position 882: 2.61011258044639e-05
Position 784: 1.3740541533061038e-05
Position 165: 1.3173541830086817e-05
Position 1182: 9.725255188875494e-06
Position 2379: 7.857193464635459e-07
Position 1493: 6.440990226854156e-07
Position 115: 4.539574453325774e-07
Position 697: 4.217198707763361e-07
Position 1835: 3.3208529910576445e-07
Position 802: 3.0422800692215125e-07
Position 172: 2.1988903874710016e-07
Position 230: 1.7543780102848032e-07
Position 144: 1.6100487320283172e-07
Position 958: 1.205340506818745e-07
Position 3754: 4.845497255470896e-08
Position 15: 4.726433686648668e-08
Position 210: 7.2168196782228555e-09
Position 366: 3.601867381985735e-09
Position 877: 1.0242489170631337e-09
Position 1604: 1.5003892183083318e-10
Position 1716: 8.559260926737101e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10706: 0.9240481412064205
Position 1436: 0.8294060975604379
Position 8002: 0.37435638484618716
Position 1034: 0.33153220654188853
Position 1077: 0.28176764337407006
Position 1139: 0.18848712911639703
Position 11157: 0.18129329852649903
Position 7578: 0.15464432316195073
Position 15378: 0.15443582455986718
Position 3066: 0.09755072551334643
Position 13227: 0.0761714847994321
Position 13119: 0.07373583758568995
Position 14636: 0.06599755873376362
Position 14454: 0.060451007013915925
Position 2370: 0.05058380446226389
Position 917: 0.04474584740826096
Position 1039: 0.043679042248730156
Position 1503: 0.041120862214272684
Position 11197: 0.04007717834459803
Position 11816: 0.03738253638552743
Position 8776: 0.03245863322923543
Position 3049: 0.03149016017792622
Position 9685: 0.030742374272971197
Position 2998: 0.028817538489091944
Position 14463: 0.02674980261023989
Position 13122: 0.025930669336847165
Position 14434: 0.022309225538460212
Position 9394: 0.020280174789095214
Position 15514: 0.0202303399461499
Position 1009: 0.01992731193320032
Position 13873: 0.017916396877319395
Position 10795: 0.015614641959690163
Position 11913: 0.0153392873576674
Position 13197: 0.014383792349021894
Position 13140: 0.013901765530891518
