Gene = DTL
index = 473
Annotated 5SS: [  366  7542  9182 11636 11841 27373 29453 31309 32751 33127 36637 42686
 45174 65508]
Annotated 3SS: [ 7415  9082 11573 11719 27306 29339 31234 32646 33021 36523 42595 45037
 64674 67264]
SMsplice 5SS: [  366  1892  3966  7296  7542  9182 11636 11841 29453 31309 32751 33127
 36637 65508 67192 67376]
SMsplice 3SS: [ 1775  3887  7247  7415  9082 11573 11719 29339 31234 32646 32972 36523
 65415 67012 67264 67496]
top_k =  500
Partition function (log Z): -17.155476523642662

Sorted 5' Splice Sites (High to Low Probability):
Position 9182: 0.994817214816551
Position 1892: 0.9916607081008099
Position 11841: 0.977473175806351
Position 7542: 0.9735795753894463
Position 3966: 0.9293482414359339
Position 11636: 0.8077319815373196
Position 7296: 0.7917756897084613
Position 366: 0.7055710139682985
Position 995: 0.5155134083067051
Position 6476: 0.22360771389060682
Position 489: 0.1727528269525749
Position 5387: 0.1528342682611104
Position 158: 0.151704802603582
Position 1171: 0.12951416214504752
Position 18815: 0.12454946859175575
Position 6833: 0.12344175963511159
Position 1052: 0.0746682099512119
Position 7100: 0.07118340314732112
Position 5239: 0.05188873474459655
Position 2130: 0.05089483917063466
Position 7967: 0.05009281338627006
Position 5245: 0.03589625174790668
Position 14852: 0.03480243744172839
Position 5184: 0.03479431004828892
Position 9504: 0.02033604450280414
Position 4870: 0.017465679095410285
Position 4326: 0.015278889380631535
Position 6211: 0.014389615107383564
Position 18363: 0.013177928073992722
Position 62: 0.013007717907791748
Position 12398: 0.012773515852614324
Position 4191: 0.01216702397094893
Position 10641: 0.01211371850600151
Position 5394: 0.011045148419792233
Position 11812: 0.009529465339868558
Position 4330: 0.009494344839524648
Position 11845: 0.009197487343752251
Position 6837: 0.0076102802668670325
Position 2060: 0.006231271937564526
Position 10136: 0.006115988670101032
Position 6944: 0.005747475142656437
Position 6953: 0.00558290350786166
Position 777: 0.004923889382654006
Position 691: 0.004910900463717869
Position 1137: 0.004655395952419698
Position 7190: 0.004502847488723172
Position 4314: 0.004465002450024659
Position 6451: 0.004221930266531965
Position 16259: 0.003980089420023006
Position 581: 0.00370508793214889
Position 10616: 0.003687264703450549
Position 15766: 0.003671100251171942
Position 18227: 0.0035118238768683347
Position 7024: 0.0033569595267127286
Position 8489: 0.0032378066301124407
Position 10599: 0.0028992634359507447
Position 1595: 0.0028696125189831114
Position 4: 0.002769196536014989
Position 10817: 0.0027240902864948163
Position 1692: 0.0026165265759213164
Position 16059: 0.0026153257452532002
Position 16227: 0.002271135947502014
Position 229: 0.0021866289010575137
Position 329: 0.001937832514165831
Position 7470: 0.0015851422343412256
Position 12261: 0.0014778714385689394
Position 576: 0.0014114104732255942
Position 370: 0.0011416856479172354
Position 1065: 0.0008742619094792926
Position 885: 0.0007940240248590458
Position 668: 0.0007633323670271018
Position 2255: 0.0006951049039877503
Position 3470: 0.000680608044669127
Position 11622: 0.0006667595884419188
Position 162: 0.0006342213427817848
Position 174: 0.0006291594777215439
Position 1518: 0.0005054511032516561
Position 1030: 0.00041553762334582033
Position 11769: 0.0004094636860357799
Position 8726: 0.0003864745391895587
Position 153: 0.0003854822924379851
Position 754: 0.00035532851169779267
Position 11522: 0.00034955489049725457
Position 644: 0.00028514195279961323
Position 499: 0.0002676582300023185
Position 11793: 0.00025760546253472634
