Gene = RP11-484M3.5
index = 1173
Annotated 5SS: [213]
Annotated 3SS: [40399]
SMsplice 5SS: [  213 30979 39436]
SMsplice 3SS: [30814 39303 40399]
top_k =  500
Partition function (log Z): -22.5828397065345

Sorted 5' Splice Sites (High to Low Probability):
Position 213: 0.5619739576346772
Position 611: 0.5084748309828665
Position 3996: 0.43164273219779364
Position 949: 0.4288158049837583
Position 3912: 0.3689871984742302
Position 8924: 0.24644469039800637
Position 343: 0.18967810298820384
Position 3751: 0.1716754876653872
Position 8302: 0.1363474025692257
Position 1620: 0.11339017967955703
Position 3121: 0.022386216764139186
Position 1613: 0.01876224448161339
Position 3762: 0.0153698374091161
Position 630: 0.011627374189852756
Position 6649: 0.00802583764411726
Position 7758: 0.0074773316838509735
Position 9662: 0.007085911015548584
Position 1143: 0.006510724135610126
Position 993: 0.006362932731827583
Position 201: 0.005400666120821112
Position 287: 0.005051347121977964
Position 2138: 0.003985177923700077
Position 730: 0.002899399230645823
Position 103: 0.0022728672082247257
Position 3004: 0.0005701773989800376
Position 275: 0.0003786713150077766
Position 12: 0.0002552392280000605
Position 670: 0.0002506627241112607
Position 2026: 0.00016026915224714379
Position 582: 0.00015393784208908782
Position 765: 7.505001438528282e-05
Position 217: 7.468447365430646e-05
Position 84: 6.070372290097699e-05
Position 337: 4.3957447281124674e-05
Position 784: 3.121979710733384e-05
Position 687: 2.430208349134475e-05
Position 475: 2.217990593180641e-05
Position 347: 1.6858373538922294e-05
Position 708: 1.0042622129926451e-05
Position 349: 8.064653519962194e-06
Position 685: 7.5701582547140246e-06
Position 591: 5.3913880302797646e-06
Position 36: 4.826187125241516e-06
Position 340: 6.557788635139114e-07
Position 178: 4.917385395700861e-07
Position 306: 1.6450051637754044e-07
Position 867: 1.714828277312755e-08
Position 498: 9.911526987139869e-09
Position 508: 6.769989611276222e-09
Position 481: 4.396859092760148e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12517: 0.740881076086034
Position 3851: 0.4136000475554122
Position 3848: 0.3557818612171138
Position 536: 0.29262777807628493
Position 804: 0.22977283682043334
Position 8737: 0.203015668092648
Position 8146: 0.1524816816358019
Position 3544: 0.1452693461729439
Position 10677: 0.1187129974913816
Position 1505: 0.0934410610325296
Position 8844: 0.05871850222510052
Position 817: 0.04515273341231327
Position 424: 0.03846474672358461
Position 3813: 0.037830992964815
Position 880: 0.0358278149193684
Position 3574: 0.03153457630697104
Position 365: 0.03048592020508922
Position 713: 0.021314202118481784
Position 7656: 0.019699304161425246
Position 4111: 0.01845013967756889
Position 3026: 0.01619174880998171
Position 1462: 0.012020145344051832
Position 863: 0.011748822736401158
Position 10745: 0.010550870773484242
Position 9566: 0.01043213325292968
Position 10567: 0.010307682024027895
Position 6533: 0.009250110801554055
Position 3370: 0.008685672821651912
Position 7887: 0.0073196293949723094
Position 755: 0.0066528762553864735
Position 5747: 0.006641820742964876
Position 508: 0.005422135335485
Position 2994: 0.005333325842092105
Position 1586: 0.005295818725175604
Position 729: 0.004617369001486807
Position 1970: 0.004561332032661628
Position 1420: 0.004407833826732084
Position 866: 0.004228314835969999
Position 1367: 0.0039715081445604915
Position 7137: 0.0038746685605419258
Position 3911: 0.00294449100968958
Position 10697: 0.0029245260900859268
Position 8483: 0.0026463061654620813
Position 5842: 0.0023269568407595586
Position 764: 0.0022583906252556245
Position 7859: 0.0019054629422619583
Position 9721: 0.0018605149996736615
Position 8012: 0.0018582521917735943
Position 1533: 0.001829150247460711
Position 1392: 0.0017602216658115465
Position 7768: 0.0016781995527963226
Position 3515: 0.001566303853222855
Position 481: 0.001499544902468013
Position 9122: 0.0014330520046008952
Position 539: 0.001284941238692336
Position 8230: 0.0012697154318077795
Position 4226: 0.001210870350560569
Position 889: 0.0009731492384891513
Position 2888: 0.0009473213198341217
Position 981: 0.0009331639874541793
Position 1321: 0.0008787683907030721
Position 5461: 0.0008437320566104414
Position 475: 0.0007642765606142303
Position 829: 0.0007355773418678884
Position 4543: 0.0006747451302965352
Position 774: 0.0006359991538736797
Position 4523: 0.00062751157839118
Position 948: 0.0006176853158470205
Position 5389: 0.0006062101954364925
Position 1042: 0.0005982625094871364
Position 834: 0.0004568572723336255
Position 4557: 0.0004265879562584252
Position 575: 0.0004244599182998202
Position 3342: 0.00039117359568615386
Position 3073: 0.0003818902596100526
Position 3761: 0.0003574371025536373
Position 2025: 0.0003498201727508414
Position 1560: 0.00033988602775002707
Position 1348: 0.00032092889875254645
