Gene = BASP1
index = 126
Annotated 5SS: [75]
Annotated 3SS: [58384]
SMsplice 5SS: [   75  5644 11548 17553 25039 52779]
SMsplice 3SS: [ 5400 11406 17451 24951 52669 58384]
top_k =  500
Partition function (log Z): -27.562024867405537

Sorted 5' Splice Sites (High to Low Probability):
Position 11548: 0.9973038946972574
Position 17553: 0.8831075760583502
Position 25039: 0.7221383447258083
Position 75: 0.7072474792453637
Position 5644: 0.5882318623499357
Position 8172: 0.577020200650555
Position 11212: 0.5693312997493905
Position 5486: 0.3905240629184082
Position 9631: 0.14814735340876006
Position 988: 0.13915312748510433
Position 273: 0.08808203922473895
Position 27126: 0.08069576497713553
Position 4744: 0.05435592419106705
Position 10015: 0.04682529623096925
Position 3069: 0.029237080961770173
Position 2109: 0.02074074726009347
Position 1230: 0.018704831281814403
Position 128: 0.01845072377767011
Position 431: 0.01251954684725653
Position 4127: 0.012282561486881598
Position 5672: 0.011257818732593919
Position 1247: 0.01011826423815015
Position 7377: 0.008990464496294023
Position 11952: 0.007854059458775473
Position 503: 0.00720437611076117
Position 3186: 0.006095546207560763
Position 3629: 0.005455510915048329
Position 247: 0.004221806337768517
Position 7398: 0.0040787622837042264
Position 3610: 0.004066650374597777
Position 13698: 0.003841983525032023
Position 117: 0.0037734669272455495
Position 1251: 0.0031439880162823525
Position 1452: 0.0028530298662344223
Position 6771: 0.0027218595161027305
Position 3551: 0.0025504040086738893
Position 3621: 0.0024641885085404653
Position 212: 0.0024239668315476086
Position 3974: 0.002169409504298096
Position 2090: 0.0019457287148454392
Position 5008: 0.0018834269987892793
Position 86: 0.0018092437109137164
Position 6424: 0.001771903279555894
Position 285: 0.0017406627350681928
Position 3159: 0.0016276386888870696
Position 135: 0.001301278523169877
Position 1179: 0.0011800432886477598
Position 3263: 0.0011513465325830774
Position 277: 0.0009985337890660135
Position 6711: 0.000858343620840264
Position 2661: 0.0008167331041104355
Position 3479: 0.0007905855205735555
Position 2732: 0.0007523145010421373
Position 3051: 0.0006983114366657109
Position 11510: 0.0006486685368279547
Position 2805: 0.0006077398842631129
Position 7612: 0.0005711636860251646
Position 6491: 0.0005707141175563036
Position 14312: 0.0005408673765960029
Position 1147: 0.0005158309681959597
Position 3801: 0.000488987075762294
Position 6668: 0.00046503372463950043
Position 2690: 0.0004369697657480051
Position 1333: 0.00041464717720710275
Position 12646: 0.00025870749765560645
Position 12281: 0.0002200654427319023
Position 12166: 0.00011310343607203768
Position 11460: 7.721362222335656e-05
Position 478: 6.174655688826505e-05
Position 95: 4.106939608697239e-05
Position 12074: 4.081168359138392e-05
Position 12025: 3.380050656642604e-05
Position 1660: 9.97403170537749e-06
Position 571: 8.611708097207269e-06
Position 145: 7.83772805977237e-06
Position 1458: 7.710040494043025e-06
Position 614: 6.777585133451035e-06
Position 1297: 3.8540309198306605e-06
Position 1519: 2.7812541731235788e-06
Position 1463: 2.167437781233561e-06
Position 484: 1.8663603466457442e-06
