Gene = CXCL14
index = 421
Annotated 5SS: [ 565  846 4708]
Annotated 3SS: [ 739 4593 7410]
SMsplice 5SS: [ 565  846 4708]
SMsplice 3SS: [ 739 4593 7410]
top_k =  500
Partition function (log Z): 1.7548082671483516

Sorted 5' Splice Sites (High to Low Probability):
Position 4708: 0.996751062547104
Position 565: 0.9817175086381339
Position 846: 0.9727304457103024
Position 4936: 0.17263458418766847
Position 2134: 0.12095412468103735
Position 6951: 0.11342855406011788
Position 5262: 0.0872631789969789
Position 4076: 0.05245751200279655
Position 5753: 0.04306958250495445
Position 195: 0.02912900774566911
Position 5191: 0.028818762204880475
Position 874: 0.02415961716356246
Position 3995: 0.023585984516274593
Position 5243: 0.021224693654153977
Position 5102: 0.01557658387060924
Position 5110: 0.01402417813587694
Position 5147: 0.010777807379034526
Position 3714: 0.010277258979042015
Position 5377: 0.008796161713818673
Position 5463: 0.00853263553415871
Position 3688: 0.008040339361505916
Position 4080: 0.006935016228866255
Position 3528: 0.006928997350688176
Position 7224: 0.006920120884419853
Position 5016: 0.006801823782851227
Position 3721: 0.006745619960462873
Position 3574: 0.005226924673955291
Position 2052: 0.004813980615454661
Position 2174: 0.003937850669509059
Position 1814: 0.00358908774271376
Position 7141: 0.0031797363695875674
Position 104: 0.0029821377940535726
Position 80: 0.002975051434907002
Position 7601: 0.002480721630885484
Position 3974: 0.0023825325837316435
Position 3682: 0.0022767208252672372
Position 163: 0.0017370486406124504
Position 17: 0.0016640044608030285
Position 6094: 0.0015662172662430321
Position 1961: 0.0015152955277040886
Position 3831: 0.0014218227989713735
Position 495: 0.00138118402766285
Position 4173: 0.0013650023612063527
Position 7027: 0.0012717304059149585
Position 6746: 0.0012476511570397634
Position 841: 0.0012385396305449922
Position 2992: 0.001203136861078927
Position 1441: 0.0010604807380390862
Position 1395: 0.001039435475517979
Position 4618: 0.0008962888024877379
Position 4445: 0.0008021826674067761
Position 1219: 0.0008011245687870545
Position 53: 0.0007609103457246427
Position 65: 0.0007058002512973382
Position 86: 0.0005408518225206353
Position 3206: 0.0004117954726475601
Position 3531: 0.0004028490164779899
Position 74: 0.00038810192978307683
Position 569: 0.0003836823943026651
Position 1069: 0.00036508648105906165
Position 4353: 0.00033740897796472475
Position 2801: 0.0003026907750968282
Position 2952: 0.00028839110606711916
Position 1473: 0.00026829859322057405
Position 816: 0.0002644490129721344
Position 1753: 0.0002583357587394917
Position 106: 0.0002438779597442903
Position 2798: 0.00020109823842171475
Position 126: 0.0001939034332874791
Position 23: 0.0001701092206083146
Position 669: 0.0001359325159309111
Position 5: 0.00010882899241491297
Position 76: 0.0001049110173401941
Position 5083: 6.93015706879066e-05
Position 31: 6.407613438258877e-05
Position 3280: 5.7029772804534523e-05
Position 3: 4.774068487527979e-05
Position 33: 4.53379533496168e-05
