Gene = TRBC2
index = 1480
Annotated 5SS: [ 387  921 1171]
Annotated 3SS: [ 902 1063 1461]
SMsplice 5SS: [ 133  387  921 1171]
SMsplice 3SS: [ 262  902 1063 1461]
top_k =  500
Partition function (log Z): -2.752524237417478

Sorted 5' Splice Sites (High to Low Probability):
Position 387: 0.8971482600895204
Position 1171: 0.7981665719608343
Position 133: 0.6986005828431715
Position 921: 0.43951662994381163
Position 824: 0.1999677602064821
Position 1035: 0.09269510033891544
Position 1144: 0.04192087248981861
Position 152: 0.037350020034701406
Position 137: 0.03270290224199938
Position 164: 0.023283938404965496
Position 925: 0.020110079992410015
Position 504: 0.016249664731634937
Position 1506: 0.013217036816189376
Position 460: 0.012641732905838154
Position 837: 0.011522588222911741
Position 86: 0.011447552490213751
Position 424: 0.010501725934682972
Position 378: 0.006570567397682616
Position 1566: 0.0030813752990934457
Position 527: 0.0024853772518834976
Position 1183: 0.002249067188095337
Position 541: 0.001876529780445336
Position 1537: 0.0018270686842690224
Position 1131: 0.0010407073135219288
Position 518: 0.0008114597374635938
Position 29: 0.000802497391471037
Position 159: 0.0006822063677945127
Position 359: 0.0002985062752297256
Position 119: 0.00027239757717707373
Position 1005: 0.00025862495652979206
Position 677: 0.0002513797812912985
Position 1003: 0.00023548988299215275
Position 637: 6.993803827336154e-05
Position 828: 6.309735425510817e-05
Position 793: 5.558159565303256e-05
Position 813: 5.2415709015706896e-05
Position 811: 4.618782916846196e-05
Position 88: 1.5014121284209e-05
Position 391: 1.1786683054238105e-05
Position 290: 8.721809311312406e-06
Position 242: 6.836701173032563e-06
Position 832: 5.880013027529342e-06
Position 701: 4.7236485091639115e-06
Position 14: 2.2982195169669194e-06
Position 723: 1.8638524232527523e-06
Position 707: 1.192457835501524e-06
Position 37: 6.847163845471871e-07
Position 35: 3.0112140431281646e-07
Position 16: 2.454200991269097e-07
Position 322: 3.10897420851823e-10
Position 285: 8.720343717704491e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1461: 0.9166071494299557
Position 1063: 0.6683987030963636
Position 902: 0.6383083850118214
Position 262: 0.4706028900281159
Position 216: 0.2562259830687505
Position 716: 0.17821646923787435
Position 1634: 0.0682951478884551
Position 607: 0.059252147006209094
Position 976: 0.027172315915262826
Position 290: 0.025445099545178925
Position 295: 0.009313544306341744
Position 863: 0.009286407378076308
Position 1065: 0.008271142014185676
Position 749: 0.007400192370344782
Position 1034: 0.0073204805831277985
Position 1527: 0.0032211735718076454
Position 1426: 0.002920762182143529
Position 231: 0.0027876227354155857
Position 1107: 0.0027329178971646152
Position 841: 0.002178537320359526
Position 1505: 0.001540791509048223
Position 561: 0.001494528268489398
Position 1382: 0.0014019225362174852
Position 1148: 0.0011675749503477829
Position 1117: 0.0010782571142223228
Position 746: 0.0009517701039928053
Position 1299: 0.0009172345518190734
Position 1238: 0.0008123652326515066
Position 622: 0.0007749495901400653
Position 723: 0.0006480094005319086
Position 860: 0.00064535032595411
Position 1074: 0.0006131377489351742
Position 564: 0.0005712931504162161
Position 1078: 0.00036765982928901056
Position 1566: 0.00032158788690250225
Position 1333: 0.0002778784099963022
Position 196: 0.00023760633397655725
Position 355: 0.00020601719976704873
Position 661: 0.0001804425574108115
Position 653: 0.0001587570402776873
Position 1321: 0.0001461662436487542
Position 240: 0.0001046726979989213
Position 828: 0.00010451369530990187
Position 1247: 0.00010202708216492435
Position 1253: 9.332034196438894e-05
Position 459: 9.180336902719391e-05
Position 925: 9.118811634421979e-05
Position 780: 8.912810094691389e-05
Position 1303: 8.30283479460465e-05
Position 1000: 8.149218285969814e-05
Position 1389: 7.567482309128813e-05
Position 331: 7.228409663757793e-05
Position 783: 6.679701698559577e-05
Position 1467: 5.823236500608793e-05
Position 591: 5.738586633385199e-05
Position 1122: 5.337159169152203e-05
Position 517: 4.8684266772579853e-05
Position 1655: 4.477167580837501e-05
Position 1355: 3.3613507781875295e-05
Position 423: 3.31875695759025e-05
Position 666: 3.061196839428384e-05
Position 763: 2.7943319000572546e-05
Position 101: 2.4408253740241154e-05
Position 190: 2.3384678186322457e-05
Position 453: 2.2386669666502286e-05
Position 313: 2.2308045105640957e-05
Position 769: 2.1634239268249077e-05
Position 1665: 2.0177269647529064e-05
Position 647: 1.1421597437525058e-05
Position 228: 1.083072149551038e-05
Position 525: 1.0300781184348072e-05
Position 336: 9.623492961100557e-06
Position 476: 7.511616499789073e-06
Position 569: 6.9242921553004955e-06
Position 463: 5.383259976981953e-06
Position 531: 3.2801999005805924e-06
Position 485: 2.7184509238808273e-06
Position 173: 2.659409081219675e-06
Position 386: 2.46375984557572e-06
Position 381: 2.414058671472575e-06
Position 624: 2.3773174930054726e-06
Position 193: 2.3206133417194167e-06
Position 181: 2.0542394585824007e-06
Position 482: 1.062119791497821e-06
Position 124: 2.6917859974349914e-07
Position 363: 1.701590544107662e-07
Position 415: 1.5060552762950133e-07
Position 168: 1.469659537755817e-07
Position 418: 1.1684948697292084e-07
Position 148: 1.1401802815628931e-07
Position 440: 1.0047124605077722e-07
Position 489: 6.296472106447258e-08
Position 159: 5.1585602703842803e-08
Position 383: 2.8353661775501337e-08
Position 929: 2.3124728631012076e-08
Position 433: 2.1569553224113387e-08
Position 370: 1.8684080559233445e-08
Position 76: 1.3199979843620325e-08
Position 471: 4.343292659288816e-09
Position 493: 3.472164535351384e-09
Position 129: 7.340131178541999e-10
Position 151: 1.8428494755693207e-10
Position 405: 6.789694126116931e-12
Position 322: 5.1048706500235175e-12
