Gene = DR1
index = 470
Annotated 5SS: [ 978 8184]
Annotated 3SS: [ 8019 14604]
SMsplice 5SS: [ 978 3576 4114 8184]
SMsplice 3SS: [ 3495  4030  8019 12509]
top_k =  500
Partition function (log Z): -8.893866229499594

Sorted 5' Splice Sites (High to Low Probability):
Position 8184: 0.989820454253053
Position 978: 0.7981314417932845
Position 4114: 0.777671412545171
Position 3576: 0.5840200677187816
Position 9555: 0.5548035960361706
Position 1969: 0.5185188125244028
Position 360: 0.3177392878909393
Position 7890: 0.1963818573114101
Position 13031: 0.18598599987734699
Position 1252: 0.13765554966592086
Position 8879: 0.11032188436325767
Position 9888: 0.09833241708389524
Position 2765: 0.09139581890718138
Position 1537: 0.06110929652663353
Position 1076: 0.056483773725327625
Position 4589: 0.05176736716946254
Position 753: 0.029899964863617817
Position 11982: 0.029804967910572414
Position 11978: 0.0247586006734134
Position 13751: 0.02462120446285168
Position 12582: 0.02415488789727092
Position 3664: 0.018274463852062852
Position 9168: 0.017081642010415034
Position 349: 0.01176680611589736
Position 8348: 0.010601451530461535
Position 459: 0.009708964348969028
Position 8452: 0.009563141998999143
Position 13079: 0.0077781086699017805
Position 3627: 0.007016296469707077
Position 10091: 0.005706615057399071
Position 3983: 0.005396144834236609
Position 8865: 0.005153004022821413
Position 265: 0.0036115657643748045
Position 1361: 0.0027659011026334003
Position 6551: 0.002239951875507437
Position 1580: 0.0018818239337658471
Position 5885: 0.001552416481001561
Position 1010: 0.0009407908047280768
Position 10524: 0.0007682380569979867
Position 694: 0.0007244528510981817
Position 9602: 0.0007221488339492639
Position 251: 0.0006431860322791657
Position 234: 0.0005129979088256219
Position 420: 0.00048737561814327947
Position 989: 0.00017960444432287725
Position 699: 0.0001117354381506912
Position 1018: 0.00010490167140237219
Position 151: 6.120178792410752e-05
Position 842: 4.2795483501418426e-05
Position 8188: 3.98099330782971e-05
Position 28: 3.789610685728107e-05
Position 14: 3.355776162701902e-05
Position 10507: 3.0431270454198527e-05
Position 875: 2.9598456935298748e-05
Position 10281: 2.7977077264149583e-05
Position 231: 2.697040062211626e-05
Position 10132: 2.681646012966319e-05
Position 848: 2.308579535108481e-05
Position 26: 2.1908053292293038e-05
Position 999: 2.091944717986423e-05
Position 107: 1.964574311909893e-05
Position 620: 1.4828250840771685e-05
Position 5474: 1.1315527384985013e-05
Position 253: 8.990748011530868e-06
Position 872: 8.356615387527802e-06
Position 1180: 2.287713612313832e-06
Position 4649: 2.243424549749938e-06
