Gene = MKLN1
index = 847
Annotated 5SS: [   138  47634  59403  61113  69517  71574  83524  86851 101286 110138
 115843 118044 135505 136549 138556 143085 150818]
Annotated 3SS: [ 47563  59259  61023  69406  71380  83445  86784 101172 109924 115620
 117913 135356 136433 138415 142981 150762 159746]
SMsplice 5SS: [   138  47634  59403  61113  69517  83198  83524  86922  87184 101286
 110138 118044 132810 135505 136549 138556 143085 165481]
SMsplice 3SS: [ 47563  59259  61023  69406  83107  83445  86784  87033 101172 109924
 117913 132722 135356 136433 138415 142981 165368 166743]
top_k =  500
Partition function (log Z): -82.5436467428234

Sorted 5' Splice Sites (High to Low Probability):
Position 138: 0.9995683745067968
Position 11124: 0.44416551490226003
Position 10615: 0.29647463401690244
Position 13673: 0.20349367561558757
Position 13944: 0.0717786389951515
Position 1272: 0.0589674782825648
Position 2646: 0.05839334720460195
Position 9250: 0.04483703800037207
Position 13948: 0.04318486203440436
Position 3600: 0.041293453477407
Position 10808: 0.024128767135426412
Position 8427: 0.018042688724246105
Position 4232: 0.013990583472366857
Position 1544: 0.013687895104846495
Position 10141: 0.009062872651582475
Position 3366: 0.004105800722221506
Position 2769: 0.0032964426936815706
Position 6032: 0.002588010152995414
Position 4790: 0.0008334869358335208
Position 2005: 0.0005228898506976496
Position 2396: 0.0004135164446666801
Position 2522: 0.0003633185602124399
Position 2709: 0.0003606649470883833
Position 3790: 0.0002749743688103956
Position 6745: 0.00013318469238996915
Position 6131: 0.0001319869559245135
Position 189: 0.00012477173008259974
Position 2036: 0.00010876058341180499
Position 2214: 0.00010223263325902265
Position 357: 7.698570786288923e-05
Position 2121: 6.632179433222146e-05
Position 4009: 5.105985763342868e-05
Position 105: 3.191631361525484e-05
Position 1849: 2.9148330195739992e-05
Position 432: 2.7651135055965194e-05
Position 1413: 2.317108363225667e-05
Position 819: 1.7940188505966402e-05
Position 2218: 1.407257597214817e-05
Position 581: 1.324861944385221e-05
Position 533: 1.0091327215709676e-05
Position 404: 8.987443706582649e-06
Position 256: 7.171892304277763e-06
Position 553: 6.093741022661976e-06
Position 623: 3.444170371837917e-06
Position 180: 3.294936074048011e-06
Position 523: 3.2109275797335837e-06
Position 10: 2.8849218980557718e-06
Position 318: 2.3848444154228764e-06
Position 324: 1.7255797554807016e-06
Position 2673: 7.118547272244795e-07
Position 1570: 3.733708819947215e-07
Position 1420: 3.7297998146386984e-07
Position 1106: 3.3121843307444637e-07
Position 1113: 3.2001913221552383e-07
Position 1245: 2.5677165658955734e-07
Position 29: 2.2570251077612543e-07
Position 928: 2.133055022883835e-07
Position 1225: 1.6824169655136444e-07
Position 201: 1.6426313959416412e-07
Position 426: 1.6120911957024318e-07
Position 1830: 1.588209510551129e-07
Position 1142: 1.407338581146495e-07
Position 1809: 1.1601589666273284e-07
Position 536: 1.1466105353578868e-07
Position 2304: 1.087731760368431e-07
Position 957: 1.0092902443361326e-07
Position 952: 7.562623608016383e-08
Position 1431: 7.429047843648833e-08
Position 1783: 6.932728522217978e-08
Position 1460: 4.567886263158811e-08
Position 1597: 2.6560814790366452e-08
Position 1587: 1.626925748163851e-08
Position 1696: 1.3936772334205675e-08
Position 1453: 1.3536726380425361e-08
Position 608: 3.238127045816607e-11
Position 75: 1.9749933339078355e-11
Position 142: 1.2728533686536168e-11
Position 709: 3.475255645979297e-12
Position 668: 2.8730392421297117e-12
Position 613: 2.4395345496786904e-12
Position 276: 2.0574735488678763e-12
Position 160: 1.959835578600716e-12
Position 14: 1.3532377912268446e-13
Position 359: 3.260798677845715e-14
Position 58: 1.576341592379818e-14
Position 270: 1.8909665454126504e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 14764: 0.40840535564392666
Position 10419: 0.29044413712513395
Position 10980: 0.2813211273240526
Position 13837: 0.2521244393516666
Position 11058: 0.1644552859053962
Position 13612: 0.15297480185852597
Position 13375: 0.12359733774065
Position 11026: 0.10235033910092733
Position 13410: 0.057693438321931675
Position 2554: 0.04726879728465998
Position 1171: 0.039791308632641374
Position 10511: 0.032191777622150294
Position 4922: 0.031152747431232933
Position 3486: 0.028399303838989233
Position 9108: 0.020746641761406396
Position 10692: 0.01985065438006113
Position 12439: 0.0172798725112103
Position 9193: 0.01617065450834192
Position 1412: 0.013798583382725486
Position 4124: 0.013675180349396068
Position 8355: 0.013090026652735127
Position 10536: 0.012955073979266018
Position 14323: 0.011646386921771472
Position 10095: 0.01155589131903202
Position 11930: 0.010127501727034374
Position 10054: 0.00987464424249239
Position 2927: 0.009824006975601493
Position 6850: 0.009786576958680442
Position 15733: 0.007596126529713542
Position 3454: 0.0071328373176457
Position 1055: 0.006827765641016433
Position 1929: 0.0068227165994991556
Position 9161: 0.006702269128350097
Position 985: 0.006537790646177726
Position 12899: 0.006026200953828839
Position 2577: 0.005969145435284119
Position 8233: 0.005848876617343522
Position 9030: 0.005665650586282239
Position 3573: 0.004457140382822357
Position 11725: 0.004323566424399439
Position 11178: 0.004096006236335435
Position 2422: 0.003978038906415321
Position 11022: 0.003963996400779239
Position 2476: 0.003098361923167393
Position 1089: 0.002996792661283608
Position 8161: 0.0025932716784496865
Position 6527: 0.0024504276159915987
Position 11544: 0.0023929220665080807
Position 8310: 0.00237924941946499
Position 9701: 0.002348849829293016
Position 5721: 0.0022431155010697547
Position 2898: 0.002223186472780053
Position 7740: 0.0018931421590882647
Position 3528: 0.0017670760757712773
Position 9306: 0.0017067230887498994
Position 10858: 0.0016471114891159885
Position 2410: 0.0016378760840887894
Position 4773: 0.0015393847974507786
Position 10264: 0.001396285394069962
Position 6062: 0.0013851469754457297
Position 6353: 0.0013200627505057367
Position 3283: 0.0012919921716923117
Position 5913: 0.0012883260964765815
Position 11901: 0.0012714995895519734
Position 4693: 0.0012484711705146004
Position 7834: 0.0012171831023137067
Position 1064: 0.0011946510285534416
Position 6777: 0.0011740452567661254
Position 10324: 0.001133222652362398
Position 8715: 0.0010795599077201513
Position 1128: 0.0010412763615737818
Position 4008: 0.0009528211551935566
Position 1747: 0.000913755971046133
Position 6301: 0.0008955315703726314
Position 1023: 0.0008231563359234315
Position 1345: 0.0007264659988582254
Position 7803: 0.0006440766817414223
Position 9705: 0.0006357072358092421
Position 2379: 0.0006321759053061046
Position 5888: 0.0005885902078074208
Position 1786: 0.0005885032394895465
Position 2161: 0.0005500063094840252
Position 10058: 0.0005288944142876272
Position 1061: 0.0005071802932389943
Position 2454: 0.0004972052682184344
Position 7104: 0.00048620966184645176
Position 9654: 0.00046992849093391086
Position 2632: 0.0004287499254326324
Position 5859: 0.0004215706813726086
Position 5677: 0.0003597241524313564
Position 927: 0.0003484860672297164
Position 6898: 0.000346668012877524
Position 7447: 0.0003387836733944881
Position 1295: 0.00031266006816273596
Position 1668: 0.0003122564572888853
Position 1489: 0.0002591058313493892
Position 4327: 0.00023045060844876163
Position 3364: 0.000225147894987953
Position 5399: 0.00021033413759286138
Position 2298: 0.00020048144910779172
Position 5702: 0.00018621295464043425
Position 3234: 0.00018607023643760955
Position 4533: 0.00018372918532199938
Position 3949: 0.00018150505711882726
Position 6226: 0.00015269186012128566
Position 4147: 0.00014529934847621142
Position 4294: 0.00014479874293114384
Position 2301: 0.00012576715445892513
Position 834: 0.0001257582653513307
Position 7168: 0.00012330885627132048
Position 5248: 0.00011825499448758978
Position 4928: 0.00011699814989912934
Position 2745: 0.00010774640554001102
Position 795: 8.713116932885616e-05
Position 2352: 8.065331057986287e-05
Position 1722: 7.791159328646005e-05
Position 3716: 7.140267188138525e-05
Position 3065: 6.994288365748891e-05
Position 2121: 5.51175121329193e-05
Position 5084: 5.457537759509915e-05
Position 3693: 4.910105452807389e-05
Position 469: 4.557925450715991e-05
Position 2103: 4.318624186360781e-05
Position 2615: 3.6022099232458806e-05
Position 1835: 3.380486735508064e-05
Position 2998: 3.227183487643378e-05
Position 695: 2.8705624294303746e-05
Position 2768: 2.1466359370884045e-05
Position 4066: 1.934565737244361e-05
Position 1758: 1.8478900284553058e-05
Position 2613: 1.6842253656520178e-05
Position 1058: 1.4731981866599502e-05
Position 1451: 1.4080865113194444e-05
Position 1643: 1.3837916934244605e-05
Position 276: 1.350835858129746e-05
Position 1392: 1.3349645928972873e-05
Position 2267: 1.2970830520976423e-05
Position 1111: 1.0922700270933908e-05
Position 2355: 1.0175140512519836e-05
Position 3887: 9.329891982562533e-06
Position 744: 9.214996655291444e-06
Position 5862: 8.67508242143398e-06
Position 1245: 7.836997441143968e-06
Position 522: 7.582562569303237e-06
Position 1434: 6.7786334192386405e-06
Position 1137: 6.737006854898357e-06
Position 3838: 6.022576285927412e-06
Position 712: 5.84093761901107e-06
Position 692: 5.738373599865761e-06
Position 1418: 4.153294067011564e-06
Position 956: 2.92708895834828e-06
Position 2645: 2.8721792575467033e-06
Position 1118: 2.6675618868205133e-06
Position 1106: 2.375021212697037e-06
Position 1142: 2.04073377070338e-06
Position 2169: 1.7949597113604435e-06
Position 2672: 1.071861138258853e-06
Position 4195: 8.531682495770685e-07
Position 1225: 7.345727814162601e-07
Position 1252: 6.384097058232944e-07
Position 1148: 4.3619319008834926e-07
Position 2164: 3.3489629719782934e-07
Position 847: 1.4290753726243753e-07
Position 1431: 1.252296935238198e-07
Position 944: 1.0949820954146075e-07
Position 814: 1.074490381051888e-07
Position 1094: 1.0682258629011726e-07
Position 866: 8.704222404081828e-08
Position 315: 7.685755114236926e-08
Position 234: 6.349219618437106e-08
Position 1360: 5.7724898305492395e-08
Position 384: 5.508943221941096e-08
Position 270: 4.7053590050903246e-08
Position 281: 4.041466034106645e-08
Position 811: 3.997924673286645e-08
Position 216: 3.779673163207769e-08
Position 322: 3.5717588760602285e-08
Position 755: 2.0773724308019186e-08
Position 553: 1.7388232053253628e-08
Position 1373: 1.629440386189322e-08
Position 1262: 1.4390755501766712e-08
Position 606: 1.2226037674199231e-08
Position 787: 1.1195390433171885e-08
Position 431: 7.520910952541543e-09
Position 721: 7.3639988237199536e-09
Position 532: 5.4939566885709444e-09
Position 249: 5.150519084652453e-09
Position 211: 4.169527948645064e-09
Position 759: 3.5984863740053055e-09
Position 659: 3.326751784152109e-09
Position 1460: 2.247330684839226e-09
Position 337: 1.8870615673932285e-09
Position 228: 1.477892673179825e-09
Position 387: 1.1485617884666989e-09
Position 2126: 2.404838046709162e-10
