Gene = SSBP1
index = 1337
Annotated 5SS: [  90  870 3909 5381 5669 7264]
Annotated 3SS: [  802  3847  5239  5580  7174 11989]
SMsplice 5SS: [ 273  870 3775 3909 5381 5669 7264 7628]
SMsplice 3SS: [  802  3661  3847  5239  5580  7174  7525 11594]
top_k =  500
Partition function (log Z): 5.29361642950977

Sorted 5' Splice Sites (High to Low Probability):
Position 5669: 0.9914925709032557
Position 3909: 0.9535926308593389
Position 3775: 0.937887631980825
Position 7264: 0.901255577269718
Position 5381: 0.8158724122075915
Position 7628: 0.7520621555357758
Position 870: 0.580048822300165
Position 273: 0.48470170831104387
Position 90: 0.47429231012759077
Position 2194: 0.38352625327293044
Position 3472: 0.19127314682580976
Position 678: 0.13974476718895468
Position 5031: 0.10833081328557738
Position 3478: 0.0755373006338352
Position 5148: 0.06871043248338352
Position 622: 0.05094261617794878
Position 6440: 0.04814833228395973
Position 1560: 0.040802841899139734
Position 3139: 0.034917194772693956
Position 10873: 0.0348794733169386
Position 7667: 0.027249330147465736
Position 624: 0.02644900500139054
Position 3981: 0.02602995280413439
Position 6234: 0.021258796878307385
Position 742: 0.01998479975320754
Position 3765: 0.01876668235903532
Position 9905: 0.018362878168542606
Position 1029: 0.015445584881634859
Position 3002: 0.015103496286617063
Position 11841: 0.012381178355212338
Position 8122: 0.011151331789111246
Position 379: 0.009720705535517609
Position 7660: 0.009113948357762925
Position 6201: 0.008647818065289742
Position 6188: 0.007751142477885218
Position 11186: 0.00769458753923052
Position 824: 0.007343068450829319
Position 255: 0.006685553215374922
Position 183: 0.0062262262351175865
Position 77: 0.005896379625089552
Position 7843: 0.005197188673757252
Position 5797: 0.004569701569420694
Position 1077: 0.004010820372801939
Position 2701: 0.0038360943681071723
Position 361: 0.0032343934002618865
Position 2523: 0.003044549895051775
Position 1065: 0.0029361330781066293
Position 2213: 0.0029004940704426456
Position 6484: 0.0025920272081836363
Position 4186: 0.002554149795387463
Position 4294: 0.0025416036487751854
Position 299: 0.0024652165546435747
Position 161: 0.002039272336193278
Position 1861: 0.0016250356189393062
Position 3779: 0.0015953555218023764
Position 4834: 0.0014190730190297306
Position 400: 0.0012429134571017616
Position 5296: 0.0012412906388243282
Position 5207: 0.0011467853765373868
Position 173: 0.0011223911320718493
Position 767: 0.0010393467766047172
Position 6609: 0.0007533296387368638
Position 2736: 0.00075287076776189
Position 2718: 0.0005932598377905871
Position 3097: 0.0005081898753421009
Position 674: 0.0004611596297924537
Position 372: 0.00044239126058487517
Position 165: 0.00040465351008166114
Position 5269: 0.00034345131331643165
Position 2527: 0.00031344713556578886
Position 7936: 0.0003122133916519072
Position 1835: 0.00026931720322415445
Position 280: 0.00023764939120168743
Position 2692: 0.0001748366906628536
Position 187: 0.0001677357776604684
Position 724: 0.000159523653868044
Position 5385: 0.00013887445674864426
Position 4958: 0.00012057495533438327
Position 10403: 0.00010872548266237783
Position 37: 9.440940949042548e-05
Position 3506: 9.274083135536661e-05
Position 336: 8.853090626310796e-05
Position 595: 8.510427746093066e-05
Position 320: 7.73873670901228e-05
Position 579: 6.703054368940006e-05
Position 452: 6.12411077505837e-05
Position 247: 5.558688074460233e-05
Position 123: 4.876290653035474e-05
Position 134: 4.503601152283899e-05
Position 7601: 3.857275819712235e-05
Position 512: 3.620448077625045e-05
Position 664: 2.911880870330713e-05
Position 223: 2.4291081707653882e-05
Position 48: 1.8626907251868732e-05
Position 544: 1.7767269118667683e-05
Position 85: 1.2569400813180927e-05
Position 467: 1.1729463789037171e-05
Position 900: 1.0223741505525715e-05
Position 1059: 1.0128959808090305e-05
Position 258: 1.0040388712714215e-05
Position 209: 6.8288423335317155e-06
Position 151: 4.45925061568771e-06
Position 1104: 2.2016585717211213e-06
Position 3947: 2.042786979710456e-06
Position 880: 1.9760844379400094e-06
Position 131: 1.7329865882186472e-06
Position 189: 1.3752358324685807e-06
Position 136: 8.092807742800176e-07
Position 3928: 5.78188753079847e-07
Position 3863: 4.947448163070029e-07
Position 392: 4.153052101047204e-07
Position 3913: 3.521440735908538e-07
Position 175: 1.871979034953471e-07
Position 138: 6.286774104961648e-08
Position 181: 2.615822400027735e-08
Position 7233: 5.104519635795818e-09
Position 60: 2.429282662257035e-09
Position 206: 1.5084298681288494e-10
Position 30: 1.0030146160931098e-11
Position 282: 5.017772747654676e-12
Position 237: 6.843149404446311e-13
Position 301: 1.772420099998859e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3847: 0.9766271084296433
Position 5580: 0.9488385097564699
Position 7174: 0.8197130850760793
Position 3661: 0.8114455882287641
Position 5239: 0.6592565535471127
Position 802: 0.6061898722847224
Position 3427: 0.3906877988559362
Position 7525: 0.3753294931196986
Position 2078: 0.3199671333844706
Position 7575: 0.22379515530019767
Position 11594: 0.20165184566267597
Position 7471: 0.17505609901734145
Position 11989: 0.1706769929077301
Position 8044: 0.13523894701793232
Position 5295: 0.12367750459787272
Position 4923: 0.10961562432167242
Position 9093: 0.09668513611210533
Position 10494: 0.08772605229094714
Position 10555: 0.0805778829723401
Position 206: 0.0630701412986972
Position 254: 0.06094728242564187
Position 499: 0.057313893285354335
Position 9780: 0.05716482335768236
Position 5000: 0.054372861828797296
Position 11060: 0.050935348761386216
Position 5506: 0.04660172132656751
Position 6985: 0.046425845300985376
Position 5069: 0.04520461392234246
Position 11713: 0.03794247419416726
Position 10952: 0.035921157123225064
Position 10359: 0.034003835268792984
Position 1993: 0.03146130983129144
Position 186: 0.025933670715847883
Position 6293: 0.023468891910235767
Position 10098: 0.02070364021519793
Position 237: 0.020551006150365633
Position 2024: 0.020271497463230287
Position 3747: 0.018878852035158874
Position 1430: 0.018292499435599845
Position 6361: 0.018071201830133644
Position 2988: 0.016910660070002657
Position 6072: 0.01663962445735958
Position 11185: 0.015034715065639997
Position 6075: 0.013971660683576538
Position 7194: 0.013774471492129542
Position 7744: 0.01279162557581621
Position 7582: 0.011963846912062313
Position 1365: 0.011532346359353244
Position 2763: 0.011318905560656012
Position 2054: 0.01087198432631043
Position 2607: 0.0107723135704513
Position 7129: 0.009768812328096236
Position 11640: 0.009539723742398797
Position 7724: 0.008844808853295187
Position 7500: 0.00862860264185542
Position 6153: 0.008255249917489552
Position 7019: 0.0075255125861308945
Position 9089: 0.00717980385141059
Position 3556: 0.006723607576914726
Position 7102: 0.005473098261980157
Position 2872: 0.005210292620716176
Position 3048: 0.004771769654667802
Position 2766: 0.004653347910932588
Position 6221: 0.004232803319190725
Position 1199: 0.0037940104436691756
Position 452: 0.003600525702670763
Position 11562: 0.0034299665079180744
Position 1479: 0.0031410558353158267
Position 529: 0.0029664840092607594
Position 2095: 0.0023087336088132198
Position 4021: 0.0022729959071792916
Position 3052: 0.0022486532115490792
Position 4039: 0.0022300500476849605
Position 7884: 0.0022031754562488433
Position 8040: 0.0021780970754584628
Position 1344: 0.0019966624800543354
Position 8064: 0.0019886781246819954
Position 10985: 0.0019433742123673233
Position 6325: 0.0016979877845446395
Position 7720: 0.001600513389810079
Position 8661: 0.0015601301541287695
Position 533: 0.0012951647494759877
Position 5034: 0.0012950054132826751
Position 2331: 0.0012059158903925467
Position 5332: 0.0012038970563061054
Position 4929: 0.0012003312621779673
Position 1723: 0.001193410924642442
Position 1439: 0.001179242421345941
Position 10696: 0.0011736231020901846
Position 2350: 0.0011634537077426564
Position 1909: 0.001059709733634636
Position 6176: 0.0009660475274051026
Position 449: 0.0007873587458329382
Position 7344: 0.0007198746420416441
Position 1726: 0.0007009418975210179
Position 479: 0.0006950633761740899
Position 9886: 0.000681994639603583
Position 952: 0.0006600232443348084
Position 585: 0.0005758078763989866
Position 2373: 0.0005295760034905483
Position 6077: 0.0005259234999978652
Position 764: 0.0005209318836652908
Position 4578: 0.0005080965430047202
Position 2081: 0.0004920040297430378
Position 6125: 0.0004824417700364001
Position 2397: 0.0004408335073241071
Position 7203: 0.00041516275918189504
Position 613: 0.00040002525374155704
Position 8115: 0.00037430470152266266
Position 7935: 0.0003720435174522868
Position 4450: 0.0003606509838390033
Position 6249: 0.00033440046113641323
Position 1275: 0.00033367885339369757
Position 589: 0.000319436103425896
Position 4715: 0.00031410638588566167
Position 4907: 0.00031156765726370023
Position 3859: 0.00030918911380602826
Position 6944: 0.00030362124058427897
Position 558: 0.00029148507512194503
Position 7539: 0.00025561955029368015
Position 503: 0.0002540201258252386
Position 6224: 0.0002479574223434344
Position 378: 0.00024125186399311352
Position 4233: 0.00022502947928011374
Position 4200: 0.00022377147992368168
Position 278: 0.0002120729100337625
Position 512: 0.00020879215105510393
Position 808: 0.00020019681562083463
Position 7477: 0.00019247757257753902
Position 1387: 0.00016387893913130165
Position 6246: 0.00015776633792945668
Position 621: 0.0001550523142564769
Position 5116: 0.00014780226081406858
Position 4105: 0.00014387898673529951
Position 420: 0.00014118871330250874
Position 4718: 0.00012422390084788565
Position 7320: 0.00011858275661381885
Position 7592: 0.00010945432117754814
Position 457: 0.00010660493560277471
Position 3975: 0.00010633263174063128
Position 438: 0.00010461468136855355
Position 357: 0.00010100744017594474
Position 766: 9.87286594469364e-05
Position 6555: 9.550669296309445e-05
Position 591: 9.49562782126089e-05
Position 644: 9.129627771697912e-05
Position 172: 9.084676598331931e-05
Position 526: 8.786167544016908e-05
Position 476: 8.244486549842819e-05
Position 5611: 8.00628561788058e-05
Position 5794: 7.449173744408822e-05
Position 5476: 6.693758255636816e-05
Position 869: 5.228307579684568e-05
Position 351: 4.946864779110002e-05
Position 6879: 4.587094737986781e-05
Position 372: 4.2793883095785424e-05
Position 7422: 4.1471169767897775e-05
Position 4795: 4.0423520249972906e-05
Position 4652: 3.9121878502144654e-05
Position 4554: 3.2449806700341e-05
Position 544: 3.146804061699553e-05
Position 7596: 2.2139751675987427e-05
Position 385: 1.6822478965138712e-05
Position 661: 1.595949829197634e-05
Position 467: 1.4796238580612892e-05
Position 2437: 1.1953409817043266e-05
Position 5455: 7.988993411092327e-06
Position 724: 7.87502461752474e-06
Position 669: 7.787633122213624e-06
Position 5740: 6.516086206751112e-06
Position 640: 6.4687084356225106e-06
Position 7374: 4.148349139351858e-06
Position 216: 3.3544407843735874e-06
Position 5631: 2.17620366051753e-06
Position 5415: 1.8425654006693672e-06
Position 5998: 1.42844092744366e-06
Position 5927: 1.3120789829976832e-06
Position 6095: 1.2424181098971084e-06
Position 2181: 6.39477729793117e-07
Position 3906: 4.3280879554869364e-07
Position 5743: 3.3282596273072676e-07
Position 5750: 2.942889534310509e-07
Position 5666: 2.7109953578686824e-07
Position 312: 1.7103823499189403e-07
Position 648: 6.329005195352593e-08
Position 1006: 6.096678075914211e-08
Position 4257: 1.560166028092467e-08
Position 4286: 1.1941699021501839e-08
Position 7694: 6.939528937593062e-09
Position 361: 1.8680040679075246e-11
Position 392: 4.276401656915645e-12
Position 123: 3.198068755512897e-13
Position 119: 1.546064808059777e-13
