Gene = S100PBP
index = 1222
Annotated 5SS: [  158  7988  9489 10640 12626 35725]
Annotated 3SS: [ 7870  8655 10550 12521 35636 38481]
SMsplice 5SS: [   41  9489 10640 10916 12626 35725 37967]
SMsplice 3SS: [ 9384 10553 10709 12521 35636 37829 39889]
top_k =  500
Partition function (log Z): -21.61000587474653

Sorted 5' Splice Sites (High to Low Probability):
Position 10916: 0.9276125613850988
Position 10640: 0.8259254863301829
Position 4804: 0.7381548883800512
Position 9489: 0.7318292491823134
Position 12626: 0.6544873861181679
Position 41: 0.41732872053946646
Position 34: 0.2239810778932374
Position 16714: 0.1766806525132413
Position 248: 0.10519644952936494
Position 158: 0.08640400441452936
Position 15200: 0.06782663956363279
Position 405: 0.047963946441978024
Position 13261: 0.03866556920662943
Position 16: 0.03593994373326082
Position 8890: 0.02761232862442953
Position 8803: 0.02711902842785046
Position 8808: 0.02586883184642692
Position 10969: 0.024289981853226287
Position 14938: 0.021432666383857286
Position 13269: 0.02023919097420739
Position 1729: 0.018222348801584614
Position 167: 0.015475650806163968
Position 14945: 0.014988762032138126
Position 7988: 0.013566907434918032
Position 272: 0.012969101860616448
Position 728: 0.010525876665197763
Position 1014: 0.009627086689892607
Position 904: 0.008784762487835463
Position 8507: 0.008105328510362553
Position 12634: 0.006373276457399167
Position 120: 0.00530867894627619
Position 8044: 0.004863909836848515
Position 99: 0.004328767896298682
Position 10749: 0.00400588150580453
Position 633: 0.0036903666791273807
Position 11419: 0.003550446749820513
Position 11685: 0.0034092054354342566
Position 4744: 0.0032511013424730032
Position 3158: 0.0020566765250040427
Position 3783: 0.0019636399465511652
Position 4738: 0.0018679065797286383
Position 8237: 0.0015048065990339022
Position 1431: 0.0010742507259793755
Position 4477: 0.0008205530475908423
Position 1626: 0.00048603971779282454
Position 1386: 0.00030722228834086833
Position 1512: 0.00028620483449471587
Position 1589: 0.0002490215175265568
Position 5420: 0.0002231849577385109
Position 14675: 0.00020954764676480052
Position 6004: 0.00019201023082121246
Position 7875: 9.65531765821574e-05
Position 12896: 6.310867169516044e-05
Position 891: 7.4847009653865305e-06
Position 681: 4.6784832137328505e-06
Position 204: 3.6939007008917007e-06
Position 546: 3.158980207709023e-06
Position 872: 2.9849218576500677e-06
Position 25: 2.1514677221651656e-06
Position 496: 1.2230459232077077e-06
Position 136: 1.0865574670699237e-06
Position 443: 5.198481715255665e-07
Position 1187: 4.5787580755563493e-07
Position 1063: 4.0427376630396874e-07
Position 999: 3.8308227343955885e-07
Position 540: 3.0187192591056316e-07
Position 217: 2.7160347491849193e-08
Position 138: 2.265475565160957e-08
Position 214: 1.4081004288760137e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10709: 0.8240662709285734
Position 4695: 0.7163507025314879
Position 10553: 0.657540621476141
Position 9384: 0.6481644906837957
Position 12521: 0.5110763409437165
Position 16591: 0.24335166001749645
Position 15096: 0.20700812074218675
Position 22400: 0.1972771826142888
Position 10550: 0.1683848648540421
Position 12546: 0.15632469523405562
Position 10868: 0.08393793879584904
Position 9120: 0.08366475849851746
Position 21971: 0.08017608968394019
Position 14389: 0.079750163451232
Position 16933: 0.05563011179399376
Position 13013: 0.04721842159891304
Position 8715: 0.04351847365880839
Position 15950: 0.03707483115378124
Position 10720: 0.036781029775095286
Position 8655: 0.03412371369062086
Position 19251: 0.03105199423634202
Position 14891: 0.030291565181657612
Position 16532: 0.026388689732418154
Position 14089: 0.025749940390563327
Position 17422: 0.025506358674331524
Position 18363: 0.023096858192977462
Position 13128: 0.022670820803650262
Position 4676: 0.01953945635583775
Position 7870: 0.01873821048142494
Position 18131: 0.0177351213930612
Position 12424: 0.01733003155984752
Position 18012: 0.016460036880663255
Position 10725: 0.01562499911104499
Position 13095: 0.01544270516101091
Position 15296: 0.014935591298660865
Position 15068: 0.014386572367478812
Position 15039: 0.014250943994788521
Position 14850: 0.01409219760169893
Position 13167: 0.013204365788601593
Position 10746: 0.011120217887494642
Position 15021: 0.009559687864973524
