Gene = DARS2
index = 429
Annotated 5SS: [  854  2284  3897  6259  7128  8997 10017 12544 13757 15044 16471 20789
 25977 29065 29403 32239]
Annotated 3SS: [ 2183  3829  6156  7031  8872  9969 12436 13686 14863 16362 20725 25823
 28845 29291 32162 33014]
SMsplice 5SS: [  142  2284  5869  6259  7128  8997 12544 13757 15044 15318 16471 20789
 29065 29403 32354]
SMsplice 3SS: [ 2183  5751  6156  7031  8872 12436 13686 14863 15177 16362 20725 28971
 29291 32162 33014]
top_k =  500
Partition function (log Z): 1.4003237618912039

Sorted 5' Splice Sites (High to Low Probability):
Position 16471: 0.9999800079025686
Position 2284: 0.9728130303447117
Position 13757: 0.9157014881553491
Position 12544: 0.8685902446314013
Position 29065: 0.8505245352779653
Position 7128: 0.8410147325869691
Position 29403: 0.8182277462367367
Position 5869: 0.803533612999483
Position 32354: 0.7824146583634722
Position 8997: 0.7218409400962277
Position 20789: 0.7095088944407691
Position 15044: 0.6917752580192028
Position 27638: 0.6615140374271996
Position 6259: 0.5166989171781363
Position 10730: 0.5089976956556449
Position 13548: 0.4827004397287807
Position 142: 0.40323479731431255
Position 15318: 0.36634868022760686
Position 3951: 0.35494865324063596
Position 2006: 0.35332826802063255
Position 10017: 0.2906829802631613
Position 61: 0.267008717439169
Position 15446: 0.26527118960403606
Position 32881: 0.22154164346802704
Position 276: 0.1800888798548254
Position 3897: 0.13666420170097202
Position 30115: 0.12319143830741365
Position 6263: 0.08355011329102592
Position 27659: 0.07767261118219286
Position 6221: 0.07582995517532776
Position 10557: 0.07527384580010626
Position 25977: 0.06877164828561401
Position 854: 0.06869420481059842
Position 6898: 0.06656245040947777
Position 3154: 0.0425457867632091
Position 1377: 0.042117751779716835
Position 4356: 0.030725299747044143
Position 6111: 0.028826025920782723
Position 5130: 0.025024598113100212
Position 32239: 0.024023639110590023
Position 3573: 0.01943207083334339
Position 207: 0.018625994125330864
Position 318: 0.01721257212721769
Position 3670: 0.01714355280420029
Position 502: 0.016994494733749303
Position 32636: 0.014937691862312375
Position 6049: 0.014469636517468399
Position 14993: 0.012295790015853139
Position 2499: 0.011801703440238802
Position 9971: 0.010465575086615147
Position 2495: 0.008576191548937974
Position 93: 0.007683652643530213
Position 6296: 0.007616262262493054
Position 2912: 0.0075741111392021235
Position 14512: 0.006653369300512269
Position 4891: 0.005597185072396609
Position 6283: 0.003800140527450249
Position 90: 0.003723492953359459
Position 2861: 0.003695917800277614
Position 7045: 0.0031899721994409986
Position 1892: 0.0030222902323283427
Position 887: 0.002724962460467429
Position 13027: 0.002061290672152771
Position 729: 0.0020367107054477776
Position 1537: 0.0019438588229350835
Position 9066: 0.001776379897456586
Position 3311: 0.001455900746095385
Position 459: 0.001361943064266968
Position 1505: 0.0012078403178372125
Position 10171: 0.0011922378617143983
Position 419: 0.0008998424888001255
Position 2682: 0.0007363993722435724
Position 470: 0.0006401331269294288
Position 2603: 0.0005549583473129195
Position 375: 0.0004907481967045262
Position 1663: 0.0004637056122099321
Position 1246: 0.00034387478062592445
Position 1385: 0.0002598423723179819
Position 2526: 0.00015257488835912096
Position 6012: 0.00013926469429303352
Position 14047: 3.1699128157511265e-05
Position 2686: 2.7814115109833505e-05
Position 744: 2.419953949925619e-05
Position 464: 2.1520816308453752e-05
Position 2275: 1.818240616474815e-05
Position 38: 1.7252087539909336e-05
Position 749: 1.0575234941726567e-05
Position 14102: 9.615332762880597e-06
Position 685: 9.375595708419048e-06
Position 756: 9.178386869716844e-06
Position 388: 9.174757210389057e-06
Position 582: 8.580062694461778e-06
Position 618: 7.377249910816097e-06
Position 651: 5.822026434645033e-06
Position 14090: 4.845249087686711e-06
Position 366: 4.044975467035329e-06
Position 300: 3.873734660384194e-06
Position 424: 3.7970822891262994e-06
Position 2316: 3.5796696867147253e-06
Position 167: 2.9246246745608e-06
Position 347: 2.9025366307431603e-06
Position 695: 2.842402090190911e-06
Position 585: 2.7710003266609275e-06
Position 572: 1.2452646598941822e-06
Position 49: 9.353151451082024e-07
Position 716: 6.578104862622208e-07
Position 438: 5.915975351838349e-07
Position 126: 3.095061006219715e-08
Position 15: 2.5939475933060284e-08
Position 201: 2.5174253982126026e-08
Position 31: 1.989069893395451e-08
Position 199: 7.369263510883997e-11
Position 391: 1.90213529889438e-11
Position 435: 7.491770074324689e-12
Position 310: 3.240228551920442e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 16362: 0.9680834577717471
Position 33014: 0.9202111844364088
Position 7031: 0.8274948155110899
Position 12436: 0.8219093304792917
Position 2183: 0.7956512990737213
Position 5751: 0.787810149874486
Position 32162: 0.7671760581346212
Position 20725: 0.7073336546278287
Position 29291: 0.6979694983454255
Position 14863: 0.6670611495302049
Position 27537: 0.6281994451970715
Position 28845: 0.5651411927448524
Position 6156: 0.5283090415063048
Position 10646: 0.4959235011759925
Position 8872: 0.49417505056372824
Position 13686: 0.47775212652422616
Position 3829: 0.4700336685139988
Position 13294: 0.4630176009970886
Position 13650: 0.42010474098045575
Position 15177: 0.36749874827101786
Position 9969: 0.2958341953427654
Position 28971: 0.28710310404646755
Position 1839: 0.22788398540022656
Position 15356: 0.2257514397307775
Position 32747: 0.18759806699735765
Position 8896: 0.1862632235546394
Position 6131: 0.1561282241535151
Position 29224: 0.12129383334833799
Position 27332: 0.11598801726878437
Position 2158: 0.11201845837524764
Position 25823: 0.06923110202298137
Position 30036: 0.06884170954598155
Position 6730: 0.06584676322546863
Position 30001: 0.055170860206292846
Position 32297: 0.0480393165613284
Position 32626: 0.04526447581912682
Position 253: 0.04449534590958497
Position 10302: 0.04390942967700646
Position 8879: 0.04035406812425672
Position 32445: 0.037202043656096466
Position 12496: 0.03583015784777811
Position 3014: 0.03423320062557328
Position 14929: 0.03316818625873612
Position 5977: 0.031083203246642824
Position 15242: 0.03009982581281215
Position 2243: 0.028618323316504452
Position 1907: 0.026434892791471237
Position 4215: 0.024879218813439824
Position 3487: 0.02404065847185814
Position 16312: 0.023687017740696863
Position 2397: 0.01970685656486362
Position 13290: 0.019313143814970284
Position 5706: 0.01889648372724479
Position 818: 0.018375511225203006
Position 2768: 0.01721302587072219
Position 1899: 0.016219394345306906
Position 1794: 0.016012478683278205
Position 10460: 0.01566829983616601
Position 7044: 0.014741567301359226
Position 2190: 0.014080126418301373
Position 10298: 0.013307934073879743
Position 10650: 0.01307419447965232
Position 2118: 0.012438236747218848
Position 4995: 0.012403616676102194
Position 3853: 0.012047280167406688
Position 12313: 0.010850756304331688
