Gene = ZBTB40
index = 1590
Annotated 5SS: [  154  1096 38795 39683 49834 50591 54391 56287 56881 57383 59497 60284
 61280 65614 68425 69808 70613 72594]
Annotated 3SS: [  807 38028 39548 49640 50447 54197 56149 56678 57248 59327 59824 61072
 65448 68209 69644 70525 72366 74350]
SMsplice 5SS: [  154  1096  4790 17612 23963 37399 38795 39683 50591 54391 56287 56881
 57383 57639 61280 66016 68425 70613 71985 72594]
SMsplice 3SS: [ 1004  4713 17527 23871 37251 38674 39548 50489 54197 56149 56772 57248
 57520 61072 65851 68265 70499 71869 72366 74350]
top_k =  500
Partition function (log Z): -38.214913339132885

Sorted 5' Splice Sites (High to Low Probability):
Position 4790: 0.9764307786654828
Position 154: 0.9750847105751529
Position 1096: 0.6089982849021118
Position 17612: 0.305475053196381
Position 2043: 0.25125348168499095
Position 1644: 0.13101968357410793
Position 4556: 0.06820392700239294
Position 593: 0.030640231794217015
Position 214: 0.01671186726160687
Position 1041: 0.015255055179180113
Position 8376: 0.012564587654937813
Position 4582: 0.009295398783521279
Position 4357: 0.009174937618661056
Position 4961: 0.00849432036272175
Position 1105: 0.007304325111902965
Position 3317: 0.007210605580741583
Position 3989: 0.005203176175509881
Position 7193: 0.0034742389079315014
Position 143: 0.0034692456865451616
Position 2761: 0.00322169887757926
Position 2466: 0.003220314251426609
Position 3315: 0.0028731647017624035
Position 2054: 0.002591379473437634
Position 326: 0.002478172734473505
Position 11675: 0.0022007182871604533
Position 615: 0.0020001310729796645
Position 3725: 0.001968152601388824
Position 5795: 0.0013445686950506912
Position 5039: 0.0012566917477697785
Position 1734: 0.0011922536552230096
Position 1100: 0.0011028514802841078
Position 904: 0.001065994698455652
Position 878: 0.0010274088767927817
Position 882: 0.0009544996755089634
Position 5904: 0.0008801110901179094
Position 95: 0.0008554302254874909
Position 1636: 0.0006705334727440368
Position 5946: 0.0006625047446042961
Position 5479: 0.0005623847214303564
Position 690: 0.0003671836605288923
Position 570: 0.0002562897340957146
Position 498: 0.00025321896353120506
Position 1316: 0.00015275810000829238
Position 5806: 0.0001494212581483854
Position 732: 8.321175577330639e-05
Position 643: 5.19408616007185e-05
Position 893: 5.0765275337351754e-05
Position 937: 4.503851399092654e-05
Position 1863: 4.378006872007488e-05
Position 1484: 4.33290068375292e-05
Position 813: 1.925032290550008e-05
Position 735: 1.7450748830629683e-05
Position 628: 1.6916021336010885e-05
Position 684: 1.6387114847796682e-05
Position 797: 1.602722523580356e-05
Position 5227: 1.562558270803875e-05
Position 455: 1.1913545333497066e-05
Position 677: 1.152621944639709e-05
Position 4808: 9.105082139201282e-06
Position 42: 9.025025643152192e-06
Position 513: 8.094148195978339e-06
Position 656: 6.178516104291264e-06
Position 583: 4.109385559518754e-06
Position 99: 1.0925697798270577e-06
Position 232: 9.7427737841242e-07
Position 184: 6.366634952083546e-07
Position 353: 4.859958224684775e-07
Position 133: 1.5656951040535019e-07
Position 308: 8.790339629349686e-08
Position 234: 8.522561879480654e-08
Position 1010: 5.8853291792302537e-08
Position 1147: 1.5698798279000965e-08
Position 76: 1.1289521346887616e-08
Position 101: 1.1175800044334789e-08
Position 54: 6.268705898584976e-09
Position 93: 5.698160456513903e-09
Position 470: 3.934766273800343e-09
Position 576: 2.755834106468888e-09
Position 429: 1.353916875218209e-09
Position 116: 7.073352656104398e-10
Position 252: 1.4433087545749597e-10
Position 476: 5.7006044768433925e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4713: 0.8645324004715974
Position 17527: 0.4563026014565132
Position 1004: 0.4561620726213608
Position 19199: 0.3730558099614005
Position 1957: 0.18963708583997324
Position 807: 0.14514340441399162
Position 4392: 0.0777164369430012
Position 4690: 0.06904938548358523
Position 2008: 0.04800191369141002
Position 8908: 0.04409125306602531
Position 13182: 0.0422010939389305
Position 4719: 0.04100920040054519
Position 1538: 0.04053234531553487
Position 1510: 0.03817767765855287
Position 9126: 0.037868910506436655
Position 11588: 0.03759852923641318
Position 497: 0.03257204848685094
Position 6058: 0.029299976906620274
Position 11989: 0.02844656706751263
Position 1469: 0.02519774516708599
Position 7809: 0.020535120479597713
Position 5067: 0.0186438167679168
Position 16649: 0.018203970933922276
Position 5694: 0.017633455868626833
Position 8300: 0.017301356495530742
Position 4894: 0.015184582227438037
Position 15648: 0.014282938966817899
Position 5371: 0.013152164487054281
Position 983: 0.012876097448520933
Position 8078: 0.012231430366479779
Position 6448: 0.011271514575503462
Position 1421: 0.010955828797652873
Position 1829: 0.010799248179569555
Position 11130: 0.009813853590988374
Position 14539: 0.007435753522336135
Position 866: 0.006537526164544438
Position 10891: 0.006526913141512082
Position 3148: 0.006148475035532744
Position 4241: 0.006129301177300058
Position 3889: 0.00561010192305015
Position 1424: 0.0054393429783947365
Position 4932: 0.0054138807383211154
Position 1020: 0.005208455811992448
Position 13918: 0.004988350793543444
Position 9318: 0.004556110212062294
Position 9984: 0.004505892801704617
Position 10950: 0.004489662756264858
Position 8127: 0.004480563242829313
Position 840: 0.004384130896233363
Position 1565: 0.004198481331233106
Position 12960: 0.004032880725134476
Position 9270: 0.003985909659671789
Position 1363: 0.003811506863031018
Position 11465: 0.003796469436077079
Position 4860: 0.0037110348083799036
Position 6924: 0.003541571677079011
Position 12482: 0.0032851528318799095
Position 3179: 0.0032842789150362285
Position 6139: 0.0031888108731380257
Position 6272: 0.0031572051231515026
Position 8319: 0.0031454809670262056
Position 1733: 0.002992983505258522
Position 1962: 0.00263305415491869
Position 5289: 0.0026199458805029364
Position 7399: 0.002616023458366785
Position 1540: 0.0026089987686256
Position 8809: 0.0023130283482300034
Position 3600: 0.0021882059992940966
Position 6950: 0.002157955210874864
Position 6743: 0.00209999484242651
Position 4176: 0.0020985964531180417
Position 4622: 0.0020861185657863224
Position 9714: 0.0019768068003558543
Position 9633: 0.0017997167694356073
Position 4200: 0.001751633693189947
Position 583: 0.0016833273592135988
Position 11516: 0.001548678990453244
Position 7532: 0.0015074463972894409
Position 7272: 0.0014499671666438254
Position 11363: 0.0014475734574572895
Position 6499: 0.001447532467301877
Position 7461: 0.0013558963101613726
Position 6593: 0.001316818439045515
Position 1258: 0.001315841825068154
Position 2123: 0.0011640775526378464
Position 3230: 0.001151433530838101
Position 2652: 0.001139841503151422
Position 4580: 0.0011268386292996883
Position 10691: 0.0011106535254332029
Position 1040: 0.001096693348425886
Position 10363: 0.0010932361846572856
Position 4984: 0.0009998613598613372
Position 2283: 0.0009919677295982866
Position 2631: 0.0009716813542791461
Position 3874: 0.0009073702295019933
Position 5717: 0.0007988940984559958
Position 9595: 0.0007544770904305409
Position 241: 0.0007476814912291224
Position 5980: 0.0007204522484883449
Position 7504: 0.0006909685603488072
Position 7672: 0.0006844213214100233
Position 7933: 0.0006840164241328682
Position 320: 0.0006632892122471199
Position 9052: 0.0006520669120831083
Position 2286: 0.0006398300497911457
Position 1064: 0.0006262003873511685
Position 8876: 0.0006044769121750153
Position 5666: 0.0006043744992318304
Position 5025: 0.000562524188159262
Position 1304: 0.0005591593957905535
Position 5498: 0.0005375024806526963
Position 6570: 0.0005326942525351404
Position 7243: 0.0005217366569729531
Position 4173: 0.000501287316818919
Position 2568: 0.0004626891306855459
Position 2312: 0.0004221901225502126
Position 1831: 0.00040349127936108647
Position 7979: 0.00039145287724230406
Position 5988: 0.00037537668855158935
Position 2656: 0.00035910788031536786
Position 718: 0.0003522879962417318
Position 1162: 0.0003355739690354816
Position 944: 0.0003266580332217023
Position 356: 0.000319414265774756
Position 2355: 0.0003141955445524623
Position 2648: 0.00028790764502613174
Position 5540: 0.00027917285332584483
Position 7357: 0.00025444666423169403
Position 391: 0.00021757713413308343
Position 462: 0.00012992035148561376
Position 985: 0.00011283861219943181
Position 1024: 6.021615340151746e-05
Position 3907: 4.341271966886631e-05
Position 1521: 4.23924866725137e-05
Position 853: 3.910498923967684e-05
Position 1437: 2.516424313112086e-05
Position 1669: 1.9744066525566146e-05
Position 643: 1.802591205152418e-05
Position 893: 1.744041195409024e-05
Position 229: 1.7195288764135122e-05
Position 628: 1.4865750859597049e-05
Position 902: 1.2751337562417848e-05
Position 720: 1.0990135475033015e-05
Position 777: 1.07104332371088e-05
Position 813: 6.431762228825449e-06
Position 517: 6.363843420463903e-06
Position 1171: 6.056802951201607e-06
Position 1448: 4.390923137522586e-06
Position 1643: 3.9364266664104096e-06
Position 1343: 3.100581767933592e-06
Position 399: 2.894358617996701e-06
Position 1178: 2.8241575060304197e-06
Position 937: 1.880369353285253e-06
Position 1803: 1.8637817720912038e-06
Position 725: 1.5110692638740567e-06
Position 843: 9.299201568572794e-07
Position 202: 8.709206558785603e-07
Position 927: 8.280234757570094e-07
Position 904: 7.192704054406168e-07
Position 929: 6.812781681771782e-07
Position 2143: 6.351747530137651e-07
Position 1207: 4.999452219746286e-07
Position 1126: 4.3071356953492587e-07
Position 2500: 2.5631338937922174e-07
Position 2379: 2.3731277247946337e-07
Position 2448: 2.1505073226775e-07
Position 656: 1.0295671679280869e-07
Position 1800: 8.730817319441939e-08
Position 597: 2.615885288923804e-08
Position 604: 1.842657495041404e-08
Position 781: 7.2392710504125355e-09
Position 372: 3.924591015240638e-09
Position 727: 3.5528643797488536e-09
Position 365: 1.5171993389786464e-12
Position 189: 4.605325719481062e-13
Position 153: 3.98216467574246e-13
Position 125: 3.702292145377766e-13
Position 370: 2.361024164700075e-13
Position 163: 1.7840069123245059e-13
Position 133: 2.9159006812441825e-15
