Gene = HDAC11
index = 641
Annotated 5SS: [  185  1230  3400 16688 18391 20625 21769 22816 24108]
Annotated 3SS: [ 1080  3298 16570 18347 20547 21705 22718 23928 24302]
SMsplice 5SS: [  185  1230  3400 15831 16688 18391 20625 21769 22816 24108 24383]
SMsplice 3SS: [ 1080  3298 15603 16570 18347 20547 21674 22718 23928 24302 25884]
top_k =  500
Partition function (log Z): 18.32994450117242

Sorted 5' Splice Sites (High to Low Probability):
Position 3400: 0.99972071793855
Position 1230: 0.9878213056527827
Position 22816: 0.978117494021252
Position 16688: 0.963780839895757
Position 20625: 0.9450414741644658
Position 24108: 0.938390582150239
Position 21769: 0.9157170021649131
Position 185: 0.9115170535189596
Position 18391: 0.9069519489254348
Position 24383: 0.8053382242539018
Position 15831: 0.5152145356266497
Position 13404: 0.41922935287191454
Position 13762: 0.2895696932510802
Position 25046: 0.25628010145144636
Position 1489: 0.2161007909615048
Position 25118: 0.15335675708491864
Position 19776: 0.12881775907765144
Position 996: 0.11881733466996468
Position 21065: 0.1089727905868921
Position 20318: 0.09827889861825354
Position 23341: 0.09639259081252907
Position 25070: 0.0872030761882051
Position 22647: 0.07777482324356723
Position 25772: 0.060567606641849285
Position 22651: 0.05844441988658375
Position 1000: 0.05481657216573552
Position 24369: 0.05125414065814207
Position 282: 0.04495886883924184
Position 1518: 0.03846615900002755
Position 2047: 0.03824706900357902
Position 20641: 0.03702190548995286
Position 7373: 0.033904735282836565
Position 24171: 0.03284933717061531
Position 18387: 0.02773988174045133
Position 22054: 0.022314966152633012
Position 18191: 0.019955658737574388
Position 24611: 0.01967194759481363
Position 1564: 0.01911697389727499
Position 15997: 0.01908870211918388
Position 22845: 0.018759088404013507
Position 855: 0.01853575351012012
Position 19772: 0.016459085040541825
Position 25339: 0.014769923320552955
Position 16646: 0.014385685429124394
Position 23514: 0.014250070197345859
Position 24042: 0.01248877360425831
Position 16692: 0.01052522153129408
Position 24339: 0.010355631951610019
Position 20259: 0.010275781728643659
Position 559: 0.009939639389441424
Position 2073: 0.008587148181052263
Position 25198: 0.007771599916244971
Position 1677: 0.0075896223805489525
Position 1734: 0.00710735447440647
Position 19674: 0.006999544428723734
Position 24881: 0.006602628229105188
Position 20046: 0.006556903821904276
Position 887: 0.0064364413001555135
Position 19680: 0.006370011974859071
Position 25158: 0.006082036790479431
Position 25468: 0.005888300113938301
Position 25635: 0.005817603741777203
