Gene = ERCC8
index = 504
Annotated 5SS: [  120 16188 22998 26787 40260 41404 42610 45425 46776 54163 57612]
Annotated 3SS: [16091 22895 26662 40177 41334 42542 45323 46650 53964 57530 70367]
SMsplice 5SS: [  120 16188 22998 26787 41485 42610 45425 46776 51508 54163 54799 57612]
SMsplice 3SS: [16091 22895 26662 41334 42505 45323 46650 51407 53964 54649 57530 70367]
top_k =  500
Partition function (log Z): -27.326815177957666

Sorted 5' Splice Sites (High to Low Probability):
Position 16188: 0.9998370339912186
Position 26787: 0.9676878306776937
Position 120: 0.8665389578284001
Position 7309: 0.7289926397877831
Position 5772: 0.6153761484287287
Position 6190: 0.5075785641093059
Position 20761: 0.3439706920535454
Position 2249: 0.2708167468782818
Position 6940: 0.233536862847132
Position 668: 0.2301657597646751
Position 12945: 0.20706186089700007
Position 29866: 0.17282606737580092
Position 5911: 0.11759532906011996
Position 6185: 0.0989364523019867
Position 5980: 0.09677820933700688
Position 176: 0.09466115998477583
Position 21004: 0.07087064618688256
Position 5790: 0.03342826686405339
Position 13494: 0.031615511379304025
Position 11193: 0.029751368077101745
Position 3599: 0.02858089391178674
Position 1716: 0.0185267519028398
Position 9355: 0.016228794496923958
Position 3744: 0.009187155757526854
Position 5116: 0.009172059112136257
Position 578: 0.008833108415636712
Position 2838: 0.007898966014663547
Position 284: 0.004713473933308129
Position 1686: 0.00396509532789599
Position 5778: 0.003035422071178912
Position 6337: 0.0016317371918487277
Position 16986: 0.0015437436140843931
Position 742: 0.0010155605964365722
Position 649: 0.0007470796059940763
Position 954: 0.0006351238057837564
Position 17056: 0.0006055689205692679
Position 1672: 0.00047499545266525004
Position 17485: 0.00046865176621156744
Position 363: 0.0003385353233330376
Position 1591: 0.0003337875080075724
Position 16726: 0.0003290560106566487
Position 74: 0.0002916552186082701
Position 1575: 0.0002882729518615855
Position 2041: 0.0002351963315744135
Position 17620: 0.00023134013426541174
Position 1618: 0.0001821097949602484
Position 19799: 9.761646905921814e-05
Position 154: 8.763578341816169e-05
Position 3360: 8.456271644161625e-05
Position 28: 7.929604102263972e-05
Position 3468: 3.6924451365611195e-05
Position 314: 3.345042493178555e-05
Position 3462: 2.62518567587818e-05
Position 2169: 1.5414429399579016e-05
Position 30: 1.284853912206821e-05
Position 3300: 1.0362286766478253e-05
Position 2703: 7.84478882605096e-06
Position 334: 5.90710614814266e-06
Position 884: 5.528220012503819e-06
Position 950: 4.143777534569704e-06
Position 737: 3.1265665950868737e-06
Position 247: 2.9406475644830667e-06
Position 108: 1.5604248375728216e-06
Position 51: 7.979800325386791e-07
Position 603: 7.92794366958585e-07
Position 57: 5.314518295954908e-07
Position 249: 4.201747338833617e-07
Position 549: 3.699802993965598e-07
Position 323: 3.6941958784186977e-07
Position 345: 5.493037052902011e-08
Position 405: 3.714132377985958e-08
Position 200: 3.52344298830197e-08
Position 16: 6.720076948315636e-10
Position 400: 6.621753095686832e-10
Position 11: 3.3029007059969597e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 16091: 0.9999782128017284
Position 26662: 0.9787303512700234
Position 5669: 0.7610407472429898
Position 6114: 0.5821292409962711
Position 7161: 0.41915957517651103
Position 32930: 0.37817829681428206
Position 20539: 0.28633946235349705
Position 7210: 0.2859181849838076
Position 28128: 0.2694014484134654
Position 6819: 0.25745573432108415
Position 2138: 0.24172683555290503
Position 12861: 0.20706360959811207
Position 29764: 0.16994442688111344
Position 423: 0.1647296602903558
Position 5849: 0.11255669044223766
Position 20892: 0.07164318080474091
Position 27800: 0.067218027583555
Position 20514: 0.05793683983031649
Position 30454: 0.05522840860582924
Position 27612: 0.05255450402200248
Position 30878: 0.04376911096874966
Position 29611: 0.03297861642753781
Position 13331: 0.03161790176453049
Position 11018: 0.029751368077101745
Position 470: 0.025472147388865076
Position 1514: 0.019566917741712493
Position 2141: 0.01865236896912068
Position 5868: 0.018634337488798884
Position 9268: 0.01441040837436202
Position 29160: 0.01404483629086688
Position 3580: 0.012853929454321974
Position 26888: 0.012524616894782797
Position 28913: 0.011740828494724494
Position 28526: 0.011102791369697666
Position 28405: 0.010869538629718341
Position 27343: 0.0102322664512222
Position 3359: 0.008386735573308591
Position 3441: 0.00661632745547934
Position 496: 0.005907467721558102
Position 27635: 0.0057797534050227925
Position 3493: 0.005645244857213218
Position 483: 0.0049394170294445065
Position 4809: 0.0049203847424282715
Position 17271: 0.0047523350885772695
Position 2744: 0.004588040658211388
Position 4843: 0.004251712069103082
Position 1947: 0.0037709257068426587
Position 362: 0.0036217738232197302
Position 2121: 0.003458721507733418
Position 21492: 0.0029596295563802384
Position 25566: 0.0028796658998228013
Position 16812: 0.002809626805581425
Position 1537: 0.0023278620975177217
Position 2173: 0.001955362183935835
Position 3462: 0.0018575609997865832
Position 9323: 0.0018183861225619386
Position 17163: 0.0016948266943806788
