Gene = GUCA2A
index = 632
Annotated 5SS: [  81 1316]
Annotated 3SS: [1107 1747]
SMsplice 5SS: [81]
SMsplice 3SS: [1107]
top_k =  500
Partition function (log Z): -8.508056853438855

Sorted 5' Splice Sites (High to Low Probability):
Position 81: 0.9565052958913361
Position 1316: 0.3480566698498686
Position 1013: 0.0490469887678881
Position 565: 0.04346136436173549
Position 135: 0.013535403053529618
Position 181: 0.006969814988019703
Position 444: 0.0031717944729284975
Position 551: 0.0027648812077643134
Position 1214: 0.0014954848363711332
Position 1457: 0.0013571588729753723
Position 1180: 0.0013373765996473716
Position 518: 0.001193176661717961
Position 1348: 0.0007668480379341622
Position 1134: 0.0007114761428500236
Position 1343: 0.0006751411665548095
Position 1504: 0.0005175179494467275
Position 1619: 0.00047749595361250237
Position 1461: 0.00018173803276398852
Position 1623: 0.00012510773346917752
Position 778: 0.00010121203364005925
Position 1396: 0.00010014857026537654
Position 183: 6.870831030217087e-05
Position 784: 6.314941216424161e-05
Position 939: 5.7147143160630425e-05
Position 1799: 4.048529517683957e-05
Position 706: 3.1183805914793745e-05
Position 1138: 1.4498386032198479e-05
Position 449: 1.415073529418592e-05
Position 85: 1.3403808413673033e-05
Position 90: 9.978383442818002e-06
Position 332: 9.032268277138073e-06
Position 153: 8.794243137414023e-06
Position 140: 7.632184322783323e-06
Position 522: 5.9333594712240934e-06
Position 901: 5.895684138124822e-06
Position 185: 5.759555321229117e-06
Position 315: 2.7373931931945533e-06
Position 334: 2.1388500691683046e-06
Position 224: 2.111121499549352e-06
Position 841: 1.9923559796690568e-06
Position 975: 1.9552695202740195e-06
Position 480: 1.9198635706951725e-06
Position 276: 2.494754041175938e-07
Position 32: 1.4102669516932944e-07
Position 75: 1.3366135709490262e-07
Position 69: 1.285936682144442e-07
Position 341: 6.256607525784875e-08
Position 127: 4.5174176799093895e-08
Position 369: 1.673950223107512e-08
Position 965: 1.1210168881377453e-08
Position 406: 4.945881891677071e-09
Position 473: 3.331974257718851e-09
Position 92: 9.37685408509671e-10
Position 187: 5.759508811235424e-10
Position 909: 3.803157462541849e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1107: 0.6144927854639065
Position 1870: 0.2149463314968461
Position 1846: 0.1762949006477394
Position 1241: 0.06064779703867657
Position 965: 0.046854841260928114
Position 193: 0.03548084434323392
Position 1747: 0.03479452526748902
Position 1903: 0.03236944475648431
Position 359: 0.03128972603553401
Position 518: 0.024580251783019428
Position 1900: 0.016543448779187755
Position 831: 0.01588792563048828
Position 891: 0.012857071690636199
Position 1849: 0.012504642432018384
Position 1134: 0.01140870653517786
Position 2005: 0.010786521571214057
Position 1923: 0.007123754316031506
Position 1536: 0.006981265116272959
Position 1138: 0.006963297318478589
Position 907: 0.006332959106195277
Position 419: 0.0060605950799298355
Position 560: 0.005741240979096093
Position 1261: 0.004863202077423925
Position 455: 0.004063418751473411
Position 1258: 0.003761898305453153
Position 1874: 0.0028840575396261964
Position 809: 0.0028755997833329193
Position 1438: 0.00265491783875517
Position 728: 0.0025990163055681715
Position 528: 0.002383232615777487
Position 504: 0.0023078738759436026
Position 1489: 0.001671055214754168
Position 680: 0.0015179293355921605
Position 1812: 0.0014479280566611122
Position 213: 0.0011125605948815896
Position 210: 0.0008299634736234888
Position 636: 0.0006049558236674326
Position 595: 0.0005694380814175115
Position 1408: 0.0005059866330056701
Position 1193: 0.000504071317335372
Position 1749: 0.00042958704076064035
Position 550: 0.0003446792563610105
Position 261: 0.0003430816274778801
Position 392: 0.00033124705222954595
Position 640: 0.00032198879666569754
Position 1695: 0.0002624855391908863
Position 1614: 0.00026015488280726866
Position 852: 0.00021958822107375666
Position 577: 0.00021620175927241963
Position 485: 0.00020071496944335868
Position 1412: 0.00017542936810055118
Position 1675: 0.00017382854032455626
Position 1727: 0.0001541151579214686
Position 1281: 0.00014570000223099712
Position 2017: 0.000126169759737719
Position 732: 0.0001031940106247919
Position 179: 8.350654768705224e-05
Position 224: 7.969563887867729e-05
Position 909: 7.814995728497003e-05
Position 1583: 7.588440694879842e-05
Position 1042: 6.531218921447745e-05
Position 443: 6.276283962592935e-05
Position 1687: 6.156303841438663e-05
Position 480: 5.970465216636293e-05
Position 1517: 5.2646598508164785e-05
Position 1419: 4.877878142459247e-05
Position 1170: 4.3946045635339124e-05
Position 687: 4.0629821888906264e-05
Position 264: 4.004298093350017e-05
Position 1056: 3.6573355979832875e-05
Position 1375: 3.6388898099793764e-05
Position 1161: 3.054046800820902e-05
Position 268: 2.201511855079095e-05
Position 1936: 1.9864248914298053e-05
Position 151: 1.808844719610914e-05
Position 396: 1.1936357103949735e-05
Position 931: 1.014920318931864e-05
Position 935: 8.801587681179554e-06
Position 1178: 8.393756873503976e-06
Position 421: 4.209109958808057e-06
Position 307: 3.1833894429580645e-06
Position 916: 2.8365172162742753e-06
Position 706: 2.371945210779031e-06
Position 1143: 2.2737611678021377e-06
Position 332: 1.3415909298684085e-06
Position 406: 1.0085214475595937e-06
Position 229: 6.976909372049383e-07
Position 488: 4.6571241269760024e-08
Position 153: 3.250506798184229e-09
Position 288: 2.236580721843569e-09
Position 149: 1.5201766260110202e-09
Position 315: 6.80542135471755e-10
Position 286: 6.055531663993839e-10
Position 276: 5.606434984946665e-10
Position 281: 6.884677652780403e-11
Position 127: 9.14374739165955e-12
Position 109: 3.2840671365732804e-12
Position 134: 1.4402350094111495e-12
