Gene = STK31
index = 1348
Annotated 5SS: [   169   1979   2120   7413  17149  19083  25730  26912  42666  44308
  52757  59008  59590  60958  62112  71354  73497  75437  76467  76758
  77963  80780 105046]
Annotated 3SS: [  1931   2066   7313  17073  18923  25370  26736  42549  44147  52633
  58827  59472  60837  61979  71251  73415  75310  76340  76670  77812
  80656 104976 121968]
SMsplice 5SS: [    70   7413  17149  18811  19083  21604  26912  42666  44308  45030
  52757  62112  75398  76467  76758  80780  90875 100131]
SMsplice 3SS: [  7313  17073  18544  18923  21440  26768  42549  44147  44888  52633
  61979  75310  76340  76670  80656  90795 100043 121968]
top_k =  500
Partition function (log Z): -59.6927395458405

Sorted 5' Splice Sites (High to Low Probability):
Position 70: 0.7045220573313891
Position 7413: 0.5346058751403014
Position 2120: 0.46522012878178476
Position 1979: 0.18600261361889284
Position 6209: 0.1593559430369968
Position 576: 0.15874175877815982
Position 169: 0.1569593456196505
Position 5672: 0.10764629468877282
Position 188: 0.03834742664823132
Position 4279: 0.03288555813169554
Position 17163: 0.02263856081386976
Position 3561: 0.01397629852542222
Position 117: 0.0135882386941176
Position 8361: 0.012344574162656403
Position 572: 0.00986634284366086
Position 7736: 0.007342356829527361
Position 1651: 0.005148555596008646
Position 2797: 0.0037207241019796447
Position 1147: 0.0030368486094866564
Position 2671: 0.0024333178834182343
Position 3200: 0.0018355052618052017
Position 121: 0.0016447049125309897
Position 164: 0.0015493224746681701
Position 3807: 0.0014717448519363818
Position 1920: 0.001327829922493475
Position 2607: 0.0011631371316562131
Position 2802: 0.001079292121487651
Position 5535: 0.0009085316399566618
Position 5268: 0.000769520477694561
Position 3105: 0.0006005445951508282
Position 4334: 0.0005769633212206726
Position 3837: 0.000528635721244341
Position 4894: 0.000358789089457571
Position 1169: 0.0003569791128285688
Position 871: 0.00031779147384994127
Position 678: 0.0002610689604754711
Position 3552: 0.00022956292424592203
Position 84: 0.0002277201824909803
Position 3664: 0.00021071721985754512
Position 2007: 0.00018817698048256872
Position 3646: 0.00013715630242777725
Position 3212: 0.00012621009230037348
Position 125: 0.00011745437158060146
Position 1057: 0.00011260346736913759
Position 2810: 8.94976644905624e-05
Position 1041: 5.617710604529905e-05
Position 162: 4.4732387639446134e-05
Position 403: 4.0393233450486946e-05
Position 112: 8.142820345483219e-06
Position 132: 8.093659239709295e-06
Position 173: 6.4141954051266235e-06
Position 86: 4.857849994348708e-06
Position 192: 1.6022456239498402e-06
Position 243: 1.6007146461860935e-06
Position 41: 1.3438504679198244e-06
Position 176: 1.305860037710513e-06
Position 497: 5.009112671329149e-07
Position 200: 2.8922033302810787e-07
Position 275: 2.3688470455303753e-07
Position 482: 1.9864643685056149e-07
Position 314: 9.244731816063425e-08
Position 39: 8.788434300772349e-08
Position 608: 1.8288478742455657e-08
Position 456: 1.0745586739670717e-08
Position 445: 6.525771530267623e-09
Position 657: 4.216816431798132e-09
Position 495: 3.1822441883925273e-09
Position 55: 2.7582588472779463e-09
Position 24: 1.302155437039004e-10
Position 185: 1.875740849399395e-11
Position 197: 9.854107872720745e-12
Position 224: 5.578410517209671e-12
Position 179: 1.6548435945152336e-12
Position 236: 2.0116554883833298e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 17073: 0.9139451196850922
Position 7313: 0.5351700986725194
Position 2066: 0.43788127156052453
Position 5533: 0.1267740670567062
Position 1919: 0.12068421744937748
Position 6101: 0.11214928237601007
Position 18437: 0.054185410029485306
Position 5927: 0.04908705618721964
Position 293: 0.043581415224943965
Position 1939: 0.0370663020791366
Position 1836: 0.024369021414541347
Position 4099: 0.021325322815848986
Position 1931: 0.020592599543356238
Position 8303: 0.013363327420190845
Position 309: 0.011293226861915211
Position 1809: 0.011027308164077465
Position 456: 0.010933851885166287
Position 4143: 0.010349166488275687
Position 3434: 0.009371187904049793
Position 568: 0.00906365668539568
Position 3548: 0.006759019235872973
Position 12116: 0.00605101307924992
Position 12403: 0.00395819463868658
Position 7595: 0.003755849528961622
Position 2551: 0.0037554834251961955
Position 7637: 0.003636446995427062
Position 397: 0.0036239913221767085
Position 14547: 0.003204580227381607
Position 2691: 0.003170827956683674
Position 346: 0.0025715431813507273
Position 4167: 0.002114685676063456
Position 528: 0.0019036790513405064
Position 1464: 0.0017029186996711104
Position 8605: 0.0016647328553713037
Position 14594: 0.0016310276955166481
Position 8966: 0.0015303345958311994
Position 480: 0.0014867479096072915
Position 8941: 0.0013315194514592153
