Gene = RABL3
index = 1110
Annotated 5SS: [   76 11842 32758 36538 44115 48385 52089]
Annotated 3SS: [11749 32627 36422 43963 48312 52049 52648]
SMsplice 5SS: [   76 11126 11842 24006 29996 32758 36538 44115 48385 48812 49046]
SMsplice 3SS: [11021 11749 23907 29819 32627 36422 43963 48312 48676 48903 52648]
top_k =  500
Partition function (log Z): -23.668476731108907

Sorted 5' Splice Sites (High to Low Probability):
Position 11842: 0.9875239306746599
Position 76: 0.9413618697076794
Position 11126: 0.6898870954380015
Position 19223: 0.42773960074971384
Position 23039: 0.1056607774358842
Position 8106: 0.06218227742405702
Position 54: 0.05723372328105354
Position 4011: 0.04623277291081229
Position 12496: 0.03870873329422648
Position 13236: 0.036838432423318135
Position 779: 0.03145047304049139
Position 3633: 0.029350903824023562
Position 8408: 0.023847892048771455
Position 4876: 0.023466365885993556
Position 1771: 0.019525410810303963
Position 3988: 0.018689585330203658
Position 1802: 0.01766926811589912
Position 23208: 0.013851648880822012
Position 11977: 0.01089504623411627
Position 6006: 0.010721882747645278
Position 9747: 0.009859054760433077
Position 2507: 0.009819290349606907
Position 12403: 0.009159032985645105
Position 8366: 0.008700194101063116
Position 11628: 0.007197562026664441
Position 8606: 0.006396597568015024
Position 14254: 0.006325542212018781
Position 1297: 0.004866718037693157
Position 15339: 0.0041078266928900025
Position 14722: 0.0022789773285556854
Position 1723: 0.0020557684758727266
Position 11291: 0.0019641931613985633
Position 15359: 0.0018606688843817722
Position 11424: 0.001760733851407104
Position 13049: 0.0015202066737056263
Position 15138: 0.0007560363418743865
Position 267: 0.0005560608349604324
Position 15040: 0.0004969537215479778
Position 11836: 0.0004969400457955466
Position 8612: 0.00048545041875846346
Position 12524: 0.0003673400926548784
Position 1441: 0.00023458563733639058
Position 13267: 0.00020526532063636253
Position 48: 0.0001543506591613329
Position 676: 0.00012462823434287423
Position 1095: 9.333092692679768e-05
Position 2162: 7.853651201787904e-05
Position 316: 6.344999342850399e-05
Position 3016: 3.848225459775297e-05
Position 1354: 3.741271241455008e-05
Position 126: 3.6579173465562806e-05
Position 1063: 3.203987904032396e-05
Position 15166: 3.139490761314654e-05
Position 343: 2.7076129070204434e-05
Position 600: 1.340046503785722e-05
Position 528: 1.3298155102143935e-05
Position 12811: 1.0877902419688407e-05
Position 992: 8.016393377104587e-06
Position 287: 7.761371469752198e-06
Position 12791: 7.080210010377134e-06
Position 1631: 6.099334098304656e-06
Position 1680: 4.261389500013541e-06
Position 1152: 4.0429675311218585e-06
Position 2243: 3.5091904444250033e-06
Position 1555: 2.952844178786743e-06
Position 273: 2.732624220401564e-06
Position 1318: 2.510730916628033e-06
Position 1688: 2.411950465571455e-06
Position 1384: 2.3134423755408206e-06
Position 585: 1.932921906714473e-06
Position 2200: 1.783836301073152e-06
Position 419: 1.7290779609392488e-06
Position 505: 1.2656273653760662e-06
Position 650: 9.28570143882187e-07
Position 60: 8.958875968693977e-07
Position 427: 8.450488549806177e-07
Position 582: 7.335021392454653e-07
Position 1445: 6.756177817550716e-07
Position 1479: 6.754374593665921e-07
Position 760: 6.170366358696741e-07
Position 398: 5.362306824142126e-07
Position 491: 4.813368933164474e-07
Position 1436: 4.790669134407653e-07
Position 233: 2.8619908044140116e-07
Position 393: 2.838833241498021e-07
Position 62: 2.7040018275476915e-07
Position 244: 2.6681698120474423e-07
Position 1310: 2.2453856420692044e-07
Position 1135: 1.9320098403530278e-07
Position 477: 1.3146927974581786e-07
Position 348: 8.425377597660499e-08
Position 231: 7.46778793948117e-08
Position 341: 6.130634898132467e-08
Position 12271: 1.497288433940914e-08
Position 11876: 1.2635555103943053e-08
Position 118: 2.2831504024238284e-10
Position 184: 1.6766409364718608e-10
Position 431: 9.885207349168982e-11
Position 405: 9.257440364627511e-11
Position 4: 4.538403347177174e-11
Position 35: 1.1633977541538966e-12
Position 22: 1.3474271906990384e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 11749: 0.8998095698112866
Position 11021: 0.689887095438004
Position 23125: 0.3094169502749184
Position 19060: 0.17473006636490834
Position 19136: 0.15546026917409772
Position 23979: 0.1439583448850198
Position 22911: 0.1056607774358842
Position 8054: 0.09306507511780417
Position 11701: 0.09051908970903913
Position 15019: 0.06136528430392036
Position 19016: 0.06062308674866855
Position 23907: 0.055539454154776485
Position 20224: 0.050913287789770556
Position 18916: 0.04633529605267749
Position 19481: 0.042093913500955295
Position 22393: 0.04161295611053515
Position 15249: 0.031170708370748028
Position 3467: 0.029322170073330153
Position 575: 0.02917034337218734
Position 12675: 0.02826565691305707
Position 3914: 0.027790749319107223
Position 22147: 0.023878917360574625
Position 1542: 0.023745742487216868
Position 12303: 0.021357994002802395
Position 3869: 0.019674766966810742
Position 19343: 0.01880022009180052
Position 16746: 0.01806691564287388
Position 21819: 0.016837166394301523
Position 13125: 0.01675408728252259
Position 12610: 0.01573855726004985
Position 21538: 0.014915144036079488
Position 22408: 0.014861794402597675
Position 1685: 0.014310274859338279
Position 12263: 0.014151572649860675
Position 12903: 0.01325572497937709
Position 4732: 0.012988466974249815
Position 17521: 0.011629767870780263
Position 13169: 0.011602013906192536
Position 14070: 0.01139966843104785
Position 11230: 0.011044164987547563
Position 9662: 0.00985905476043308
Position 21260: 0.009676703998596641
Position 2382: 0.009571600610803834
Position 3850: 0.009469364786661494
Position 12446: 0.009067351050686383
Position 5812: 0.008986386325536035
Position 23091: 0.008171766249505883
Position 4692: 0.008028657545939583
Position 15796: 0.007400772943847453
Position 8462: 0.006882047986773484
Position 13144: 0.006261001585407802
Position 11729: 0.0059223238525025505
Position 15665: 0.005240680447638263
Position 18037: 0.005182454733321169
Position 12329: 0.004866144189398141
Position 19758: 0.004733549688951839
Position 19715: 0.004348638835468091
Position 1208: 0.004126778023472156
Position 19649: 0.004122489282786853
Position 18388: 0.0036273893047975144
Position 15459: 0.002997921113409098
Position 17860: 0.0029774705132290806
Position 14462: 0.002798745083129608
Position 3940: 0.0027928498234266862
Position 14985: 0.002740548695027595
Position 13977: 0.002688686457130846
Position 16851: 0.0026704253476465115
Position 14601: 0.0023392279833132088
Position 12811: 0.002275070689570087
Position 13043: 0.001991836968432658
Position 3808: 0.0019516423373694093
Position 11917: 0.0019453844295212034
Position 11770: 0.0018005658281388805
Position 16080: 0.0017536709878082641
Position 3899: 0.0017225763412842656
Position 7865: 0.00168715040449016
Position 18807: 0.0016452890690714273
Position 4773: 0.001536387554045872
Position 12377: 0.001514136010092297
Position 13048: 0.001445541955502748
Position 1596: 0.0012382885275271506
Position 11863: 0.0011146313404864824
Position 15546: 0.0010539932456792513
Position 12382: 0.000995198712618188
Position 4630: 0.0009128538117582995
Position 14923: 0.0008915071893507063
Position 18334: 0.0008854905218858189
Position 5826: 0.0008334765367765881
Position 3777: 0.0008323070490211008
Position 17632: 0.0008077994082570699
Position 5778: 0.0007996502459286724
Position 14395: 0.0007842493061055488
Position 14997: 0.0007398722858245895
Position 15285: 0.0006849207247903128
Position 16270: 0.0006578143873849575
Position 3928: 0.0006254881474044774
Position 466: 0.0006140309818938378
Position 14819: 0.000604977453091317
Position 14015: 0.0005902406183351085
Position 16698: 0.0005704829650729514
Position 12641: 0.0005487350007306671
Position 756: 0.00048607482190712317
Position 13548: 0.0004813054207694044
Position 1026: 0.00039361178246521646
Position 417: 0.0003892192412848264
Position 15685: 0.00037816065936770524
Position 15213: 0.0003475575860967437
Position 15410: 0.00034618655573611084
Position 13663: 0.0003350240103330409
Position 15039: 0.0002838336650846055
Position 15141: 0.0002792553269902516
Position 1234: 0.00027922907836848795
Position 11976: 0.00027632915747511814
Position 14160: 0.0002671579697282948
Position 867: 0.00024565302838450154
Position 2416: 0.0002442186293471026
Position 554: 0.0002231352205194394
Position 12091: 0.00018388907363653238
Position 13999: 0.00017654215190701528
Position 13380: 0.00017442326682369074
Position 1296: 0.00017440482403063322
Position 12738: 0.00017054028432549815
Position 14845: 0.00016655322704401087
Position 14253: 0.00016266247628163907
Position 13853: 0.00015193301780626288
Position 12270: 0.00014556976545527888
Position 13709: 0.00011196526238983199
Position 5649: 0.00010236963940398269
Position 11930: 9.216117683210869e-05
Position 12866: 8.756825183748633e-05
Position 12916: 8.063009464562859e-05
Position 3667: 6.261346993061041e-05
Position 141: 5.0539169344681194e-05
Position 2100: 4.515928251439986e-05
Position 184: 4.34135259747744e-05
Position 12191: 3.8666425148880347e-05
Position 12460: 3.581362997931235e-05
Position 2968: 3.417452511784938e-05
Position 3418: 3.278742576783233e-05
Position 217: 3.183196962770048e-05
Position 935: 1.7601063753470032e-05
Position 1801: 1.6520957836356936e-05
Position 194: 1.493936077029451e-05
Position 424: 1.3569345851835611e-05
Position 650: 1.3308647404492053e-05
Position 2384: 1.3145604648400927e-05
Position 982: 1.05056740017473e-05
Position 629: 1.0263546091553355e-05
Position 664: 9.195058352119805e-06
Position 449: 8.555016924147192e-06
Position 2596: 6.443797778372899e-06
Position 470: 5.829881647898658e-06
Position 2026: 4.973265001251628e-06
Position 1348: 3.654961118582675e-06
Position 1340: 3.407598822388181e-06
Position 2049: 3.195126045159277e-06
Position 1883: 2.642973956633654e-06
Position 1921: 2.6404252172172835e-06
Position 610: 2.5701934991726776e-06
Position 550: 2.5505469453532944e-06
Position 2498: 2.5111856592676717e-06
Position 1179: 2.332153791472753e-06
Position 1142: 2.3296289156626738e-06
Position 1904: 2.2283065634335713e-06
Position 13046: 1.9791216459720473e-06
