Gene = LIN9
index = 784
Annotated 5SS: [  625  8561 12015 13892 22070 23401 31959 41777 43521 44201 58895 70763
 76390 76638]
Annotated 3SS: [ 8527 11919 13786 21935 23274 31800 41642 43400 44098 58813 70636 76209
 76539 77126]
SMsplice 5SS: [  108 12015 13892 22070 23401 31959 40809 41777 43521 44201 58895 70763
 76390 76638]
SMsplice 3SS: [11919 13786 21935 23274 31800 40699 41642 43400 44098 58813 70636 76209
 76539 77126]
top_k =  500
Partition function (log Z): -41.428214251232404

Sorted 5' Splice Sites (High to Low Probability):
Position 108: 0.692091713150019
Position 8561: 0.3210096603815877
Position 1367: 0.316177730481294
Position 1283: 0.30549469876213414
Position 6484: 0.26767018876752885
Position 6765: 0.25047588032397755
Position 1729: 0.21566754263138818
Position 5143: 0.1908573039958263
Position 5148: 0.1675044523145751
Position 1335: 0.14273883039283958
Position 625: 0.1397185642004206
Position 92: 0.07620104439923507
Position 6521: 0.0681248943834306
Position 1170: 0.046584700878868464
Position 12015: 0.046302063708339045
Position 722: 0.04448660058417433
Position 65: 0.038476180096651505
Position 3134: 0.03392174438870324
Position 292: 0.016075870959357783
Position 1465: 0.01341740958311775
Position 8468: 0.005879530611848459
Position 1015: 0.002589704373744308
Position 2964: 0.001705879966929204
Position 3899: 0.0016131580783980395
Position 2894: 0.0015626125871801779
Position 1232: 0.0013211294400393328
Position 112: 0.0008747592815780663
Position 126: 0.0006895219068377308
Position 1206: 0.0004848174715013821
Position 1446: 0.0004762415564031729
Position 1010: 0.00035811920740940953
Position 329: 0.0003241881323814878
Position 1373: 0.0003002042575169778
Position 927: 0.0002763538722283996
Position 96: 0.0002302451319135065
Position 1277: 0.0002041024152784521
Position 53: 0.00010561702442727336
Position 829: 9.272776973413648e-05
Position 1198: 4.977813146962406e-05
Position 807: 1.2287526578231839e-05
Position 1137: 1.068755769452491e-05
Position 532: 3.352913865567095e-06
Position 801: 5.852864635751639e-07
Position 629: 4.605130600162748e-07
Position 811: 4.439835348729296e-07
Position 803: 1.5905415989762377e-07
Position 770: 1.4457111870807008e-07
Position 888: 1.4420644126234506e-07
Position 222: 2.8082897258415787e-08
Position 11: 7.530270747641172e-09
Position 1026: 3.1030788327891976e-09
Position 20: 1.3003606904612707e-09
Position 587: 1.1370773408220443e-09
Position 611: 8.819646131408575e-10
Position 194: 1.766512163386945e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 1231: 0.3610193950422524
Position 1115: 0.35509406757544754
Position 5037: 0.34904419753575217
Position 6364: 0.34699636394434946
Position 8199: 0.24570799867299065
Position 11593: 0.23291456448976086
Position 8527: 0.20614118307085894
Position 1603: 0.19042924103979983
Position 6688: 0.16265319758893151
Position 8886: 0.13707806610732975
Position 1092: 0.08544123054717494
Position 8904: 0.08154142640279782
Position 12743: 0.07310728881562666
Position 12483: 0.06954905195274376
Position 8338: 0.05921614759535936
Position 8882: 0.056119535592804665
Position 6609: 0.054443896436543356
Position 7076: 0.038297801009049615
Position 7671: 0.02857370399168119
Position 7021: 0.026544655774332234
Position 1623: 0.025983401857959307
Position 6576: 0.02233283659292759
Position 10746: 0.018339857319977743
Position 5062: 0.01775745787747749
Position 5375: 0.015763796749416824
Position 3128: 0.015212146138759415
Position 8035: 0.013782323992074361
Position 1188: 0.013455395373074183
Position 2838: 0.01220220042158055
Position 6245: 0.010726627919081598
Position 3238: 0.010148059131956367
Position 2784: 0.0057409123486022945
Position 1300: 0.005524247790055264
Position 5264: 0.005316435884393811
Position 429: 0.005296204901825595
Position 2986: 0.004703042257636478
Position 921: 0.004130311220686831
Position 1202: 0.0037354873406581146
Position 4067: 0.003484698964810508
Position 4267: 0.003317444620351688
Position 3416: 0.003255700854793414
Position 3789: 0.0030434651931207824
Position 497: 0.0026849478445575676
Position 215: 0.0024027586603737336
Position 1808: 0.0021614398245049073
Position 4953: 0.0021532713851762472
Position 2912: 0.002031848233300528
Position 9189: 0.0017814564007891526
Position 4153: 0.001612559113618017
Position 1397: 0.0013603660640848134
Position 1324: 0.0012091028986154445
Position 7667: 0.0012011033824829312
Position 4430: 0.0011509584362736427
Position 2788: 0.0010927532818831628
Position 563: 0.0010216757294186807
Position 2101: 0.0008854645434223881
Position 2174: 0.0006363380581200693
Position 676: 0.0006038073005067727
Position 1657: 0.0005860823298421891
Position 4241: 0.0005306438635012912
Position 1578: 0.0004639948914573333
Position 532: 0.00044441157210834575
Position 1873: 0.000441683422764155
Position 528: 0.0004013093418199775
Position 2656: 0.0003063600107390302
Position 593: 0.0002806676578762116
Position 2056: 0.00026625245453610106
Position 231: 0.00018903149563957337
Position 475: 0.00018395181142191226
Position 456: 0.00013203555540660197
Position 1365: 0.00011848978985729605
Position 1253: 9.969135956140881e-05
Position 1876: 9.50840091765032e-05
Position 721: 7.700365712015863e-05
Position 237: 7.577645000648614e-05
Position 575: 7.397955342076622e-05
Position 460: 4.2729386559096904e-05
Position 222: 2.8037471759601693e-05
Position 372: 2.7938061432825033e-05
Position 1282: 2.6295717682609533e-05
Position 1275: 1.6583139390369022e-05
Position 1326: 1.5027790218969231e-05
Position 1262: 1.3575208350733457e-05
Position 839: 1.1211330405700272e-05
Position 756: 1.0464519905830442e-05
Position 2810: 9.445246182686323e-06
Position 1489: 7.878688735136966e-06
Position 480: 7.498645105990463e-06
Position 501: 6.04314230596437e-06
Position 926: 3.993646901295001e-06
Position 129: 2.485038910472473e-06
Position 884: 1.989257061038174e-06
Position 154: 1.6504067447252034e-06
Position 1548: 1.5535850414756218e-06
Position 642: 1.128160426694094e-06
Position 632: 1.1129120176478066e-06
Position 611: 1.047623593584516e-06
Position 1714: 1.0422446005131156e-06
Position 625: 7.815676379026195e-07
Position 441: 6.979049892161323e-07
Position 472: 6.390589137335519e-07
Position 161: 6.061116686367133e-07
Position 1495: 3.6084257367332646e-07
Position 878: 3.4237132903380786e-07
Position 932: 2.1318310253016373e-07
Position 855: 1.074326995623605e-07
Position 997: 5.712991020994327e-08
Position 1043: 3.8166768071845486e-08
Position 384: 3.042826501079851e-08
Position 391: 2.84004017388797e-08
Position 264: 2.64317009393342e-08
Position 131: 2.1720103930788533e-08
Position 1204: 1.4780759430172124e-08
Position 288: 4.165518443423767e-09
Position 623: 3.976631194397137e-09
Position 737: 1.3383149576818404e-11
Position 629: 1.2189317295655304e-11
Position 602: 6.7685857842138274e-12
