Gene = P3H1
index = 992
Annotated 5SS: [  517  4701  7823  8172  9241 11476 11859 12155 14487 14750 16838 18824
 19301 19752]
Annotated 3SS: [ 4547  7632  8039  9100 11385 11805 12032 14358 14653 16686 18705 19224
 19610 20170]
SMsplice 5SS: [  517  4701  7823  8172  9241 11476 12155 14487 14750 16838 18824 19301
 19752]
SMsplice 3SS: [ 4547  7632  8039  9100 11385 12032 14358 14653 16686 18705 19224 19610
 20170]
top_k =  500
Partition function (log Z): 22.56189905988668

Sorted 5' Splice Sites (High to Low Probability):
Position 19301: 0.9879516503173659
Position 11476: 0.969068360992869
Position 14750: 0.9607723251091963
Position 18824: 0.9549526421986824
Position 9241: 0.9382148513850533
Position 14487: 0.9094969591575505
Position 8172: 0.8940545023479549
Position 7823: 0.8919330897685825
Position 12155: 0.8869752520660383
Position 16838: 0.7468573398830534
Position 517: 0.7330836056844003
Position 4701: 0.550028676154474
Position 19752: 0.4934338292379242
Position 19771: 0.42942463795483216
Position 10623: 0.409794925500505
Position 8735: 0.32467231283472575
Position 11951: 0.2776800522171503
Position 13785: 0.1980096182270763
Position 9504: 0.19065869201755545
Position 16750: 0.1816588304202521
Position 20337: 0.18044604426733396
Position 17694: 0.11493367551635382
Position 19027: 0.11015855292968434
Position 12133: 0.10491604402897732
Position 6365: 0.10021474853456902
Position 19953: 0.09854417185210138
Position 10289: 0.096415580317524
Position 8229: 0.08249329298528368
Position 502: 0.07137613582705317
Position 11859: 0.06876057234724392
Position 11959: 0.06721444175948656
Position 9828: 0.06715122276331319
Position 58: 0.06531611573242879
Position 11884: 0.05851283387078264
Position 148: 0.05328962559211303
Position 841: 0.0498282204176724
Position 10444: 0.046515233616967216
Position 4981: 0.04322205680139037
Position 13633: 0.03837607104692851
Position 9236: 0.03706437795694765
Position 12853: 0.03465692844377654
Position 11933: 0.028631862949581942
Position 10325: 0.028218627578289725
Position 19022: 0.022560031187818963
Position 11486: 0.021552342530651816
Position 13943: 0.016834237650513076
Position 11188: 0.014595230791814339
Position 727: 0.011457040322706565
Position 10133: 0.009793550181222922
