Gene = LVRN
index = 807
Annotated 5SS: [  819 20936 22216 25446 29784 31361 37409 38005 38165 38746 40418 40887
 43474 48401 49975 52034 52926 53272 59973]
Annotated 3SS: [20792 22075 25318 29628 31246 37267 37938 38098 38572 40340 40746 43417
 48246 49879 51925 52757 53133 59896 63483]
SMsplice 5SS: [  819  1471  5643 16065 17529 19808 20936 22216 25446 31361 32724 33069
 37409 38005 40887 43474 52034 52926 53272 59973 62654 62878]
SMsplice 3SS: [ 1368  5495 15953 17443 19750 20792 22075 25318 31246 32626 32913 37267
 37938 40746 43294 51925 52757 53133 59896 62513 62743 63483]
top_k =  500
Partition function (log Z): -28.523670733969173

Sorted 5' Splice Sites (High to Low Probability):
Position 5643: 0.9977019189819875
Position 16065: 0.9870641638223041
Position 17529: 0.9828227404651931
Position 20936: 0.9769633826389876
Position 1471: 0.88439007652588
Position 22216: 0.7444882571725987
Position 819: 0.5995607749434264
Position 2344: 0.29748805373684867
Position 25446: 0.26326135681396307
Position 906: 0.20433780929233494
Position 526: 0.12108730062955758
Position 22238: 0.0957075591035009
Position 595: 0.08073465204602495
Position 2482: 0.07658820656884786
Position 22698: 0.06067049459422121
Position 2128: 0.03145577617367588
Position 2846: 0.03039710980211373
Position 3149: 0.028663918877126476
Position 701: 0.02029137586457032
Position 3365: 0.016945523632017442
Position 2824: 0.011440059796259096
Position 3917: 0.008401064148950144
Position 1496: 0.008094160685842866
Position 2208: 0.007902342447592633
Position 2044: 0.007100925846435834
Position 231: 0.00550629013720613
Position 2841: 0.004737396995302473
Position 2933: 0.0046151704033212775
Position 154: 0.004601769474032757
Position 2429: 0.004193217151196337
Position 2048: 0.0036088003126521495
Position 2124: 0.003402104666606308
Position 4620: 0.0026614277670320447
Position 1149: 0.002644800285164351
Position 2221: 0.0025937976989536607
Position 1018: 0.002375959666005224
Position 8169: 0.0019283675426835956
Position 3195: 0.0019099975197817026
Position 361: 0.0017730870911753954
Position 2132: 0.001757192749135472
Position 1863: 0.001590178458204529
Position 4615: 0.001557522842400002
Position 688: 0.0013709100666531447
Position 719: 0.001338694233793214
Position 10146: 0.001207678848954165
Position 11189: 0.0010783239246958478
Position 2749: 0.0010077073769541897
Position 5610: 0.0007400117383233168
Position 190: 0.0007209117346142482
Position 1326: 0.0006392500918792474
Position 1084: 0.0006345742604855092
Position 1231: 0.0004926590951261888
Position 115: 0.00045966021905783283
Position 1298: 0.00045926036581085043
Position 757: 0.00039984777896669946
Position 492: 0.0003980768132185168
Position 10536: 0.00027813007675527474
Position 997: 0.0002454915425305885
Position 538: 0.00021648809321427173
Position 1376: 0.0002155031070116288
Position 1341: 0.0001557111451003458
Position 870: 0.00014402325055739386
Position 1475: 0.00010463139734926725
Position 663: 9.871625897148546e-05
Position 258: 9.517733674948183e-05
Position 1369: 7.932695523576083e-05
Position 828: 6.148054701512906e-05
Position 1511: 5.945145378672968e-05
Position 6290: 5.7262065607424856e-05
Position 5724: 5.1157231143744415e-05
Position 634: 4.786008646085266e-05
Position 6176: 3.1986556986780674e-05
Position 6735: 1.4117591265269373e-05
Position 7165: 1.1238846081694041e-05
Position 6406: 1.0685166180420438e-05
Position 7089: 8.254060020151903e-06
Position 6248: 7.814737984791907e-06
Position 65: 7.221876389898597e-06
Position 83: 3.1327827292149264e-06
Position 793: 2.8347358748422667e-06
Position 514: 2.215316180556199e-06
Position 38: 2.10121527916973e-06
Position 2054: 9.423217181252707e-07
Position 660: 6.590804422298502e-07
Position 1752: 4.961031462958e-07
Position 1908: 3.441271244176218e-07
Position 658: 3.1331036304648817e-07
Position 2671: 1.8022720183759973e-07
Position 1899: 8.524501704379568e-08
Position 294: 7.830280970762303e-08
Position 217: 3.382449351144248e-08
Position 166: 2.990975490317706e-08
Position 344: 2.980810127559689e-08
Position 883: 1.9673604911973257e-08
Position 456: 1.1440927116410753e-08
Position 250: 9.973054723306681e-09
Position 430: 8.085314927692021e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 15953: 0.9870641638223041
Position 5495: 0.9673298959090874
Position 20792: 0.9179026348907281
Position 22075: 0.8507500511066617
Position 1368: 0.8193566275158866
Position 17443: 0.652749728749449
Position 17446: 0.3316264619214733
Position 2127: 0.3106985025341479
Position 25318: 0.3054949492958051
Position 24399: 0.28925076266933303
Position 26860: 0.24840878619481427
Position 22475: 0.1493115738403629
Position 22494: 0.12384886376789264
Position 25637: 0.1161569687050869
Position 20603: 0.06492010557446681
Position 2731: 0.044679763363104356
Position 22409: 0.037318571306292035
Position 1998: 0.035708783398528184
Position 1424: 0.032889228450819034
Position 5518: 0.03156506262391295
Position 2177: 0.02884588542094419
Position 3053: 0.026802963153240288
Position 2257: 0.021664377722847555
Position 875: 0.015846996472102862
Position 1404: 0.015545903919053077
Position 807: 0.013852366305706172
Position 1925: 0.013067980999471816
Position 1148: 0.01251843082134546
Position 22290: 0.011144218961399116
Position 2413: 0.009771018485904944
Position 3195: 0.00966323262311451
Position 21521: 0.009406304475624093
Position 2282: 0.009125473416556057
Position 3828: 0.007629487370041133
Position 2687: 0.006891154882077105
Position 1221: 0.005693799397473372
Position 634: 0.005439075828689638
Position 3281: 0.004337064521143689
Position 4491: 0.0042349272247997815
Position 12066: 0.003747505824237951
Position 2047: 0.0032351670119350855
Position 10964: 0.003211254763564155
Position 1314: 0.0030667963838188744
Position 725: 0.0027936078288727066
Position 2962: 0.002635000988962214
Position 7910: 0.0025229033448882702
Position 722: 0.0023759941622805525
Position 311: 0.0022059256035344083
Position 1387: 0.0018894397545571417
Position 3128: 0.0018347520104194243
Position 16406: 0.001683838086563927
Position 1773: 0.0015869463044690694
Position 762: 0.001536922856262392
Position 2709: 0.0015351999155868124
Position 10458: 0.0015161243292338518
Position 2998: 0.0013586692065737024
Position 2327: 0.0013519523297189733
Position 1225: 0.00123987007662898
Position 2343: 0.0012258717221556538
Position 1408: 0.0012082777526210657
Position 2374: 0.0009715007118717098
Position 15394: 0.0009512702380436157
Position 10025: 0.0009402665505152391
Position 10454: 0.00082349556101138
Position 9487: 0.0007878633343956938
Position 931: 0.0007807643688841906
Position 701: 0.0007750188149716558
Position 3843: 0.0007728372762549225
Position 465: 0.0006873636345172441
Position 16512: 0.0006852064804905449
Position 1017: 0.0006378727459527223
Position 2298: 0.0005488424287139102
Position 1083: 0.0004481663302627205
Position 738: 0.0003930612573526313
Position 989: 0.0003659374888478849
Position 8808: 0.00035267480785587294
Position 16533: 0.0003189285843284978
Position 5963: 0.0002831337578289922
Position 8074: 0.00026868506584796066
Position 995: 0.00024355760539442455
Position 766: 0.00023714396584435338
Position 10070: 0.00023491573638288063
Position 344: 0.0002127971500984912
Position 341: 0.00020932364645308245
Position 566: 0.0001901488831027624
Position 818: 0.00018221657792570823
Position 10237: 0.0001679393608437436
Position 576: 0.0001648005716475366
Position 6624: 0.00015105688971038265
Position 8307: 0.00014312825842984866
Position 1280: 0.0001278706114298909
Position 408: 0.00012247701881932534
Position 1068: 0.0001222036380860973
Position 6962: 0.00010868813827909633
Position 11155: 0.0001059741671648263
Position 696: 9.758032975197082e-05
Position 7933: 8.440586605862351e-05
Position 905: 8.31108960695928e-05
Position 773: 7.290287371954759e-05
Position 9887: 7.145699695912473e-05
Position 743: 6.184251297157418e-05
Position 8456: 5.3286374236136036e-05
Position 9226: 5.282221895090437e-05
Position 10479: 5.135094061145777e-05
Position 10182: 4.750342529213194e-05
Position 1182: 4.157703348378418e-05
Position 6260: 4.11487394089175e-05
Position 7563: 3.8170183524282796e-05
Position 1229: 3.57952093508776e-05
