Gene = TRH
index = 1482
Annotated 5SS: [ 519 1723]
Annotated 3SS: [1503 2393]
SMsplice 5SS: [ 519 1723]
SMsplice 3SS: [1503 2393]
top_k =  500
Partition function (log Z): -3.0710890258361285

Sorted 5' Splice Sites (High to Low Probability):
Position 519: 0.9907861090847451
Position 1723: 0.9006371129447767
Position 2557: 0.6062189810065293
Position 1324: 0.10512025660487856
Position 1711: 0.07130893940732297
Position 2099: 0.04397738074567347
Position 1317: 0.04185424105153347
Position 1412: 0.03598093260887374
Position 2263: 0.01385924203977284
Position 2567: 0.01113412614165525
Position 2235: 0.008453320617557129
Position 747: 0.008299412917315263
Position 1656: 0.007585198120379674
Position 2888: 0.004953056939868053
Position 2245: 0.004048024015091897
Position 1419: 0.0038538416965352208
Position 3283: 0.003295683931903476
Position 3252: 0.0027563757296750068
Position 770: 0.002216250381810423
Position 2165: 0.00196719304880386
Position 2871: 0.0018199710348642724
Position 2239: 0.0016177094424375642
Position 111: 0.0015601770406624528
Position 184: 0.0015086235705013896
Position 22: 0.001364648968303594
Position 896: 0.0012047094248633077
Position 819: 0.0012018713154470842
Position 250: 0.000996485057670378
Position 1893: 0.0008553675347912283
Position 1949: 0.0007982581243122172
Position 93: 0.0006752158988636061
Position 3289: 0.0006105791233935163
Position 1471: 0.0005662986722591819
Position 66: 0.0004168027746778469
Position 3091: 0.0003704637558092642
Position 3417: 0.00034034515738627636
Position 3222: 0.0002808997469995773
Position 2229: 0.00024174499271850593
Position 2301: 0.00022808338119733012
Position 756: 0.00018262962615106398
Position 3515: 0.00017427048472267982
Position 552: 0.00017073319817904997
Position 799: 0.00014820284957038776
Position 20: 0.0001400077058825928
Position 48: 0.00011875563909892303
Position 3294: 0.00011408149746917068
Position 72: 0.00010008311878266861
Position 634: 9.952665436442954e-05
Position 554: 8.263676393444312e-05
Position 1404: 7.445148238540663e-05
Position 2934: 6.816268196577144e-05
Position 1384: 6.725372007549674e-05
Position 187: 6.489991522267793e-05
Position 297: 6.296160316053016e-05
Position 1114: 5.880285526263731e-05
Position 3466: 5.5592117976822375e-05
Position 1062: 4.5073481741843906e-05
Position 602: 3.854071543569199e-05
Position 890: 3.368226544450228e-05
Position 910: 3.119150008866299e-05
Position 850: 2.3123577551427353e-05
Position 317: 2.0319524122969987e-05
Position 228: 1.764464216797987e-05
Position 2094: 1.1901388573269545e-05
Position 1295: 1.1656968187452528e-05
Position 2430: 1.1429659140973741e-05
Position 9: 8.935833716954037e-06
Position 56: 8.324055756239935e-06
Position 26: 7.596312849088106e-06
Position 24: 7.3572234543522744e-06
Position 2227: 7.297630522114795e-06
Position 1611: 4.125808297561852e-06
Position 54: 3.6209760773245615e-06
Position 101: 1.9987289106957673e-06
Position 430: 1.7908466319372317e-06
Position 259: 8.137084392164393e-07
Position 2832: 6.62763313611654e-07
Position 2929: 6.439106181979314e-07
Position 830: 6.246159783833197e-07
Position 475: 6.216340567912391e-07
Position 103: 5.878393442823866e-07
Position 2772: 5.057566888006835e-07
Position 667: 5.054918481659495e-07
Position 2504: 4.905574301520726e-07
Position 35: 4.3648669766660206e-07
Position 37: 1.8284155617861375e-07
Position 11: 1.6978765914921215e-07
Position 133: 6.512056691239436e-08
Position 160: 4.574289496800291e-08
Position 158: 1.8766124368072464e-08
Position 166: 8.199556146572938e-09
Position 499: 7.939206264824507e-09
Position 45: 4.955375741121476e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1503: 0.8997938941391574
Position 2393: 0.868779592741543
Position 3086: 0.23528348067910007
Position 3349: 0.13296407048526884
Position 1194: 0.12572239523447107
Position 3378: 0.11899511861996911
Position 3190: 0.07802485787208525
Position 2782: 0.052418952213452455
Position 1997: 0.03886509007494751
Position 1267: 0.03838560831728901
Position 1655: 0.0305243201047804
Position 2401: 0.025851256884264238
Position 3137: 0.023649746230330594
Position 1480: 0.022349203176390317
Position 1586: 0.019276894273269958
Position 2094: 0.015054882829305647
Position 2998: 0.014502354336872518
Position 2017: 0.0139785688048979
Position 3595: 0.01116237608305345
Position 2434: 0.010984594481011904
Position 1212: 0.009173824240174332
Position 2632: 0.009002528287655399
Position 683: 0.00897979078198857
Position 3323: 0.0077582203537960755
