Gene = FAM120AOS
index = 523
Annotated 5SS: [1446 3114]
Annotated 3SS: [2992 5894]
SMsplice 5SS: [ 853 3114]
SMsplice 3SS: [2992 5894]
top_k =  500
Partition function (log Z): -11.536181798013915

Sorted 5' Splice Sites (High to Low Probability):
Position 853: 0.7594234415667456
Position 1702: 0.31826418592622546
Position 1446: 0.28644391346788817
Position 321: 0.10935450760597605
Position 6335: 0.10824236777724101
Position 5789: 0.06921271586400107
Position 3105: 0.06796741265831606
Position 6045: 0.06107942631595426
Position 3076: 0.03602625529190855
Position 769: 0.019012531919492398
Position 366: 0.018830717725681945
Position 3906: 0.009047278083629196
Position 3310: 0.0050826191671975935
Position 5224: 0.004470305391149731
Position 2592: 0.0043801149050717615
Position 207: 0.003872452241048282
Position 228: 0.0026491569286662313
Position 2505: 0.002494217528993848
Position 254: 0.002493473332287539
Position 2598: 0.0013147227799019247
Position 212: 0.0013015420343755774
Position 5463: 0.0012345670027094063
Position 551: 0.001138042066022439
Position 3176: 0.001095845026734252
Position 3118: 0.0009352134591891999
Position 6685: 0.0007075165181225661
Position 543: 0.0006765611045911121
Position 1156: 0.0005193937121734981
Position 3198: 0.00047244533071524934
Position 3954: 0.00040935122160274664
Position 2851: 0.00035221298583147214
Position 3695: 0.0003414741722731206
Position 262: 0.0002940478095061337
Position 639: 0.00020881091839342674
Position 1285: 0.00020559998881801135
Position 128: 0.0001937964535119919
Position 1239: 0.00018719394512847746
Position 421: 0.0001260291252798146
Position 936: 6.798066272037026e-05
Position 1458: 5.27174261948625e-05
Position 833: 4.970877921436325e-05
Position 130: 4.784723889699267e-05
Position 348: 4.52878881815264e-05
Position 1512: 3.647462187100044e-05
Position 1485: 3.388776602847559e-05
Position 243: 2.9967276941200817e-05
Position 601: 2.1370604222287428e-05
Position 846: 2.018242063262852e-05
Position 505: 1.8644123203992018e-05
Position 90: 1.6729854318459517e-05
Position 103: 1.4239790544847473e-05
Position 962: 8.422692035425362e-06
Position 409: 5.27517397417442e-06
Position 669: 4.380873300175269e-06
Position 510: 3.947463874871575e-06
Position 42: 3.279509737096351e-06
Position 278: 7.058301873350411e-07
Position 424: 5.892658176396049e-07
Position 383: 4.985614881352322e-07
Position 857: 7.396568171045444e-08
Position 167: 1.2728332951980167e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5894: 0.7340572972323688
Position 1586: 0.2093896758223683
Position 1364: 0.1914559060237481
Position 6488: 0.16821527743639364
Position 2992: 0.11206214228667967
Position 1541: 0.07095897521124088
Position 6173: 0.042901091773624014
Position 5685: 0.040607085861637
Position 6798: 0.03192821168338587
Position 731: 0.022246007295593992
Position 1850: 0.02071167163511054
Position 5760: 0.01989240219974069
Position 6457: 0.019638225087587814
Position 6096: 0.018566716183223943
Position 6206: 0.016294378217506258
Position 1601: 0.015038745090913982
Position 5742: 0.013073675989349574
Position 5102: 0.012959562142300596
Position 6438: 0.012278764036898095
