Gene = MGST3
index = 842
Annotated 5SS: [  433 19104 20227 21175 23491]
Annotated 3SS: [18979 20152 21116 23417 24506]
SMsplice 5SS: [  104  4962 15872 19104 20227 21175]
SMsplice 3SS: [ 4865 15707 18979 20152 21116 24506]
top_k =  500
Partition function (log Z): -3.1683250637645535

Sorted 5' Splice Sites (High to Low Probability):
Position 19104: 0.9999972956846817
Position 4962: 0.9804206166822353
Position 20227: 0.973436491816336
Position 21175: 0.8672442342503077
Position 15872: 0.6914903299378612
Position 104: 0.6041230250785866
Position 433: 0.5318363964200316
Position 16157: 0.522554289827084
Position 1282: 0.31128428251402196
Position 21445: 0.28290267717648865
Position 15793: 0.1608020341878878
Position 23491: 0.14285401890655217
Position 3813: 0.1336956003106522
Position 4576: 0.10836568903566317
Position 1300: 0.08784233990050933
Position 895: 0.06194826486034214
Position 4620: 0.05962857262794961
Position 21656: 0.059045397476314494
Position 9757: 0.05304066039426313
Position 2268: 0.049014018623411544
Position 19501: 0.03764923435905348
Position 14178: 0.03721097648113482
Position 1549: 0.0331075627148444
Position 1473: 0.030293147785170428
Position 1477: 0.017556291668645474
Position 20695: 0.016962059130354215
Position 21532: 0.013849011440883838
Position 20267: 0.012929719241287664
Position 4119: 0.011852030689635189
Position 20766: 0.011379144945105779
Position 1414: 0.011196951803025124
Position 20771: 0.008283214403377885
Position 21867: 0.007530017804470488
Position 8207: 0.005140187220375639
Position 424: 0.004573499392129378
Position 8389: 0.004153354013271224
Position 21403: 0.003958176728261088
Position 20681: 0.003312779161754347
Position 22278: 0.0031206078987105084
Position 20812: 0.002336386400041934
Position 23369: 0.0023156924436484004
Position 939: 0.0023104115462245765
Position 916: 0.001981919667200072
Position 21688: 0.0018009536150021383
Position 9142: 0.0017944335422147868
Position 20602: 0.0017893442889108636
Position 23208: 0.001551400434950976
Position 21191: 0.0012271090175001256
Position 20550: 0.0011551971188141137
Position 21935: 0.001153880813570445
Position 24194: 0.0009961689135064324
Position 7647: 0.0009138426265634421
Position 22925: 0.0008697530296956097
Position 8365: 0.0008498875899987905
Position 24560: 0.0007309150102685858
Position 1195: 0.0006328584779155931
Position 317: 0.0005499968479636983
Position 3565: 0.0005357291816262665
Position 20372: 0.0004999778111909145
Position 21629: 0.0004315997926323543
Position 23151: 0.0003437038419631887
Position 1016: 0.0003210136686193656
Position 45: 0.0002779342136823891
Position 22294: 0.0002778363642375558
Position 2046: 0.00026963508456811445
Position 572: 0.00023114063572109833
Position 702: 0.00022790228001403593
Position 123: 0.00019807537368624113
Position 870: 0.0001276929895007107
Position 24597: 0.00011765167955492819
Position 24602: 0.00010659530300641922
Position 186: 5.9949883479775074e-05
Position 852: 2.797612258977598e-05
Position 157: 2.0272407550518603e-05
Position 81: 1.9854255963414225e-05
Position 888: 1.3544232767968089e-05
Position 993: 9.171906026349122e-06
Position 1327: 8.235419735990307e-06
Position 1080: 8.136243242501178e-06
Position 879: 7.456397493626233e-06
Position 1064: 7.17206743946854e-06
Position 639: 6.785006758647308e-06
Position 252: 4.022471347502132e-06
Position 643: 2.3197449211621795e-06
Position 680: 2.314400431365953e-06
Position 437: 1.187958360188771e-06
Position 416: 6.927803532734546e-07
Position 634: 3.568333155752887e-07
Position 73: 8.256432294083867e-08
Position 242: 6.351099497583799e-08
Position 167: 1.2632816537850098e-08
Position 303: 9.042151765223838e-09
Position 6: 7.042952424592185e-10
Position 397: 7.819882131823189e-13
Position 402: 1.7559732943056344e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 18979: 0.9999972956846817
Position 4865: 0.8734911925703164
Position 15707: 0.8522923641257492
Position 24506: 0.8444704185367758
Position 20152: 0.8424954088664607
Position 21116: 0.7222501741941109
Position 16038: 0.5225542898270842
Position 1098: 0.29132469048808657
Position 21322: 0.20977907103675006
Position 21362: 0.17602006665394146
Position 21151: 0.15773082515456385
Position 3640: 0.12487224807267285
