Gene = IL23R
index = 692
Annotated 5SS: [  142  1791  3239 16560 34498 40656 53331 70403 73882 89528]
Annotated 3SS: [ 1691  2941 16435 34336 40509 53173 70312 73778 89436 92077]
SMsplice 5SS: [  142  1791  3239 16560 19689 38274 53331 70403 73882 85669 89528]
SMsplice 3SS: [ 1691  2941 16435 19563 38180 53173 70312 73778 85535 89436 92144]
top_k =  500
Partition function (log Z): -42.06239449523408

Sorted 5' Splice Sites (High to Low Probability):
Position 1791: 0.966628394344547
Position 142: 0.8936020180776305
Position 16560: 0.8641460043975253
Position 5520: 0.779365603777675
Position 3239: 0.770089569350853
Position 15272: 0.49785357431550525
Position 19689: 0.3333084293253364
Position 4536: 0.16128039325787646
Position 38: 0.09924351177024042
Position 5348: 0.08970466763612682
Position 17272: 0.07825046002167649
Position 999: 0.049050518972561324
Position 18913: 0.04469099313246795
Position 19759: 0.017845088439020582
Position 4433: 0.012715027007608534
Position 3005: 0.00659303762296424
Position 3135: 0.0046966964758481545
Position 798: 0.004565651725168824
Position 3445: 0.004439459205225058
Position 2547: 0.004406350249062331
Position 134: 0.0042385840349559185
Position 5092: 0.0023726582881318918
Position 530: 0.0015735583464005143
Position 59: 0.0014697972397806833
Position 715: 0.0007504104548768656
Position 729: 0.0007442164423403554
Position 2683: 0.0006388821925783164
Position 4664: 0.0006320690956638396
Position 9168: 0.000562736800793718
Position 2235: 0.000537727779939152
Position 1266: 0.0005081781626893244
Position 1129: 0.0004936430661527881
Position 1805: 0.000429493091262396
Position 5690: 0.00042574103673545305
Position 639: 0.0003567120562195468
Position 2195: 0.00035540079571364186
Position 2579: 0.00033593852905061797
Position 8039: 0.000303607552998919
Position 1796: 0.00028224142562175
Position 1730: 0.0002658346181281071
Position 1845: 0.0002645860687675975
Position 2489: 0.0001324853048842902
Position 5154: 0.00010936096137055953
Position 2170: 0.00010798793845935325
Position 762: 0.00010725747559640854
Position 251: 0.00010259846932612548
Position 574: 9.897864978396161e-05
Position 2718: 7.574301883575252e-05
Position 210: 7.20612651646749e-05
Position 1593: 6.268353666985649e-05
Position 1222: 5.7604833490763366e-05
Position 329: 5.592214117087387e-05
Position 1780: 4.0121031084135975e-05
Position 1168: 3.648611322151518e-05
Position 507: 2.8196120854549562e-05
Position 1751: 2.759429112212711e-05
Position 1260: 2.697155442558594e-05
Position 852: 2.026629014156301e-05
Position 592: 1.7468984742966064e-05
Position 2376: 1.533108223471555e-05
Position 2533: 1.5209926285095331e-05
Position 2178: 1.2762243733066689e-05
Position 2608: 1.111151255275507e-05
Position 1191: 7.942064975081597e-06
Position 2605: 7.2624981061583046e-06
Position 2779: 6.028993917185617e-06
Position 2618: 5.813812138786694e-06
Position 42: 1.8454274928830968e-06
Position 7587: 1.465411460444666e-06
Position 227: 1.0811886347559201e-06
Position 121: 1.0754336346598668e-06
Position 92: 9.613630269476225e-07
Position 25: 8.75531246525469e-07
Position 1915: 4.3801371308454295e-07
Position 613: 3.887162978389688e-07
Position 582: 3.073977461136928e-07
Position 562: 2.0555242298484328e-07
Position 248: 1.7791164431276603e-07
Position 5773: 1.6460179271185735e-08
Position 625: 8.305258242815688e-09
Position 111: 2.202462140793978e-09
Position 458: 1.6356758400024042e-09
Position 2288: 8.380706036892433e-10
Position 2020: 2.8172622761555915e-11
Position 364: 1.4115002196990651e-11
Position 213: 2.8032930529831663e-12
Position 446: 2.5042413273238543e-12
Position 1863: 1.208059620939605e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 16435: 0.9063363746976868
Position 19563: 0.68924061161522
Position 2941: 0.6591492956865197
Position 5432: 0.6343316022682542
Position 1691: 0.5868210863983636
Position 1718: 0.37212468679150834
Position 21841: 0.36738549651728747
Position 15149: 0.20671020733515982
Position 15191: 0.15035413751901205
Position 15014: 0.14450735459768044
Position 4375: 0.13743590432406533
Position 17192: 0.1208406322263012
Position 5257: 0.09736598972302205
Position 24827: 0.07441154494830221
Position 5209: 0.06266522114115744
Position 21820: 0.06000018339099249
Position 18785: 0.04969331131073036
Position 3000: 0.03841639071408836
Position 3034: 0.033335977013763764
Position 5507: 0.03280400347045463
Position 5326: 0.022508417115519177
Position 711: 0.0214042389577445
Position 2980: 0.017819018453808715
Position 17373: 0.016882463987655215
Position 4275: 0.015166689951020468
Position 685: 0.014711494822753165
Position 5297: 0.010173866826708348
Position 3124: 0.009725733408176668
Position 3031: 0.009553163455571884
Position 20616: 0.009145333319385352
Position 19687: 0.007022765984486283
Position 133: 0.006601457311108947
Position 3056: 0.006482174524361851
Position 2405: 0.005606641834280676
Position 9279: 0.005391769719802964
Position 747: 0.004745322093133522
Position 4487: 0.00414642107228096
Position 4256: 0.00401421997805756
Position 4460: 0.003718425541221242
Position 16749: 0.0036452494481357036
Position 3088: 0.0035551945495493637
Position 5363: 0.0035133454933222725
Position 4239: 0.003469466031241673
Position 5153: 0.0034352289562143913
Position 1592: 0.0034285064813952253
Position 5072: 0.003355654903397865
Position 3202: 0.0028028605072876844
Position 4331: 0.002574376332423278
Position 11681: 0.002292712213643777
Position 14569: 0.00223900816739921
Position 5458: 0.002109016637998196
Position 7816: 0.0020524211343595066
Position 15437: 0.0020451763696745498
Position 1693: 0.0019955609458433506
Position 855: 0.001992178461144325
Position 7459: 0.0019867609937247984
Position 881: 0.001973010528620577
Position 852: 0.00197204825729093
Position 15810: 0.0018843400677242838
Position 10456: 0.0017425220520073843
Position 1729: 0.001711879242924029
Position 3388: 0.0016760142380829732
Position 11165: 0.0015972147194073202
Position 4338: 0.0012629432746388463
Position 1776: 0.001001635381545463
Position 4180: 0.0009586398570483982
Position 9047: 0.0009270013159121833
Position 15452: 0.0008240804637471738
Position 2000: 0.0007802494476580939
Position 5549: 0.0007277237470646749
Position 4433: 0.0006911246248689815
Position 648: 0.0006788116478855237
Position 3092: 0.0006437657501017219
Position 5049: 0.0006122581956105918
Position 1089: 0.0005984418164335059
Position 3394: 0.0005732073183328794
Position 4066: 0.0005584837818484996
Position 3363: 0.0005580927891185642
Position 3107: 0.0005524790317486664
Position 934: 0.0005495349110710576
Position 3309: 0.0005170481646804454
Position 8177: 0.00048165787194139184
Position 7136: 0.00047701270652666944
Position 8453: 0.00046969625433826364
Position 7263: 0.0004190262372443187
Position 379: 0.0004180221185497484
Position 5178: 0.00038256443928067337
Position 9197: 0.000381880669266677
Position 1701: 0.00036892174319664515
Position 4645: 0.000354963541918634
Position 465: 0.0003516166127009739
Position 7475: 0.0003506999563152129
Position 2986: 0.0003120398184769174
Position 8407: 0.0003110398901626737
Position 3320: 0.0003040920172345702
Position 4386: 0.00029015552967239406
Position 1619: 0.00026855814233025
Position 5689: 0.00025731848515969755
Position 5654: 0.00022162117138632958
Position 356: 0.0002080417952319707
Position 329: 0.00020349223579391266
Position 4953: 0.0001893807476027841
Position 1973: 0.00018548718932827687
Position 510: 0.00017535139440296991
Position 3204: 0.00015841825732798023
Position 7846: 0.00014743325650435628
Position 1094: 0.0001468081461341998
Position 344: 0.00013743390722006866
Position 11503: 0.0001263854442698161
Position 9331: 0.00010641345015930257
Position 1751: 0.0001052716085896686
Position 3755: 0.00010335885672312183
Position 4899: 9.854462551053934e-05
Position 907: 9.26692904434072e-05
Position 2379: 8.981018941223624e-05
Position 2148: 8.374051851278388e-05
Position 7985: 8.330010899518676e-05
Position 611: 7.934917126962593e-05
Position 4606: 7.573831755634309e-05
Position 6894: 7.042196094987831e-05
Position 8354: 6.877459444379797e-05
Position 6950: 6.842429719891516e-05
Position 4202: 6.599162394633791e-05
Position 801: 6.583104176160652e-05
Position 8639: 6.515114509901868e-05
Position 622: 6.059094123423069e-05
Position 1874: 5.684163921473498e-05
Position 3348: 5.6634552503806615e-05
Position 8027: 5.371981114380205e-05
Position 6066: 5.0174942555262475e-05
Position 1521: 4.984227030973428e-05
Position 1145: 4.775075770175115e-05
Position 2511: 4.7199772592628904e-05
Position 384: 4.512112328057992e-05
Position 3336: 4.133667013615176e-05
Position 7581: 4.0727968408009346e-05
Position 6728: 3.7444856912631974e-05
Position 3418: 3.596123588065265e-05
Position 2037: 3.3949868118104065e-05
Position 3341: 3.3600467983157194e-05
Position 6548: 3.272207585862796e-05
Position 948: 3.2442527126296557e-05
Position 6918: 3.189668286349037e-05
Position 2874: 2.984158979607929e-05
Position 248: 2.6442015963253463e-05
Position 227: 2.5409324760751816e-05
Position 5928: 2.3056541279142693e-05
Position 972: 1.848395492472504e-05
Position 543: 1.8254090770084125e-05
Position 2376: 1.7310932675249998e-05
Position 1210: 1.2349320595264023e-05
Position 2004: 1.2242546890412709e-05
Position 6326: 1.0931385781116893e-05
Position 4146: 1.017809089287057e-05
Position 2413: 9.777465288325008e-06
Position 2842: 4.8563881329645955e-06
Position 3480: 4.723565498073916e-06
Position 861: 4.418239287455845e-06
Position 2345: 3.698316237871855e-06
Position 2595: 3.5932668848729807e-06
Position 3679: 3.416262205955193e-06
Position 2627: 3.367662423471221e-06
Position 3353: 3.3114731464119407e-06
Position 412: 2.7910246676956367e-06
Position 2436: 2.1374253926548817e-06
Position 381: 2.118350959037525e-06
Position 436: 1.9771368290611674e-06
Position 5303: 1.4172535896887785e-06
Position 7872: 1.401903100353439e-06
Position 988: 1.3474431682279502e-06
Position 692: 1.2164923031174035e-06
Position 111: 9.707362883996244e-07
Position 518: 8.697960242561364e-07
Position 5554: 6.719613211783109e-07
Position 3243: 1.5094605973510152e-07
Position 1757: 4.599599949296715e-08
Position 4040: 1.2501666121267308e-08
Position 1391: 3.3104274069515085e-09
Position 446: 2.842508448999184e-09
Position 1445: 1.7095828279171789e-09
Position 1935: 5.659785620965619e-10
Position 265: 3.4631057064835737e-10
Position 431: 3.0298383819178816e-10
Position 2170: 1.9179702003014095e-10
Position 174: 1.6877770132262993e-10
Position 728: 2.663537840851642e-11
Position 210: 1.4794298506711276e-11
Position 141: 1.0672282442650789e-11
Position 178: 2.4718230001516075e-13
Position 1063: 2.1094922268515935e-13
Position 149: 1.2363072660729075e-13
Position 153: 1.796945083672858e-14
Position 98: 8.445208632681942e-15
Position 90: 1.764847653867018e-16
