Gene = TOPORS
index = 1471
Annotated 5SS: [ 120 1780]
Annotated 3SS: [1584 8226]
SMsplice 5SS: [120]
SMsplice 3SS: [8226]
top_k =  500
Partition function (log Z): -9.116382577231866

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.9310402922491502
Position 1780: 0.5121448743469802
Position 1308: 0.3995324488356199
Position 1189: 0.30849337468553867
Position 6532: 0.2480546963184403
Position 4929: 0.06963471593310844
Position 1681: 0.05123447110732206
Position 5821: 0.04805126589653538
Position 3542: 0.03975488415396967
Position 5641: 0.02595139414388505
Position 292: 0.020832809613563145
Position 33: 0.019204619221787015
Position 1266: 0.017712255815884495
Position 2426: 0.015278730584862496
Position 451: 0.010115042487035566
Position 2748: 0.007955372338467876
Position 4471: 0.007848902419157476
Position 2719: 0.006107730058984263
Position 6540: 0.0049650929608520775
Position 5123: 0.004472426625124938
Position 172: 0.004342836857678511
Position 1661: 0.0034911400527118516
Position 814: 0.0033981678588113897
Position 5205: 0.0030734661131991904
Position 3858: 0.0028695275883198965
Position 1431: 0.0026664135003373413
Position 46: 0.0022395766540039197
Position 3793: 0.0021789669727723237
Position 3170: 0.0017786312941981794
Position 1479: 0.0017190640266555967
Position 3203: 0.0014785746891962134
Position 4503: 0.0013047554222820185
Position 673: 0.0012897521459551637
Position 5447: 0.0010753168043601143
Position 863: 0.00086453512960598
Position 299: 0.0006454721141948169
Position 705: 0.0006214623914097076
Position 96: 0.00046391981980089083
Position 473: 0.0004333349252994001
Position 1330: 0.00024296896467039604
Position 846: 0.00015553115320798456
Position 1271: 0.00011498556962229997
Position 710: 0.00010443841383206029
Position 698: 9.860112831864758e-05
Position 1203: 8.514240570794793e-05
Position 600: 8.086761872667041e-05
Position 281: 6.481667983965066e-05
Position 756: 5.492642732244438e-05
Position 1784: 3.0455355489397805e-05
Position 2489: 2.405534829786283e-05
Position 621: 1.757893401539806e-05
Position 137: 8.447645035976703e-06
Position 187: 4.970332717349087e-06
Position 1027: 2.8179988417248818e-06
Position 608: 2.544624007036007e-06
Position 1812: 6.939794605715184e-07
Position 349: 5.038990043913704e-08
Position 37: 1.5577399499079935e-08
Position 459: 1.1449824002874167e-08
Position 258: 3.8173014046453575e-09
Position 410: 3.098104345181009e-09
Position 398: 2.2844478212573324e-09
Position 89: 9.412655953173502e-10
Position 456: 5.148904088272753e-10
Position 248: 4.881987169243321e-10
Position 461: 2.8137211345734935e-10
