Gene = LCE1E
index = 767
Annotated 5SS: [150]
Annotated 3SS: [1063]
SMsplice 5SS: [150]
SMsplice 3SS: [1063]
top_k =  500
Partition function (log Z): -8.984251987028912

Sorted 5' Splice Sites (High to Low Probability):
Position 150: 0.5531696912914672
Position 94: 0.18009729094887805
Position 633: 0.16120847107480524
Position 715: 0.11278253950739485
Position 531: 0.07147082208807515
Position 194: 0.022326540256031657
Position 608: 0.0052146635135209935
Position 163: 0.004094703329697714
Position 61: 0.003317508579236076
Position 528: 0.0017880026197508927
Position 903: 0.0016679001655988716
Position 975: 0.0014341126925734651
Position 946: 0.0010129386898522516
Position 443: 0.0008416980365229586
Position 471: 0.000838247669959852
Position 991: 0.0007848810784699078
Position 1130: 0.00046363391341756817
Position 577: 0.00043179191635316555
Position 1142: 0.00034324429179717164
Position 1154: 0.00034217761558781476
Position 257: 0.00027318536337355293
Position 688: 0.000262261962324171
Position 1020: 0.00025734648909942707
Position 672: 0.000189656944529422
Position 222: 0.00016838371443552114
Position 1303: 0.00012647279601707333
Position 955: 0.00010581177812738504
Position 1035: 0.00010335779906374869
Position 783: 9.309718559554957e-05
Position 98: 6.275351440137371e-05
Position 836: 5.1631169686771356e-05
Position 1337: 3.712858302002582e-05
Position 850: 3.481913199583665e-05
Position 1005: 3.172572506633636e-05
Position 650: 2.961825597212849e-05
Position 262: 8.764779189129572e-06
Position 85: 3.941417349111782e-06
Position 229: 6.489374136736651e-07
Position 76: 5.70618987132989e-07
Position 160: 5.675932949403958e-07
Position 705: 2.770207037539173e-07
Position 367: 1.7816255155966224e-07
Position 100: 6.807117964909691e-08
Position 718: 2.625106801816988e-08
Position 270: 1.649380114813237e-08
Position 863: 1.3945668961935004e-08
Position 858: 9.912043190427985e-09
Position 361: 2.33262878621883e-09
Position 669: 1.3241453684185832e-09
Position 612: 8.623630070519181e-10
Position 454: 7.135106880659161e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1063: 0.7252290702038436
Position 781: 0.07391782610712774
Position 889: 0.07268158529419443
Position 470: 0.05595442087889828
Position 1219: 0.04407491485871697
Position 375: 0.03686286787899964
Position 260: 0.0175242526407541
Position 322: 0.016438964316226025
Position 518: 0.013743630466222994
Position 869: 0.01055848881468757
Position 739: 0.007604489447675338
Position 1375: 0.006430644396640464
Position 886: 0.005320595308754627
Position 1034: 0.004968341793904573
Position 379: 0.003246488303633961
Position 633: 0.0031977460633935795
Position 1291: 0.0031173310064842356
Position 329: 0.0023613216047242316
Position 1351: 0.0023019776665330273
Position 1100: 0.002137150344885142
Position 840: 0.0020959966234378475
Position 1336: 0.0017830532206086819
Position 589: 0.0015700872877491647
Position 1327: 0.0014987313221706212
Position 1485: 0.001368075403883452
Position 1249: 0.0012192118663902484
Position 479: 0.0010493265438153094
Position 1203: 0.0009222848376531407
Position 1181: 0.0009187099734431584
Position 1097: 0.0008673929720827279
Position 527: 0.0006090133871998384
Position 597: 0.0005902761344790782
Position 1193: 0.0004391323366496137
Position 1225: 0.00029654615467431374
Position 637: 0.0002453779374415797
Position 279: 0.0002197744626877203
Position 686: 0.00021266376141974988
Position 1071: 0.00021251606341102033
Position 1358: 0.00021134704957786988
Position 672: 0.0001618805225981605
Position 296: 0.00016141555325176183
Position 1396: 0.00015637801001641894
Position 301: 0.00014159163579816476
Position 1379: 0.00013374570364030352
Position 1261: 0.00012824679159636332
Position 1273: 9.678262556525613e-05
Position 1130: 8.541392361177716e-05
Position 270: 7.986970260302064e-05
Position 1386: 6.391795092983457e-05
Position 209: 5.540704352461738e-05
Position 381: 4.006516978727654e-05
Position 556: 3.013824959301793e-05
Position 1154: 2.861886465678952e-05
Position 1414: 2.298059761365695e-05
Position 661: 2.0277109436266035e-05
Position 333: 1.8218933994715936e-05
Position 524: 1.6375699897537016e-05
Position 496: 1.2708421874694681e-05
Position 650: 8.53598750494148e-06
Position 397: 4.853010404722669e-06
Position 405: 8.418496060082516e-07
Position 562: 7.602515795404711e-07
Position 337: 5.802824358873988e-07
Position 267: 3.496439853948908e-07
Position 705: 3.366990504425605e-07
Position 535: 3.3421362237889555e-07
Position 189: 2.6211799062218645e-07
Position 213: 1.822528883407166e-07
Position 407: 1.121117411440903e-07
Position 387: 1.0694673932652242e-07
Position 570: 7.566757148953231e-08
Position 303: 7.087465162001037e-08
Position 567: 6.616767342015159e-08
Position 170: 3.8785951331930614e-08
Position 646: 3.3075509358050095e-08
Position 132: 1.88582971418112e-10
Position 144: 1.0161024602201771e-10
Position 149: 5.852558181563269e-12
Position 186: 5.395042621009472e-12
Position 575: 2.7457026787100795e-14
