Gene = GOLGB1
index = 608
Annotated 5SS: [  124 18880 19891 20568 22843 27494 30110 31368 33019 34895 47275 49944
 56015 59086 68069 72471 72863 80544 81695 82280 84830]
Annotated 3SS: [18781 19737 20414 22713 27376 30001 31253 32615 34778 47159 49869 50825
 57173 67889 72304 72724 80399 81596 82144 84723 85140]
SMsplice 5SS: [  124 18880 19891 22843 29921 30110 31368 31763 33019 34895 49944 51055
 57238 61910 68069 72471 72863 80544 81695 82280 84830]
SMsplice 3SS: [18781 19737 22713 29815 29986 31253 31618 32615 34778 49869 50825 57173
 61875 67889 72304 72724 80399 81596 82144 84723 85140]
top_k =  500
Partition function (log Z): -9.7022305566466

Sorted 5' Splice Sites (High to Low Probability):
Position 34895: 0.9994367773230566
Position 22843: 0.9983998970381369
Position 31368: 0.9847224158954487
Position 30110: 0.9529516817191482
Position 31763: 0.8826318558140267
Position 33019: 0.7768858864062398
Position 29921: 0.7394887188223891
Position 19891: 0.7308269777109822
Position 124: 0.6799700409059223
Position 11120: 0.6524257898610063
Position 41977: 0.5645435149711575
Position 20568: 0.5579284767191592
Position 9710: 0.5456375173006051
Position 18880: 0.508540678469004
Position 18908: 0.49005253373356134
Position 24725: 0.46977600965892985
Position 57238: 0.43197916376076073
Position 51055: 0.41918767557522424
Position 25794: 0.3900690450162206
Position 395: 0.33381932644633017
Position 20841: 0.2847836954363755
Position 30911: 0.27135445868486624
Position 24080: 0.23186664861316025
Position 2005: 0.2306812938535624
Position 32133: 0.21902263286447055
Position 23583: 0.15386621372772344
Position 33497: 0.15199348727791231
Position 13934: 0.11531188274660747
Position 4684: 0.10169860275489216
Position 31989: 0.08208539480385411
Position 35880: 0.07209026788578494
Position 30941: 0.06613128167420752
Position 859: 0.06350137148219082
Position 9164: 0.06313805467013416
Position 32831: 0.05405316063657731
Position 21938: 0.0539825312223522
Position 25777: 0.052759644617034404
Position 21987: 0.03776102774549551
Position 20833: 0.03484101111660929
Position 24544: 0.0311956666276609
Position 30070: 0.027514955255172377
Position 746: 0.025814568190277432
Position 27494: 0.025372399122656306
Position 30441: 0.02418724073346811
Position 30947: 0.022414206394397864
