Gene = MSL2
index = 887
Annotated 5SS: [875]
Annotated 3SS: [43107]
SMsplice 5SS: [  875  1149  3896 42995]
SMsplice 3SS: [ 1048  3816 42818 43107]
top_k =  500
Partition function (log Z): -26.96326195226313

Sorted 5' Splice Sites (High to Low Probability):
Position 3896: 0.7846201069789284
Position 875: 0.779081637039228
Position 1149: 0.6625626703972635
Position 1452: 0.42749575020791797
Position 1989: 0.37659353792861106
Position 265: 0.11844769897169662
Position 2471: 0.07158193155386756
Position 2984: 0.045183444735883364
Position 2905: 0.04133643394512834
Position 940: 0.024424687633235426
Position 2021: 0.024252874642339387
Position 6445: 0.021876575194372822
Position 2869: 0.02137887268436464
Position 2812: 0.019973205337294506
Position 3419: 0.01516656527394612
Position 2184: 0.01493620734125126
Position 935: 0.011803594615395352
Position 3437: 0.008387027107883558
Position 6964: 0.005814308002198916
Position 6382: 0.005491241627010628
Position 1429: 0.0054888928208136865
Position 3521: 0.0034972844309807544
Position 1998: 0.003231142642688932
Position 1119: 0.0029425863597383013
Position 252: 0.0019111655094119133
Position 617: 0.001335984178681995
Position 2380: 0.0011324711707455999
Position 4766: 0.0010498064510399792
Position 963: 0.0009763969968504954
Position 494: 0.0008853576460819277
Position 1128: 0.0007666690992355998
Position 514: 0.000720795618585767
Position 2385: 0.0005162034030890344
Position 28: 0.00041865651311409803
Position 1225: 0.0003969472711389098
Position 967: 0.00039691776460280923
Position 554: 0.00037198433131768396
Position 1261: 0.0002892854604647261
Position 363: 0.000271911646476369
Position 997: 0.0002631409949147177
Position 1232: 0.0002591837598605492
Position 1401: 0.00022277192086171606
Position 1134: 0.00021361398632894325
Position 1556: 0.00021350150208675976
Position 4721: 0.00017694346985789967
Position 1094: 0.0001524496501265427
Position 1143: 0.00011092271693457657
Position 1104: 0.00010658949500662497
Position 1393: 0.00010465800677760634
Position 1235: 9.967498624774486e-05
Position 960: 9.00175218199273e-05
Position 1131: 8.55920375109174e-05
Position 522: 7.342308811532789e-05
Position 556: 5.725063089809978e-05
Position 1642: 5.1329113720873514e-05
Position 948: 4.1226907715150204e-05
Position 468: 3.992239316298095e-05
Position 598: 3.8283947892845066e-05
Position 716: 2.490236538675093e-05
Position 868: 2.466104728263042e-05
Position 382: 2.443619988347602e-05
Position 724: 2.3868089066981403e-05
Position 742: 2.34619918862033e-05
