Gene = PM20D1
index = 1044
Annotated 5SS: [  214  2233  4793  5307  6031  6451  7442  7964  8307  9866 17520 19838]
Annotated 3SS: [ 2145  4559  5219  5899  6330  7365  7901  8227  9793 17350 19737 21373]
SMsplice 5SS: [  214  2233  5307  6451  7442  8307  9401  9866 17520 17721 19838]
SMsplice 3SS: [ 2145  5219  6330  7365  8227  9332  9793 17433 17605 19737 20027]
top_k =  500
Partition function (log Z): 10.568985420957919

Sorted 5' Splice Sites (High to Low Probability):
Position 9866: 0.9975843005584528
Position 6451: 0.9698223289952028
Position 17520: 0.9505627427232272
Position 19838: 0.9481128718677122
Position 7442: 0.9207852472497898
Position 8307: 0.8809952530263119
Position 9401: 0.8291894287370595
Position 2233: 0.8226793381349419
Position 5307: 0.8133797524128398
Position 17721: 0.7628126227301175
Position 214: 0.6484368937897439
Position 4715: 0.4367366967432607
Position 13229: 0.3782699113886588
Position 56: 0.3394171773970733
Position 19371: 0.2953962297524283
Position 20285: 0.2706133596446944
Position 6031: 0.20137490106855038
Position 19307: 0.1590292823044513
Position 18189: 0.15204057953949845
Position 21282: 0.1248825769930655
Position 7964: 0.12211329183495377
Position 9405: 0.09122202198634288
Position 20101: 0.07259369467865243
Position 21291: 0.06901779473698157
Position 21278: 0.06064578941229546
Position 12708: 0.05983056476029645
Position 7512: 0.05103598810587175
Position 9009: 0.04871501924535161
Position 2258: 0.04863802061688502
Position 8563: 0.03716473515435405
Position 5351: 0.03683044641408229
Position 10574: 0.03666448096636716
Position 19435: 0.03297100457162183
Position 19864: 0.025482612342479165
Position 9581: 0.02430613356202421
Position 5165: 0.022349577439751248
Position 19045: 0.022153708034613216
Position 19498: 0.019900371676772517
Position 4793: 0.019599635271193988
Position 1557: 0.018823795671050192
Position 1548: 0.017593771719260888
Position 426: 0.01388981707172038
Position 19851: 0.012609915281911892
Position 7243: 0.011671881246995535
Position 15: 0.009782054236559094
Position 4883: 0.009559399973131613
Position 19108: 0.00929455559241405
Position 5039: 0.008934837187398523
Position 4870: 0.007805859559745382
Position 3055: 0.007540247729023279
Position 5711: 0.007266287331388863
Position 7232: 0.007093676984468685
Position 7500: 0.00683370375565429
Position 8158: 0.006166713660373178
Position 21494: 0.005921249461069342
Position 251: 0.005586007390911832
Position 8154: 0.005203374251081278
Position 5065: 0.004844778840064217
Position 4688: 0.004328788029656996
