Gene = FPGS
index = 564
Annotated 5SS: [ 188 1539 1678 1826 4213 4412 4608 4814 5437 5831 6015 6960 7232 8137]
Annotated 3SS: [ 1409  1623  1760  4097  4333  4545  4710  5358  5682  5924  6808  7155
  8069 10319]
SMsplice 5SS: [  282  1539  1678  1923  4238  4412  4608  4814  5437  5831  6015  6960
  7232  8137 10449]
SMsplice 3SS: [ 1439  1623  1760  4116  4333  4545  4710  5358  5682  5924  6808  7155
  8069 10319 10966]
top_k =  500
Partition function (log Z): 45.28817641221396

Sorted 5' Splice Sites (High to Low Probability):
Position 6960: 0.9968898932115879
Position 7232: 0.9966838633321119
Position 4608: 0.9879554879540892
Position 6015: 0.9837823631017831
Position 5831: 0.9816823388604778
Position 1678: 0.9814664232891578
Position 4412: 0.9786900036478016
Position 1539: 0.9282950834014705
Position 5437: 0.9259750190826179
Position 4814: 0.9205554653685811
Position 10449: 0.7927236910987152
Position 282: 0.5676167810151039
Position 8137: 0.502675420521147
Position 1923: 0.4475244682997138
Position 1826: 0.43307841755943866
Position 4238: 0.4038119326889435
Position 4213: 0.3653968002250586
Position 4242: 0.2250654772412164
Position 188: 0.17933920598491537
Position 7855: 0.14374591425504546
Position 530: 0.1332594942524535
Position 8185: 0.084011103546887
Position 1155: 0.07585715691714996
Position 1544: 0.05790148721970831
Position 9316: 0.0494696926871736
Position 8144: 0.04861190159446335
Position 7611: 0.04475047435522479
Position 2292: 0.041942339430150036
Position 5468: 0.03698604013855304
Position 8220: 0.0343075652303729
Position 125: 0.033317222524360146
Position 5000: 0.028467779892813974
Position 4938: 0.026081822220172062
Position 3079: 0.023702000314130413
Position 511: 0.018623303379283893
Position 5859: 0.0170488049304327
Position 8213: 0.016510630838902227
Position 745: 0.015474126988249551
Position 233: 0.014300983373951413
Position 1698: 0.011365859074535984
Position 10002: 0.010674673277130557
Position 1305: 0.010647354046882244
Position 5472: 0.010065547927816056
Position 5090: 0.009497181316891035
Position 10233: 0.009377379594037324
Position 10749: 0.008561593658549298
Position 8978: 0.007774228476170527
Position 3896: 0.007774026124653031
Position 4901: 0.007585934428704795
Position 1371: 0.0074963234082380675
Position 9579: 0.007247521044408446
Position 1464: 0.006605093738249971
Position 338: 0.006393532509974911
