Gene = STRA8
index = 1350
Annotated 5SS: [   60  8738 10878 11432 13351 14724 19891 23247]
Annotated 3SS: [ 8539 10801 11346 13323 14437 19816 23134 26438]
SMsplice 5SS: [   60  1925  8738 10878 11432 14438 14724 19891 23247]
SMsplice 3SS: [ 1840  8539 10801 11346 14264 14549 19816 23134 26438]
top_k =  500
Partition function (log Z): 5.930655618201362

Sorted 5' Splice Sites (High to Low Probability):
Position 14724: 0.9851920922017167
Position 23247: 0.9535313892945637
Position 8738: 0.9300095583854072
Position 11432: 0.9290484141028643
Position 19891: 0.8178355518571605
Position 1925: 0.8165107826283583
Position 10878: 0.7881298039316244
Position 60: 0.7540591444709294
Position 283: 0.5995199668817381
Position 14438: 0.518783257191163
Position 1643: 0.4208879949859008
Position 13496: 0.3812694716494403
Position 24540: 0.32943363435332096
Position 22981: 0.24753500706583356
Position 1521: 0.24721410352863674
Position 13549: 0.23933075409213236
Position 18889: 0.17855738978823124
Position 19171: 0.16209927206500646
Position 23968: 0.16145449411991533
Position 14323: 0.15415818768292042
Position 15514: 0.15226677527145063
Position 19710: 0.1519150001982469
Position 19992: 0.14495074570175426
Position 22139: 0.09523211518309005
Position 24192: 0.08061974571638458
Position 11964: 0.06391297551968912
Position 2609: 0.06239922385978375
Position 12960: 0.05442973471673129
Position 23005: 0.04885434471277951
Position 18680: 0.04689899237449762
Position 12583: 0.04553805390502954
Position 1958: 0.041678969015442206
Position 23799: 0.03569414096617388
Position 11954: 0.034218959145694505
Position 302: 0.03308264557361191
Position 14071: 0.03214870351961609
Position 25216: 0.02983218298266339
Position 14410: 0.0276376491861579
Position 23238: 0.025670061148166758
Position 17246: 0.024461770488691068
Position 18012: 0.024232258480873396
Position 19957: 0.01937485784694546
Position 7859: 0.018843482263093788
Position 18742: 0.01868365556442565
Position 18732: 0.017501620496920063
Position 5583: 0.014616275581433491
Position 18295: 0.01352072426530724
Position 25983: 0.013270164671603786
Position 24521: 0.011023735094498924
Position 22392: 0.0090599967534315
Position 19967: 0.008368701469010089
Position 783: 0.0075808431189579705
Position 8963: 0.007519665989628382
Position 13563: 0.006608818227041522
Position 12357: 0.00612003672504052
Position 10594: 0.005918422913077902
Position 21861: 0.005726773361758766
Position 18612: 0.005065548822897758
Position 25245: 0.004640196965160288
Position 24595: 0.004293853251210405
Position 22971: 0.0029462746789590995
Position 23750: 0.0026504951843646448
Position 26020: 0.002490752182926879
Position 20917: 0.002250790735038338
Position 18211: 0.001955128802835657
Position 20744: 0.001894189971033297
Position 25179: 0.001788172346086264
Position 697: 0.0017166443363809771
Position 19863: 0.0016773795252834865
Position 316: 0.001494508671183931
Position 23561: 0.0012802357488882852
Position 19129: 0.001196285149725254
Position 188: 0.0008510091158770314
Position 20662: 0.0008348659795098692
Position 17241: 0.0008279981063173034
Position 22396: 0.0007319203838205401
Position 16437: 0.0006922030850226115
Position 1037: 0.000551553960134312
Position 11717: 0.0005285677200778078
Position 15219: 0.0005213070150479947
Position 20168: 0.0004047109706052781
Position 181: 0.000367289447332912
Position 12316: 0.0002973002943676447
Position 18152: 0.0002490451968128297
Position 15669: 0.0002322611327990454
Position 1272: 0.00016874846594795806
Position 4723: 0.00014068640697874004
Position 2795: 0.00013347306347905779
