Gene = KIF12
index = 745
Annotated 5SS: [ 123  943 1451 1757 2671 3007 3844 4035 4705 4877 5172 5651 5829 6516
 6725]
Annotated 3SS: [ 866 1315 1620 2578 2849 3724 3929 4601 4785 5084 5559 5723 6414 6605
 7056]
SMsplice 5SS: [ 123  756  943 1244 1451 1757 2671 3844 4035 4705 4877 5172 5651 5829
 6319 6516 6725]
SMsplice 3SS: [ 627  866 1071 1315 1620 2578 3724 3951 4601 4785 5084 5559 5723 6209
 6414 6605 7056]
top_k =  500
Partition function (log Z): 36.17204196099743

Sorted 5' Splice Sites (High to Low Probability):
Position 5172: 0.9814807704346197
Position 4877: 0.9798226763532806
Position 123: 0.9716765648501108
Position 4705: 0.9688018710906255
Position 943: 0.9665562383823927
Position 756: 0.964290578345096
Position 4035: 0.9589526825738454
Position 5829: 0.9536722611450594
Position 5651: 0.9156525444993533
Position 1451: 0.9080622067835842
Position 6516: 0.8349477288243559
Position 2671: 0.8276760700148488
Position 1757: 0.7274100416853392
Position 1244: 0.6682362948306766
Position 3844: 0.5210146521468535
Position 6319: 0.5101389535331805
Position 6725: 0.4487038603235986
Position 3007: 0.4452039073826368
Position 2934: 0.24236554347186054
Position 1786: 0.23980247588781128
Position 351: 0.22340096372730975
Position 2693: 0.13113792073706568
Position 420: 0.10627080334249452
Position 3871: 0.08837621131972125
Position 6307: 0.08001921796092827
Position 6352: 0.041047496492420094
Position 1555: 0.03990710884257016
Position 5463: 0.035668099916550414
Position 2720: 0.03169138738030937
Position 6540: 0.031368889319070975
Position 3428: 0.02847986857239853
Position 559: 0.027802075496969485
Position 628: 0.02761515650344851
Position 1267: 0.025543437005878734
Position 3326: 0.0217585931741091
Position 2144: 0.021624089247663056
Position 3027: 0.020359242525499636
Position 6903: 0.019888750056511598
Position 6328: 0.019817791515083963
Position 6691: 0.018602406903235613
Position 45: 0.015748627593550373
Position 5456: 0.014503852924133916
Position 293: 0.0143870527167105
Position 3528: 0.014068705400853745
Position 3522: 0.013401887771601208
Position 983: 0.012643018788050298
Position 1539: 0.01102528746355524
Position 2926: 0.01085682318150892
Position 4441: 0.010184656586575037
Position 6236: 0.006865719698597082
Position 1184: 0.00538446215729825
Position 3454: 0.004101269989587087
Position 6667: 0.004068449107174843
Position 1874: 0.0040563794256196755
Position 236: 0.0036718190261901817
Position 5844: 0.0029574269784230006
Position 4832: 0.0027976177062305194
Position 499: 0.002690456193274517
Position 2750: 0.0026822101842701365
Position 6664: 0.002411911256687116
Position 1551: 0.002111606680155747
Position 3474: 0.0017889452310656086
Position 2724: 0.001669744308626857
Position 6954: 0.001644792362509772
Position 671: 0.0015495732088258325
Position 5850: 0.0012240420198755383
Position 5685: 0.0012203103798587656
Position 7153: 0.0010484236456502344
Position 2893: 0.0009192939212102324
Position 1708: 0.0009034053517548558
Position 3801: 0.0008834992039579122
Position 5363: 0.0008246715077877695
Position 5155: 0.0008240211139664761
Position 2203: 0.0006940440451664607
Position 5516: 0.0006908235271915387
Position 1167: 0.0006643496428335308
Position 6775: 0.0005619900558193378
Position 1792: 0.000487368524946222
Position 6922: 0.00048557413170838824
Position 3568: 0.0004582095594337308
Position 6930: 0.00045089549163864905
Position 1759: 0.0003930242488038306
Position 6520: 0.00033914180935612823
Position 387: 0.00033811929172451776
Position 3370: 0.0003044272640474948
Position 4170: 0.00025883891231911614
Position 6501: 0.0002481766719245539
Position 4727: 0.0002447900662298221
Position 1212: 0.00023742197868508754
Position 6935: 0.0002206289264817705
Position 3832: 0.0002149818722502517
Position 5000: 0.00021153467255514185
Position 2762: 0.00021049707724482688
Position 6437: 0.00020055058726087556
Position 6314: 0.00019237854898206843
Position 1761: 0.00019116068957995483
Position 724: 0.00016504438994032896
Position 73: 0.00016365157911633392
Position 3930: 0.00015748556655304185
Position 1178: 0.00012896617463865185
Position 1401: 0.00010943827066172992
Position 452: 0.00010734953960736565
Position 1229: 9.882027549259291e-05
Position 717: 9.37715359187245e-05
Position 3098: 8.594389797111228e-05
Position 577: 8.501328134702492e-05
Position 5614: 8.24806849701617e-05
Position 519: 7.985901305216202e-05
Position 1155: 6.618461214869778e-05
Position 2889: 6.422089012888094e-05
Position 4039: 4.801351154206507e-05
Position 1724: 4.589245200768857e-05
Position 4576: 4.563291708883286e-05
Position 5280: 4.409665535903572e-05
Position 5521: 3.5252065486577e-05
Position 1711: 3.347502567650896e-05
Position 5595: 2.9554068278385345e-05
Position 5655: 2.8707807067004506e-05
Position 2675: 2.8089298888238925e-05
Position 5432: 2.7231480528955427e-05
Position 760: 2.719870712370278e-05
Position 316: 2.4820861378664478e-05
Position 828: 1.8549878428755145e-05
Position 5478: 1.4665154820270163e-05
Position 389: 1.310787449266476e-05
Position 539: 1.2985383879349519e-05
Position 424: 1.123267599661354e-05
Position 676: 9.911284865049669e-06
Position 2303: 8.595201020801521e-06
Position 3029: 8.07782903998352e-06
Position 334: 7.888946945540803e-06
Position 4850: 7.0660243991408055e-06
Position 2579: 6.610683822982066e-06
Position 1331: 6.2347410814042635e-06
Position 1325: 5.330232415134389e-06
Position 1303: 5.081644789157022e-06
Position 4743: 4.925749952920038e-06
Position 1888: 1.0206712456634153e-06
Position 15: 5.103925164777801e-07
Position 32: 3.007979747963514e-07
Position 224: 1.283850421519263e-07
Position 90: 8.807112448477491e-08
Position 5943: 8.28888589242341e-08
Position 5976: 8.249784305917784e-08
Position 467: 2.9372510743458943e-08
Position 255: 1.1781137811211072e-08
Position 426: 7.879753261723823e-09
Position 221: 2.52456555610441e-09
Position 49: 1.288138175691986e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3724: 0.9814755733121787
Position 4785: 0.9784084344614928
Position 6414: 0.975184494688832
Position 1620: 0.9690561888154597
Position 866: 0.9589091713368526
Position 5084: 0.9580692056518078
Position 5723: 0.9462176085918157
Position 5559: 0.9157720994721821
Position 4601: 0.9107470251325029
Position 2578: 0.8063337060306598
Position 627: 0.7584600787624163
Position 1071: 0.7520340253705224
Position 1315: 0.5694937268705252
Position 6605: 0.5554951828491993
Position 6209: 0.5522469367816955
Position 7056: 0.5193123644262293
Position 3951: 0.5189113096577983
Position 2849: 0.43747422741448727
Position 1341: 0.24722931635433415
Position 2549: 0.18921046865144728
Position 6882: 0.1702313902869443
Position 2922: 0.15433701338898007
Position 271: 0.12217170942132057
Position 575: 0.08878620185114668
Position 235: 0.08710205925733094
Position 253: 0.07864022762709925
Position 1360: 0.06739129764104461
Position 595: 0.06648101318167511
Position 450: 0.06476366550435393
Position 3368: 0.061772643668616484
Position 2835: 0.05694821604000784
Position 6152: 0.05449782085559633
Position 3929: 0.049669554655694684
Position 2824: 0.04707408863969302
Position 5396: 0.04345303411934379
Position 6643: 0.03689378666751647
Position 6608: 0.03590035416423387
Position 202: 0.028606799951470557
Position 497: 0.023464647252148325
Position 5044: 0.021655717605813564
Position 6122: 0.019779883586041904
Position 4638: 0.016343563517524327
Position 3956: 0.014670721914669872
Position 1989: 0.014093217435082368
Position 7138: 0.013887739119373875
Position 4619: 0.01371255514340138
Position 6172: 0.013677250981130411
Position 3249: 0.012236383719467062
