Gene = MGLL
index = 841
Annotated 5SS: [   167   1557  41462 100821 102198 112675 128276]
Annotated 3SS: [  1411  41354 100683 102086 112584 128059 130926]
SMsplice 5SS: [   167   1557   8143  10401  14046  14368  22873  24460  30202  41462
  56112  57560  68767  87546 100821 102198 112675 128108 128276]
SMsplice 3SS: [  1411   7920  10320  13954  14311  22777  24319  29992  41354  55987
  57442  68688  87356 100683 102086 112584 128059 128194 130926]
top_k =  500
Partition function (log Z): -43.529774265788035

Sorted 5' Splice Sites (High to Low Probability):
Position 8143: 0.9999999630198277
Position 30202: 0.9996981098594978
Position 41462: 0.9995184559641251
Position 10401: 0.9922863805440854
Position 167: 0.9641358126576121
Position 14368: 0.9566953492315897
Position 24460: 0.7755672891384175
Position 22873: 0.7708638420187673
Position 1557: 0.7651739932967567
Position 6005: 0.7651657721110302
Position 14046: 0.7254039237336661
Position 4617: 0.44484628578068713
Position 942: 0.23010170067094377
Position 1530: 0.22601135470007708
Position 24524: 0.22440342532703078
Position 3907: 0.14608708377049925
Position 583: 0.11378925671728064
Position 18385: 0.1078785293640687
Position 4303: 0.09663527505339152
Position 2541: 0.0923818326672142
Position 14685: 0.08006726588292697
Position 4656: 0.05358196226438252
Position 2568: 0.0531299157546915
Position 46612: 0.04590112519887436
Position 6777: 0.043558096738660616
Position 527: 0.03980041319635235
Position 6848: 0.037587032719158094
Position 591: 0.03607197447250308
Position 570: 0.03595891181680958
Position 4363: 0.03479753986721648
Position 42595: 0.029928899443865765
Position 523: 0.027376297623927553
Position 12880: 0.023185838607750475
Position 42257: 0.02088923896638103
Position 2207: 0.01959074345741775
Position 2380: 0.011888553879446592
Position 3155: 0.010627350703997621
Position 1585: 0.008810298263804568
Position 951: 0.00853785701260912
Position 1265: 0.008234827644404578
Position 2875: 0.007587177303312405
Position 1252: 0.007137963063913119
Position 748: 0.00713727821278251
Position 1206: 0.006744775316464006
Position 805: 0.006142075756913785
Position 3330: 0.005681971749907801
Position 2504: 0.004798160567527233
Position 3425: 0.003588020888113164
Position 1269: 0.002958261316907856
Position 4037: 0.0028454367414184607
Position 2508: 0.002507731151614948
Position 593: 0.0022253493126237907
