Gene = POC5
index = 1046
Annotated 5SS: [  176  4628  9745 11778 14877 22827 25086 27099 28470 32275 39708]
Annotated 3SS: [ 4529  9605 11693 14670 22649 24980 26918 28315 31996 39530 42902]
SMsplice 5SS: [  176  4628  4868 11778 14472 14877 20797 21437 25086 27099 28470 32275
 39708]
SMsplice 3SS: [ 4529  4815 11693 14334 14670 20721 21230 25008 26918 28315 32080 39530
 42902]
top_k =  500
Partition function (log Z): 0.10640099334221631

Sorted 5' Splice Sites (High to Low Probability):
Position 27099: 0.9875047890276496
Position 176: 0.9824870040930953
Position 4628: 0.9534986766912749
Position 14877: 0.9215015051989704
Position 11778: 0.9122977689323764
Position 32275: 0.8542460787638905
Position 39708: 0.8299102083832087
Position 28470: 0.8049626378128762
Position 14472: 0.7996856692937208
Position 21437: 0.7476639730945683
Position 20797: 0.680482722636864
Position 5402: 0.6157149253786776
Position 4868: 0.41865864213963117
Position 28196: 0.35402227550732207
Position 16843: 0.2868657659671519
Position 25086: 0.2729641045158321
Position 5106: 0.24902479395029023
Position 27896: 0.22478662179922723
Position 2840: 0.2072946745014935
Position 9745: 0.19366530557101352
Position 4153: 0.15408421599804423
Position 358: 0.14951485065342654
Position 28415: 0.14500798680040491
Position 22827: 0.1394340355195126
Position 4875: 0.1359779503308559
Position 41266: 0.13497936329171178
Position 33472: 0.13094703214464315
Position 27437: 0.13092838859476244
Position 18397: 0.11538495458274182
Position 33423: 0.11493947823557639
Position 28154: 0.109402553876923
Position 31352: 0.08068978436245748
Position 6632: 0.08024229037697234
Position 6872: 0.07643873709464155
Position 14434: 0.07445326209926664
Position 21681: 0.06496903850300277
Position 12815: 0.06469469613406935
Position 14882: 0.06450884445588098
Position 10016: 0.05498880481341073
Position 7514: 0.04951113136862823
Position 401: 0.04656583469576663
Position 15278: 0.044593329606806086
Position 5102: 0.04282539457803015
Position 36112: 0.041757032906822894
Position 3982: 0.03701257436966143
Position 29967: 0.033384098431035444
Position 13981: 0.03263978144472433
Position 1818: 0.031310988472367754
Position 41243: 0.03056511637000712
Position 5129: 0.03008158985957524
Position 29229: 0.028559346134092233
Position 36519: 0.025739801480940794
Position 461: 0.02064025522957452
Position 5518: 0.01880598321921285
Position 11506: 0.013890261695590489
Position 28844: 0.013761462561236492
Position 11848: 0.013755168556422014
Position 6861: 0.01347780851636466
Position 36030: 0.012321363381428046
Position 9517: 0.01224798845863423
Position 28568: 0.010865007425684825
Position 5124: 0.010647709664399143
Position 15638: 0.010559912494498778
Position 994: 0.010096020247176858
Position 27058: 0.00959909060251632
Position 5030: 0.008615904731627402
Position 836: 0.007897419924894412
Position 29406: 0.007754198510652002
Position 28161: 0.0070202596706575625
Position 368: 0.005799290152356732
Position 898: 0.004559493388366854
Position 2099: 0.004267790023019247
Position 34512: 0.003621486093275588
Position 1571: 0.002691337692422256
Position 9477: 0.002567707396021542
Position 15716: 0.002410928305543089
Position 180: 0.002377012722883608
Position 5744: 0.0023126633658925072
Position 1836: 0.002149037702239354
Position 15084: 0.0020955049153008917
Position 28115: 0.0018931857439479444
Position 16505: 0.0018556372568193664
Position 407: 0.0018011457350426468
Position 27403: 0.0017845634756884778
Position 30203: 0.0017549788603668922
Position 495: 0.0016794955708416604
Position 6471: 0.0012692954084856044
Position 21921: 0.0012103287827605984
Position 227: 0.0011554908731995829
Position 34471: 0.0011252699357391918
Position 4389: 0.001111972397732559
Position 4385: 0.0010740153670618666
Position 6635: 0.0008133596107427495
Position 6954: 0.0007998473258051692
Position 6902: 0.0007521112014538583
Position 4886: 0.0006958207529761948
Position 5316: 0.0006274636145359169
Position 6944: 0.000542101868786486
Position 1186: 0.0003341313818534911
Position 2663: 0.0003159107553625208
Position 4682: 0.0003106646075059248
Position 6243: 0.00019586177217667766
Position 1660: 0.0001774498238491632
Position 74: 0.00014611228467710296
Position 5489: 0.00014436136104781406
Position 319: 0.0001402681631120835
Position 419: 0.00010895918455328125
Position 5609: 0.00010789915839874806
Position 28663: 6.949928911452219e-05
Position 28583: 4.555894795029682e-05
Position 8323: 2.755876178186722e-05
Position 28536: 2.6907821251976016e-05
Position 1537: 2.5058099969181055e-05
Position 28564: 2.1735866985460652e-05
Position 62: 1.58070399211868e-05
Position 160: 1.411306898438462e-05
Position 28682: 1.3892728296854252e-05
Position 1175: 7.26536442687344e-06
Position 438: 6.767928545590635e-06
Position 27: 4.7973127746760794e-06
Position 823: 3.6710937693666933e-06
Position 487: 2.9378428319872246e-06
Position 57: 1.3307362167947123e-06
Position 80: 9.379075917203832e-07
Position 611: 6.072359056113341e-07
Position 149: 3.247149566438256e-07
Position 327: 3.1978791221407744e-07
Position 295: 2.9323585987194367e-07
Position 652: 2.081238131950012e-07
Position 206: 1.706999093589042e-07
Position 682: 6.478474528598132e-08
Position 47: 3.762565232507178e-08
Position 450: 2.270765068381275e-08
Position 83: 1.2304312585084004e-08
Position 453: 7.495034197398566e-09
Position 261: 1.0998229899623433e-09
Position 230: 6.11689477941118e-10
Position 247: 3.165101331887242e-10
Position 1015: 2.711711280632629e-10
Position 776: 1.226717569224781e-10
Position 306: 1.1048007715193833e-10
Position 259: 2.997375027550827e-11
Position 391: 2.0097026764466718e-11
Position 309: 1.2821584597299788e-11
Position 343: 5.1687528722659175e-12
Position 68: 3.4518227454546422e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 26918: 0.9971038796301662
Position 28315: 0.9490719709254669
Position 11693: 0.9260529374887984
Position 39530: 0.8669593754079519
Position 14334: 0.8470543846953231
Position 21230: 0.7476639730945683
Position 4815: 0.6536034484827893
Position 20721: 0.6413192310881333
Position 5255: 0.6256700997053098
Position 42902: 0.611325486984085
Position 14670: 0.5223097883218883
Position 4529: 0.45747315803776134
Position 28114: 0.4101629361948533
