Gene = ATPIF1
index = 117
Annotated 5SS: [138 320]
Annotated 3SS: [ 227 1703]
SMsplice 5SS: [138 320]
SMsplice 3SS: [ 227 1703]
top_k =  500
Partition function (log Z): -4.132231760990813

Sorted 5' Splice Sites (High to Low Probability):
Position 138: 0.9919259551828871
Position 320: 0.955251777290637
Position 1115: 0.05012420241099187
Position 626: 0.015958661323914002
Position 1637: 0.0045829856488337
Position 1437: 0.0034970277441857944
Position 796: 0.0025046648943920194
Position 824: 0.0019581121521211765
Position 271: 0.0018455379782619462
Position 99: 0.0006150458588532701
Position 862: 0.0005185592579301723
Position 1855: 0.0004415407284384742
Position 341: 0.0002517614490595965
Position 1548: 0.0001776035719742284
Position 34: 0.00017669084718980875
Position 1846: 0.00016847477516944553
Position 410: 0.00015679907643874848
Position 939: 0.0001476833336015733
Position 1013: 0.00013839714637927766
Position 1240: 0.00010510591199444394
Position 1562: 7.962474591764301e-05
Position 334: 7.940253859720019e-05
Position 153: 6.249393892599952e-05
Position 681: 5.9293334999628965e-05
Position 914: 5.540432169209517e-05
Position 557: 2.806346023021098e-05
Position 92: 2.6777073311198774e-05
Position 629: 2.675532561907872e-05
Position 1277: 2.2358490150047125e-05
Position 1661: 1.612653368980634e-05
Position 57: 5.363932819216509e-06
Position 843: 4.884358551010778e-06
Position 151: 2.4502131943179275e-06
Position 90: 3.410345636437159e-07
Position 65: 9.279305230060203e-08
Position 458: 7.355289012539604e-08
Position 80: 5.220271465407609e-08
Position 494: 4.847088124914381e-08
Position 658: 3.276438853465792e-08
Position 1159: 2.912157267134123e-08
Position 660: 2.423172909181077e-08
Position 196: 6.822681895385971e-09
Position 237: 2.5400597358967223e-09
Position 208: 1.1782306129287579e-09
Position 227: 2.5881029641748547e-10
Position 399: 6.299538993715971e-11
Position 210: 3.3900603809018615e-11
Position 216: 3.193328949745147e-11
Position 510: 1.0056300203421559e-11
Position 525: 8.583797398254892e-12
Position 477: 4.78436954830775e-12
Position 543: 3.97885439982997e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 227: 0.9614067239986747
Position 1703: 0.397571734217666
Position 499: 0.15745763028665125
Position 1521: 0.05349226623907195
Position 1562: 0.05163457918496538
Position 936: 0.049892529492525726
Position 437: 0.04471202249076861
Position 1013: 0.03641678462311462
Position 752: 0.03509980078784774
Position 1942: 0.02438461650020804
Position 1401: 0.023684372836789737
Position 1627: 0.023076505704564505
Position 1159: 0.019974559280928842
Position 1277: 0.019509546343816322
Position 625: 0.01945293190100416
Position 208: 0.017018317776292407
Position 1436: 0.010511672751440373
Position 1297: 0.00921252593549744
Position 1710: 0.007114760413315524
Position 693: 0.005380625219009241
Position 969: 0.004694991887023539
Position 1542: 0.004638275530685499
Position 1750: 0.004425290665054818
Position 805: 0.0037298789849257324
Position 1349: 0.0035788312862935416
Position 458: 0.0035601261694031606
Position 658: 0.0033422575231780312
Position 645: 0.0027604730276491536
Position 1483: 0.002744488884140262
Position 525: 0.002538533833124101
Position 1963: 0.002535412776848525
Position 795: 0.0023531062491970386
Position 1636: 0.002186563931854033
Position 1468: 0.0019293725024485192
Position 1208: 0.0018940978533399874
Position 1897: 0.001847717137718608
Position 615: 0.0016978333802465473
Position 531: 0.0016539597836364689
Position 1666: 0.001208927682644486
Position 899: 0.001016301999908858
Position 762: 0.0009067947504274032
Position 1072: 0.0007583253865322957
Position 1008: 0.0007362261435301184
Position 786: 0.0005963546017191382
Position 1770: 0.0005911454762296122
Position 1443: 0.0005895004293068999
Position 1773: 0.0005446233690003928
Position 882: 0.000541565595686784
Position 510: 0.0005233345970684252
Position 1105: 0.000507009368164948
Position 1164: 0.0004806979900414946
Position 1705: 0.00038325877131588446
Position 267: 0.00037740525364285854
Position 665: 0.0003195193909750954
Position 822: 0.00027479086957773053
Position 1485: 0.0002565062973049433
Position 1865: 0.0002363386479200921
Position 233: 0.0001243660440451827
Position 939: 0.00011915520810287016
Position 1010: 0.00011534307646020641
Position 1753: 0.00011283412604097774
Position 1729: 9.097259525156052e-05
Position 1791: 8.39944585218874e-05
Position 1240: 7.81902276233507e-05
Position 1649: 6.706043898931294e-05
Position 824: 5.5241515193946405e-05
Position 917: 3.5355628039473816e-05
Position 287: 3.526773912123072e-05
Position 909: 3.0445007801886094e-05
Position 1591: 2.9865438222339692e-05
Position 1686: 2.6206713671859012e-05
Position 976: 1.614715858088758e-05
Position 291: 1.0019738642898224e-05
Position 296: 9.65854463425192e-06
Position 346: 9.442536226468482e-06
Position 293: 1.0473093084293358e-06
Position 289: 5.086256877785567e-07
Position 1017: 3.809796180706787e-07
Position 166: 2.6052710389228244e-07
Position 828: 6.479782759851865e-08
Position 137: 6.365876972644024e-08
Position 771: 2.2911198438056068e-08
Position 341: 1.969324724174203e-08
Position 324: 3.463799807922159e-09
Position 305: 3.338031337618783e-09
Position 151: 2.628875578125171e-09
Position 303: 5.980256203262087e-10
Position 120: 4.5396469433116267e-10
Position 103: 4.3426827603190674e-10
Position 114: 3.5194265800720335e-10
