Gene = ATP6V1F
index = 115
Annotated 5SS: [237]
Annotated 3SS: [2550]
SMsplice 5SS: [237]
SMsplice 3SS: [2550]
top_k =  500
Partition function (log Z): -3.3387170859867137

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.5434097471867612
Position 242: 0.4125462875513221
Position 682: 0.4074738517478841
Position 691: 0.1488291672323333
Position 1078: 0.05482766116601549
Position 1202: 0.054399113875546294
Position 604: 0.052418030904259706
Position 2378: 0.03423214252656982
Position 579: 0.016886481485227266
Position 56: 0.016190822671561054
Position 1191: 0.014621132135917432
Position 319: 0.013704276124460804
Position 1029: 0.013470070185136193
Position 2612: 0.00938585252800302
Position 92: 0.00697186951411404
Position 825: 0.004233291202254194
Position 546: 0.0034099252847887675
Position 708: 0.002685726895323387
Position 418: 0.002657868850129942
Position 127: 0.0024240593119853084
Position 14: 0.00201060722400048
Position 773: 0.0018012227367233678
Position 1460: 0.001721285560887346
Position 1337: 0.0016049529544080998
Position 397: 0.0015564101901753176
Position 752: 0.0008258040472686358
Position 1876: 0.000682920104664052
Position 280: 0.000417631455643405
Position 833: 0.0003653368063950671
Position 492: 0.0003330360497789665
Position 2157: 0.0002508351833513806
Position 1926: 0.00020072446028269892
Position 2882: 0.00018499465366260442
Position 447: 0.00018422415399648256
Position 1494: 0.0001417292485334392
Position 1448: 0.00013676466597184881
Position 285: 0.00013304335793527263
Position 411: 6.27747813533713e-05
Position 190: 5.1760609106494835e-05
Position 46: 2.644475122728988e-05
Position 2492: 2.2623903077042343e-05
Position 871: 1.7820976857182003e-05
Position 837: 1.7183184732903136e-05
Position 379: 1.3420444666337407e-05
Position 339: 7.760464570489603e-06
Position 134: 3.6935858541815613e-06
Position 449: 3.1803644370858706e-06
Position 477: 2.287823012599969e-06
Position 30: 2.1282468202819525e-06
Position 193: 1.7030239477847822e-06
Position 764: 4.5477282585654536e-07
Position 36: 1.7989666306251032e-08
Position 507: 7.1497837429637445e-09
Position 385: 6.963330228826332e-09
Position 106: 5.7949839086780186e-09
Position 621: 9.248050051427265e-10
Position 451: 1.9120791851891904e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2550: 0.9676042909880004
Position 578: 0.495737152431291
Position 528: 0.13263136814871995
Position 924: 0.07173597375920923
Position 977: 0.037737678203683477
Position 2293: 0.03141263042631797
Position 1070: 0.012696745944905961
Position 2459: 0.012589985643255327
Position 1798: 0.010986390343826768
Position 154: 0.009044872622588927
Position 1028: 0.006429529643516571
Position 824: 0.006030173948078194
Position 2791: 0.005385220152647632
Position 1272: 0.004664928803845167
Position 862: 0.004294313740617205
Position 2264: 0.0027860730168420803
Position 550: 0.0016459354940688714
Position 2874: 0.0012786556869677382
Position 363: 0.0012397554293946112
Position 1819: 0.00098771575175802
Position 2803: 0.0009475501823179928
Position 2715: 0.0008692162009238258
Position 460: 0.0008584683591190043
Position 2975: 0.0008346675245662868
Position 201: 0.0006974889738589772
Position 1150: 0.0006344239887296693
Position 405: 0.0005878370629821504
Position 76: 0.00046150809406102726
Position 2596: 0.00044696581810853726
Position 707: 0.00044063208315111776
Position 1125: 0.0003303355522394121
Position 379: 0.00032875609771278663
Position 2638: 0.0002967824391114512
Position 554: 0.00029423424068699013
Position 1794: 0.00027823489807151866
Position 3000: 0.00023484374671149113
Position 2920: 0.0001958778415659667
Position 1083: 0.00018686957380543003
Position 2641: 0.00018269088399326084
Position 358: 0.00016485906719198405
Position 2606: 0.0001333087458451097
Position 1637: 0.00011889827568861767
Position 2926: 8.736459484444516e-05
Position 1600: 8.44222157559331e-05
Position 1762: 7.792948618486226e-05
Position 168: 7.581661855997969e-05
Position 2698: 7.307056568175058e-05
Position 740: 6.361114991370183e-05
Position 1247: 5.7449818700111155e-05
Position 1622: 4.308331007001348e-05
Position 339: 4.229907308814972e-05
Position 2662: 4.022095979425987e-05
Position 1694: 3.950085356396141e-05
Position 2766: 3.922424371006573e-05
Position 2896: 3.624557332272979e-05
Position 530: 3.607086050650652e-05
Position 198: 3.4720052352889615e-05
Position 2741: 3.0291117601559477e-05
Position 1869: 2.925899899359447e-05
Position 408: 2.705947720500123e-05
Position 463: 2.3967453161863346e-05
Position 2674: 1.7365764891928354e-05
Position 2721: 1.671477173985446e-05
Position 2113: 1.218292044208938e-05
Position 2464: 1.2027185058875224e-05
Position 717: 1.077814913270466e-05
Position 686: 1.0045532048073526e-05
Position 417: 9.641518902488059e-06
Position 2833: 9.453601833402322e-06
Position 2140: 9.113113631795812e-06
Position 285: 8.488736504384362e-06
Position 115: 7.6212087481408e-06
Position 1107: 7.30095334500266e-06
Position 1563: 6.3809078115273354e-06
Position 120: 5.978739631675142e-06
Position 226: 5.8966086860985844e-06
Position 885: 5.28470982284796e-06
Position 1405: 4.847286534373045e-06
Position 323: 3.6035281640125365e-06
Position 471: 2.4976006934171077e-06
Position 106: 2.4217760444494854e-06
Position 945: 2.411087064459905e-06
Position 488: 1.811581556133863e-06
Position 96: 1.5376684090002323e-06
Position 219: 5.594545225281611e-07
Position 303: 5.585276830030059e-07
Position 982: 4.5666810429599215e-07
Position 939: 4.496035845211849e-07
Position 253: 3.690215480515307e-07
Position 426: 3.387543681869305e-07
Position 159: 3.302968495374127e-07
Position 641: 2.1331552522251473e-07
Position 608: 3.150474082131511e-08
Position 635: 7.958782340535718e-09
Position 593: 5.51042325941603e-09
Position 483: 1.669369802059499e-09
Position 89: 1.6387174416360202e-09
Position 296: 1.3972891649011275e-09
Position 492: 6.543447545090524e-10
