Gene = FTSJ2
index = 568
Annotated 5SS: [  37 2781]
Annotated 3SS: [2490 6633]
SMsplice 5SS: [471]
SMsplice 3SS: [2490]
top_k =  500
Partition function (log Z): -11.072170862245976

Sorted 5' Splice Sites (High to Low Probability):
Position 2669: 0.48194687535995706
Position 471: 0.2755388582721739
Position 283: 0.159228913911946
Position 3865: 0.1471434422905967
Position 2781: 0.1444604875052307
Position 554: 0.1382247680338135
Position 224: 0.12318846123107255
Position 37: 0.11852222015650077
Position 4184: 0.08832824904491507
Position 2627: 0.06282228397754198
Position 903: 0.053617195448875284
Position 359: 0.03852123927244087
Position 3018: 0.021858451277500558
Position 2274: 0.018613004120876762
Position 86: 0.01811647975273619
Position 1511: 0.01777266988821061
Position 1355: 0.01344255268791492
Position 1543: 0.012563807154045523
Position 2747: 0.009775241184194119
Position 478: 0.008076594970632282
Position 721: 0.0066247460386995236
Position 4843: 0.005450088972207609
Position 948: 0.005029431118475326
Position 2491: 0.004881774897728995
Position 2762: 0.003925495007937458
Position 1272: 0.0027603212034503707
Position 1881: 0.002624699889313698
Position 695: 0.0026238652241031054
Position 1083: 0.002395499709391727
Position 1156: 0.0020673866267229305
Position 1684: 0.002032971313433156
Position 698: 0.0019926830625953173
Position 2504: 0.001961871135943372
Position 192: 0.0019385663021194311
Position 108: 0.001902533502812992
Position 3747: 0.0018569604397480047
Position 4890: 0.00144246319115602
Position 2246: 0.0012677704088101243
Position 1851: 0.0012504351996983412
Position 5483: 0.001146481434957716
Position 5805: 0.0011207973304411234
Position 127: 0.0010582410967990988
Position 5539: 0.0009985045150878312
Position 4011: 0.00096291573651766
Position 1516: 0.0008417597850304224
Position 4758: 0.0008392495647121289
Position 393: 0.0008147406029335275
Position 496: 0.0006796234611908623
Position 998: 0.0006108435995989851
Position 1463: 0.0004973846140959258
Position 79: 0.00044218644731698094
Position 804: 0.00043960288160157764
Position 966: 0.00040784304339298
Position 908: 0.00032374143845744223
Position 1680: 0.00031308283134530234
Position 1348: 0.0002942146124044065
Position 3526: 0.0002759408723834215
Position 551: 0.0002564121230419236
Position 830: 0.00017729796025714632
Position 95: 0.00012685575386249464
Position 673: 0.00011779843925331575
Position 1428: 0.00010933922748507843
Position 2283: 7.400321521585721e-05
Position 1090: 4.360463432823954e-05
Position 1654: 3.830979887781233e-05
Position 1823: 3.1781834232580185e-05
Position 61: 3.053935579353374e-05
Position 510: 3.053176832440576e-05
Position 1162: 2.5703400220053358e-05
Position 1804: 2.4976983727010966e-05
Position 1528: 1.864881473059918e-05
Position 277: 7.244650058739779e-07
Position 76: 5.151868034615385e-07
Position 198: 4.683763058143323e-07
Position 2903: 4.5965048993869217e-07
Position 2718: 4.572360262495757e-07
Position 2708: 4.132362997290645e-07
Position 2921: 3.1659822837368414e-07
Position 2641: 3.074817218869101e-07
Position 2967: 2.0287409663653321e-07
Position 2753: 2.0286422409896598e-07
Position 251: 1.5606822073650957e-07
Position 2710: 1.1159777152727602e-07
Position 482: 9.880866556588255e-08
Position 420: 3.4505610715184645e-08
Position 146: 4.555925470165716e-09
Position 388: 1.913420522175148e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2490: 0.5643215325098874
Position 6633: 0.473097565361113
Position 2521: 0.3308573735273108
Position 3738: 0.14973623926574997
Position 3260: 0.07541652051687432
Position 4689: 0.046786460957579636
Position 4098: 0.034572842983395316
Position 5518: 0.03199655985939334
Position 3580: 0.024123724336797738
Position 4059: 0.018822710463017315
Position 4566: 0.016650049052115937
Position 6772: 0.014161007795036614
Position 1653: 0.01350681968633079
Position 4009: 0.011843735308482267
Position 5971: 0.01102325953716055
Position 4187: 0.00920746342546709
Position 3868: 0.009193198019952225
Position 5855: 0.008838823970263232
Position 6696: 0.008718087415069489
Position 581: 0.008627190628123468
Position 3768: 0.008361637176779728
