Gene = JAZF1
index = 725
Annotated 5SS: [   281 188835 285524 340046]
Annotated 3SS: [188761 285326 339875 347766]
SMsplice 5SS: [   281   9352   9898  10101  17528  23834  24130  30722  43445  43677
  68142  85125 188835 199621 212453 216576 230726 266491 267352 268285
 285524 316684 316899 317221 335995 340046 340490 342388 344560 344794]
SMsplice 3SS: [  9238   9766   9975  17355  23704  23965  30665  43309  43528  68059
  85003 188761 199449 212290 216498 230583 266410 267289 268207 285326
 316574 316761 317105 335893 339875 340207 342280 344480 344676 347766]
top_k =  500
Partition function (log Z): -155.40479464245007

Sorted 5' Splice Sites (High to Low Probability):
Position 17528: 0.9968086430900552
Position 281: 0.9944859647752301
Position 24130: 0.9744779505977705
Position 9898: 0.7743845872311609
Position 9352: 0.7340279977540679
Position 10101: 0.5683807737844937
Position 6624: 0.4100692191830715
Position 23834: 0.388897325156849
Position 15700: 0.36155999013864554
Position 6619: 0.3100328287795046
Position 4973: 0.25999521197372105
Position 30722: 0.24700421707995396
Position 10148: 0.22301948641839486
Position 9296: 0.2063465631685463
Position 18940: 0.2058893410574197
Position 4662: 0.10500310368605002
Position 10668: 0.0768806596381224
Position 30001: 0.07572628909476092
Position 30764: 0.0724267127083325
Position 1535: 0.05987722187600059
Position 26017: 0.055649756235012005
Position 8972: 0.05017364202976747
Position 5246: 0.04875803571201653
Position 7710: 0.03603843980620921
Position 8422: 0.030576763288446194
Position 18067: 0.028733212115953862
Position 6307: 0.02583547490909828
Position 1950: 0.0195261132871528
Position 10055: 0.01918063291523155
Position 18325: 0.018949452450694876
Position 7148: 0.018112075196270904
Position 9599: 0.016097301785356045
Position 18089: 0.01380437064734426
Position 5009: 0.013313716592467504
Position 3046: 0.00796655468846682
Position 4906: 0.007492737223076554
Position 9393: 0.0067460458610645
Position 8339: 0.006523921140311713
Position 2114: 0.006093693158346205
Position 4621: 0.005495289236004972
Position 3739: 0.0049985729639001955
Position 9872: 0.004375725651479358
Position 296: 0.004106131763306442
Position 4892: 0.003968429839882483
Position 7500: 0.0017880556324021855
Position 919: 0.0017614190224782104
Position 2957: 0.0010670075370879586
Position 1658: 0.0006768758529956957
Position 1542: 0.0006350647168345045
Position 3792: 0.0005618042997258183
Position 1886: 0.0005175110672955267
Position 1448: 0.00037571750122250623
Position 1874: 0.0003307087076270598
Position 3256: 0.0003251736181581039
Position 4723: 0.00031903325930558897
Position 1494: 0.00029930332181319887
Position 2130: 0.00028380707530849914
Position 3137: 0.0002407931315305659
Position 3825: 0.00023331724038284674
Position 10095: 0.00023283604442943213
Position 4167: 0.0002192084147137655
Position 3699: 0.00019996431195927082
Position 414: 0.00011104287364649105
Position 443: 9.87066638796261e-05
Position 10064: 9.656793286887804e-05
Position 9318: 6.078925212248978e-05
Position 7096: 3.753107757077636e-05
Position 18866: 3.396035295011983e-05
Position 914: 2.8863056117124807e-05
Position 5261: 1.9364456530871412e-05
