Gene = NPDC1
index = 954
Annotated 5SS: [ 326 3277 5142 5390 5533 5690 5847 6233]
Annotated 3SS: [3129 5015 5218 5465 5604 5766 6135 6338]
SMsplice 5SS: [ 326 3277 5142 5390 5533 5690 5847 6233]
SMsplice 3SS: [3129 5015 5278 5465 5604 5766 6135 6338]
top_k =  500
Partition function (log Z): 13.99772638576478

Sorted 5' Splice Sites (High to Low Probability):
Position 5847: 0.9977841672429094
Position 6233: 0.997734402507368
Position 326: 0.9901513968041937
Position 5142: 0.9637949920097649
Position 3277: 0.9556858372756204
Position 5690: 0.938224768242478
Position 5533: 0.7725810723541989
Position 5390: 0.7256203063733195
Position 6055: 0.170154520676332
Position 4384: 0.11074225223599471
Position 4389: 0.0735923646162211
Position 2063: 0.0516007458832888
Position 1449: 0.02132384940173989
Position 4474: 0.020486494544649035
Position 3333: 0.01868414956595314
Position 745: 0.015620230935953704
Position 1178: 0.012618111780476811
Position 1822: 0.012267573055754242
Position 1183: 0.011203779771250361
Position 4408: 0.008770292248613696
Position 4480: 0.007139098604260288
Position 4544: 0.0055785742326837015
Position 3182: 0.004727847156443455
Position 1837: 0.004638193901389653
Position 4540: 0.0045404989508491984
Position 668: 0.004491129667300623
Position 1343: 0.004394207501803405
Position 2032: 0.0036258879922161672
Position 4907: 0.0034757208746631
Position 1224: 0.0033343486420481646
Position 2559: 0.003208843972615925
Position 4695: 0.0027712107120261673
Position 1460: 0.002685344736160555
Position 6354: 0.00262491185150908
Position 5394: 0.0024970894955326094
Position 1847: 0.002216384942307168
Position 5407: 0.0022061826981702552
Position 2915: 0.0021803174362959874
Position 5335: 0.0018098487257279532
Position 5493: 0.001754358078512272
Position 4685: 0.0015053389380414975
Position 2160: 0.0014559554633063467
Position 1300: 0.0012739383824241588
Position 1780: 0.0012588758812836095
Position 1923: 0.0011256244014164099
Position 831: 0.0010656564271180927
Position 2149: 0.0010105503322625274
Position 447: 0.0008807994889055387
Position 2925: 0.0008728931713980243
Position 2403: 0.0008446945957249816
Position 3415: 0.0008345834037613469
Position 1865: 0.0007118659640304923
Position 4080: 0.0006088431118459787
Position 1277: 0.000516887203353049
Position 2506: 0.0004315858928645598
Position 705: 0.00040411269810073763
Position 5527: 0.0003727401128486069
Position 2554: 0.00033904354631043973
Position 4417: 0.0003219577074329909
Position 5692: 0.00026034089262938346
Position 4446: 0.00024394749324963558
Position 1275: 0.00022955777121757884
Position 984: 0.0002078126736323269
Position 555: 0.00020122792576365758
Position 1785: 0.00019863936053873224
Position 4314: 0.0001828506669076129
Position 5400: 0.00015453944615716696
Position 2646: 0.00012595110705533797
Position 2027: 0.00012443461665277212
Position 1933: 0.00012114430010639684
Position 1152: 9.777051659008486e-05
Position 2398: 9.171830742071686e-05
Position 1672: 8.746688866817878e-05
Position 759: 8.603287506138535e-05
Position 5694: 8.286677461561041e-05
Position 2476: 6.383012240426632e-05
Position 3485: 4.999008355839169e-05
Position 2120: 3.7918567171782296e-05
Position 6208: 3.0008077166828935e-05
Position 5613: 2.9565663376617194e-05
Position 821: 2.9339204441786862e-05
Position 42: 2.902061421926687e-05
Position 3714: 2.8989268712763788e-05
Position 6386: 2.427683894292773e-05
Position 1229: 2.427614788136775e-05
Position 1270: 2.3824986062465862e-05
Position 3193: 2.2990038484143506e-05
Position 3132: 1.7972868265602408e-05
Position 3250: 1.6711513159437787e-05
Position 6247: 1.1998938492568797e-05
Position 3447: 1.0787201057719058e-05
Position 6028: 8.703023815493371e-06
Position 5510: 7.0782777397919685e-06
Position 6528: 5.69278056031892e-06
Position 6064: 4.625376959094644e-06
Position 3205: 4.616498288583743e-06
Position 3568: 4.580712176682545e-06
Position 182: 1.0874356189052595e-06
Position 688: 8.21170021150542e-07
Position 455: 7.181171534451042e-07
Position 874: 7.019058700993237e-07
Position 666: 6.07398746331842e-07
Position 302: 4.672909207674207e-07
