Gene = LELP1
index = 779
Annotated 5SS: [89]
Annotated 3SS: [1243]
SMsplice 5SS: [89]
SMsplice 3SS: [1243]
top_k =  500
Partition function (log Z): -7.849647889784874

Sorted 5' Splice Sites (High to Low Probability):
Position 89: 0.8610445018342464
Position 1344: 0.31816503138847474
Position 223: 0.12897809953306713
Position 233: 0.009359523776023298
Position 108: 0.006415905165613874
Position 1284: 0.004821144533640264
Position 156: 0.003737780487550712
Position 978: 0.0030812709272179974
Position 1330: 0.0016492138815093346
Position 177: 0.0015194074030372418
Position 1392: 0.0008938973395884175
Position 1417: 0.0007352357025823481
Position 637: 0.0007010894622917797
Position 718: 0.0007009253838877111
Position 1435: 0.0006598416880067051
Position 733: 0.0004989742263151391
Position 274: 0.00047585039987776463
Position 399: 0.00045815820589196793
Position 969: 0.00044479567895848335
Position 1342: 0.00043770161305515566
Position 622: 0.0004233312594290896
Position 1202: 0.0002588524132087372
Position 441: 0.0002402829664824689
Position 1187: 0.0002232007269874579
Position 1402: 0.00022140190748092635
Position 697: 0.00021865568904226148
Position 1198: 0.00021717786576609538
Position 146: 0.00013272811606774822
Position 1332: 0.00011625866195985894
Position 868: 0.00010711946348492399
Position 1456: 0.000105950783456173
Position 394: 8.368173458057101e-05
Position 203: 7.223177850922193e-05
Position 1419: 7.175626139462155e-05
Position 1272: 5.3521029978693774e-05
Position 1059: 5.3445080004086066e-05
Position 114: 5.0884455068860764e-05
Position 1348: 3.7076585135497444e-05
Position 560: 3.2774508487966565e-05
Position 999: 2.7677136623350745e-05
Position 186: 2.4451333301874094e-05
Position 964: 2.427067789879576e-05
Position 68: 2.1569183621367592e-05
Position 1172: 1.2774410655557096e-05
Position 433: 7.521684104308657e-06
Position 235: 6.19075737907448e-06
Position 335: 5.097834894990852e-06
Position 958: 4.288196299083687e-06
Position 629: 4.2160655871935334e-06
Position 557: 3.709990797581141e-06
Position 237: 2.997240289947373e-06
Position 985: 2.9963232431837783e-06
Position 191: 2.8525973171220984e-06
Position 782: 2.128662642111524e-06
Position 349: 4.459074168182482e-08
Position 257: 4.0852415534959544e-08
Position 445: 8.361615001324373e-09
Position 63: 3.98249660357497e-09
Position 210: 3.263437719242411e-09
Position 93: 2.777707210896274e-09
Position 220: 2.2566568917712997e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1243: 0.7337857221976266
Position 1556: 0.39568958798150167
Position 1456: 0.046633564980526475
Position 220: 0.04116641100865552
Position 430: 0.03472816940115042
Position 533: 0.03022425096121857
Position 802: 0.016751144514445822
Position 1480: 0.015435672772558707
Position 600: 0.007720090726244058
Position 450: 0.003549663896441691
Position 175: 0.0026536401067338293
Position 300: 0.0020349923614907998
Position 356: 0.0016499329123744494
Position 998: 0.0016381124731970939
Position 1303: 0.0013494061169444635
Position 541: 0.0013289899341853194
Position 1402: 0.0012822784305871555
Position 381: 0.0011982349582708985
Position 697: 0.001064467578144898
Position 1558: 0.0008569686354438233
Position 1250: 0.0007599054439199326
Position 804: 0.0006958673511449872
Position 1378: 0.0006650944811106959
Position 878: 0.0005335958424717774
Position 1104: 0.0003917201881407515
Position 203: 0.0003826242177466868
Position 480: 0.00036704587348627613
Position 255: 0.0003395823246727439
Position 1156: 0.0003197443110816995
Position 1562: 0.00019840079989800653
Position 1417: 0.00019665559059720122
Position 1435: 0.00019514036289388536
Position 810: 0.0001946541068704416
Position 958: 0.0001604581341615081
Position 1360: 0.00011705789170312418
Position 1631: 0.00010862403628954917
Position 227: 0.00010617429250346952
Position 1129: 0.00010608021306067003
Position 933: 0.00010546038767198048
Position 1365: 0.00010138488181045413
Position 1492: 9.394985969022503e-05
Position 664: 7.232445596342885e-05
Position 1330: 6.249150135222798e-05
Position 763: 6.213828684682442e-05
Position 1342: 5.540898320458892e-05
Position 1375: 5.433465217935628e-05
Position 433: 5.345420897446753e-05
Position 172: 4.540287347278221e-05
Position 272: 4.408552399732994e-05
Position 365: 3.788257247499066e-05
Position 1424: 3.4174432790873345e-05
Position 394: 3.253383089297078e-05
Position 460: 2.9871109072971767e-05
Position 732: 2.0506987540576196e-05
Position 723: 2.0398489211665783e-05
Position 1178: 1.963991820255227e-05
Position 1016: 1.9015547397933344e-05
Position 1161: 1.6708232017007498e-05
Position 743: 1.2883998148400843e-05
Position 772: 1.0436117936542949e-05
Position 1315: 1.0319097611485513e-05
Position 755: 1.018423418462557e-05
Position 257: 8.49781985072695e-06
Position 780: 8.43110456256077e-06
Position 717: 7.006549185908244e-06
Position 465: 6.605352595002836e-06
Position 156: 4.895559266982462e-06
Position 1201: 3.153017566429134e-06
Position 186: 2.931359600753962e-06
Position 1284: 2.734657994328458e-06
Position 1172: 2.5425158462989187e-06
Position 304: 4.799801500636012e-09
Position 302: 3.439135012131767e-09
Position 1057: 2.9841594063650394e-09
Position 403: 1.0924995657177365e-09
Position 146: 2.5286789142330816e-10
Position 274: 1.4899922551162845e-14
