Gene = SCCPDH
index = 1229
Annotated 5SS: [  566  2958 12009 16255 20079 34310 35105 36030 36181 40311 42093]
Annotated 3SS: [ 2844 11927 16124 20028 34178 34986 35909 36123 40198 42010 43147]
SMsplice 5SS: [  566  2958 12009 12182 18518 24884 34310 36030 36181 40311]
SMsplice 3SS: [ 2844 11927 12123 18342 24813 34178 35909 36123 40198 43147]
top_k =  500
Partition function (log Z): -13.19842643011251

Sorted 5' Splice Sites (High to Low Probability):
Position 12009: 0.9687556434493081
Position 2958: 0.9052847820114343
Position 18518: 0.8782578095271805
Position 12182: 0.8470889600153529
Position 24884: 0.7394722686194942
Position 12504: 0.506975091500272
Position 566: 0.3337024737237388
Position 16255: 0.3246329523004151
Position 299: 0.23581231355148272
Position 764: 0.21993905149146634
Position 20079: 0.20959496989349455
Position 15796: 0.19045303800731558
Position 469: 0.1834466717200215
Position 20156: 0.17551842848454688
Position 4442: 0.15828604968778423
Position 3133: 0.10557045851910155
Position 679: 0.09595785456163422
Position 4112: 0.09320397664735326
Position 454: 0.09275767865464368
Position 7788: 0.09071809019545912
Position 7897: 0.08656005684888521
Position 1177: 0.07863904763298747
Position 3505: 0.06529926499674275
Position 18457: 0.05398013180210592
Position 12711: 0.0502093697306867
Position 1723: 0.038284030190090926
Position 30185: 0.03717107155367346
Position 2620: 0.03620884060348734
Position 12472: 0.03536987820146747
Position 538: 0.034647289923057926
Position 6741: 0.03126907611862612
Position 24880: 0.030879425544135693
Position 11403: 0.028776312022665312
Position 13031: 0.028162420825091617
Position 12937: 0.026793042508239984
Position 6781: 0.026543408291156742
Position 15196: 0.023147571055169156
Position 1090: 0.022234613063797606
Position 15212: 0.022134024643205703
Position 12242: 0.021752298469414018
Position 15754: 0.02005835559232906
Position 1211: 0.012764257138558712
Position 5773: 0.012342943029483763
Position 15990: 0.012133829783001142
Position 12967: 0.011626207597728259
Position 29775: 0.011106745231575791
Position 8110: 0.010692776904902083
Position 758: 0.007808550778785724
Position 16369: 0.006847165499670308
Position 752: 0.00668293996750537
Position 20091: 0.006604684037053093
Position 12187: 0.006577895999763816
Position 438: 0.004738173174539196
Position 754: 0.004691401274964778
Position 4593: 0.004483470853712743
Position 16227: 0.0035573745548288307
Position 15476: 0.003355498568044485
Position 12440: 0.002963736665210165
Position 3245: 0.0027956458569936837
Position 1570: 0.0022456539810556614
Position 1245: 0.0022185383355291027
Position 1131: 0.0021033447948427893
Position 17627: 0.00207630467202876
Position 2949: 0.0020190296818506964
Position 1662: 0.0019954691779801837
Position 13119: 0.0011459220421123969
Position 246: 0.0010162020605786028
Position 406: 0.000842220376418017
Position 3553: 0.000807053623992518
Position 18845: 0.0007874725253352174
Position 1616: 0.0006812043610867934
Position 2962: 0.0006197448815360694
Position 3856: 0.0005891605119996716
Position 411: 0.0005384304621195315
Position 756: 0.0004273547215751616
Position 442: 0.0003520590641631308
Position 4118: 0.00033190623974714865
