Gene = EDARADD
index = 479
Annotated 5SS: [  228 14997 20022 33173 73999]
Annotated 3SS: [14937 19981 33113 73952 87988]
SMsplice 5SS: [  228 11881 12138 14997 33173 39771 41552 49803 73999]
SMsplice 3SS: [11688 11983 14937 33113 39688 41446 49715 73952 87988]
top_k =  500
Partition function (log Z): -40.667007212467226

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.9976508070737297
Position 14997: 0.926493677545346
Position 11881: 0.7515326330604448
Position 12138: 0.3956050028525638
Position 12321: 0.25982542071144143
Position 20443: 0.25099220151015317
Position 20022: 0.18813288618680823
Position 19364: 0.15081499478104404
Position 12051: 0.08767869946713283
Position 3770: 0.0828813804268267
Position 4861: 0.07261024491304963
Position 4825: 0.069078916571011
Position 11870: 0.06745231498188176
Position 12326: 0.0637985692355376
Position 12104: 0.06141207966037723
Position 1383: 0.06106517698274108
Position 15940: 0.057556411152064356
Position 13773: 0.05404824504971389
Position 7259: 0.04683076721384525
Position 12389: 0.027505920083387907
Position 15108: 0.02630921157999249
Position 18154: 0.02447767123199452
Position 829: 0.02380959085195978
Position 12039: 0.018962783439803732
Position 861: 0.01765000637018663
Position 7552: 0.016834956342343978
Position 2624: 0.015213519865247091
Position 12644: 0.008501562715649578
Position 16355: 0.005942293132775788
Position 16481: 0.005801492520456207
Position 13867: 0.005618555431910746
Position 15001: 0.0038210745738107114
Position 16566: 0.002767437761148506
Position 15022: 0.0022498545067710374
Position 632: 0.0021227106011659637
Position 16375: 0.00138468699879102
Position 68: 0.001255244976867854
Position 1105: 0.0008188372767165285
Position 4660: 0.0008058969850843721
Position 3430: 0.0006275692615557125
Position 3800: 0.0005945611766364256
Position 16336: 0.0005132059000369939
Position 2378: 0.000308976796565784
Position 232: 0.00014984920913485597
Position 3349: 6.071593576309294e-05
Position 1690: 4.21956686620845e-05
Position 2329: 4.056644088143541e-05
Position 284: 3.2821303347126284e-05
Position 15226: 2.3684077066705545e-05
Position 216: 7.4882535532905665e-06
Position 538: 5.073103424667416e-06
Position 545: 3.831008565166697e-06
Position 565: 2.005463554207605e-06
Position 373: 1.6622966075912444e-07
Position 477: 1.3215903409745842e-07
Position 375: 1.3102896108899335e-07
Position 485: 1.2447900148127876e-07
Position 21: 5.964113175489238e-08
Position 270: 2.8508000313067754e-08
Position 636: 2.5836841893978637e-08
Position 524: 2.039817293111801e-08
Position 4177: 3.003227414438646e-09
Position 1155: 2.26324430667667e-09
Position 689: 8.353553296053798e-10
Position 112: 1.3497719276862707e-10
Position 365: 9.268237471478012e-11
Position 245: 1.8620728979939394e-11
Position 436: 6.192953801303852e-12
Position 526: 1.3079298058332506e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 14937: 0.9766892058998452
Position 11983: 0.8197140317215479
Position 11688: 0.7888711401779663
Position 20294: 0.3966347867009952
Position 23244: 0.20293743343987727
Position 19981: 0.18300331640218728
Position 17101: 0.15755888516347105
Position 19308: 0.1281468423422531
Position 4771: 0.11702070353996062
Position 16243: 0.10063632005807535
Position 12210: 0.09053363010671846
Position 15832: 0.0777848661220991
Position 3623: 0.067556736628775
Position 13673: 0.05966680048162439
Position 18297: 0.044386815485379816
Position 21191: 0.04151158590093627
Position 16399: 0.041049129582451764
Position 674: 0.040721392494596775
Position 26191: 0.038688277949651316
Position 1244: 0.03816358331635951
Position 7097: 0.03809683259146882
Position 23696: 0.034928723094908916
Position 19077: 0.030975519284294078
Position 11717: 0.030491516953952826
Position 21898: 0.027296905101621305
Position 18030: 0.022289273851124138
Position 4719: 0.02158587168102802
Position 20777: 0.021368451979620676
Position 19779: 0.019521641721182592
Position 1305: 0.014166084680265815
Position 18283: 0.012959049823459329
Position 17284: 0.011977234446705757
Position 18320: 0.011055902965748515
Position 12487: 0.008883565108929433
Position 2529: 0.008746068342515192
Position 18048: 0.008139665614128377
Position 22585: 0.008054631266157795
Position 7483: 0.00788042475599851
Position 3663: 0.006509383720663998
Position 15079: 0.0064554043964788485
Position 17896: 0.006239746957694335
Position 3562: 0.006189918165153463
Position 11987: 0.006100051928626186
Position 18475: 0.005667838839489941
Position 7538: 0.005592840042632623
Position 7170: 0.0055241241480914255
Position 21841: 0.0051255842052797575
Position 1151: 0.004359248736670901
Position 16510: 0.003468964778262344
Position 1261: 0.003117508888790965
Position 18227: 0.00276057111822534
Position 7044: 0.0026277313177711682
Position 15179: 0.002303462448072102
Position 7143: 0.002296369577538198
Position 16788: 0.002272198595959831
Position 2588: 0.0021651656105055195
