Gene = GTF2B
index = 627
Annotated 5SS: [  136  4358 27638 31479 31737 34413]
Annotated 3SS: [ 4250 27503 31331 31606 34130 38271]
SMsplice 5SS: [  136  4358 27638 31479 31737 34413]
SMsplice 3SS: [ 4250 27503 31331 31606 34130 38271]
top_k =  500
Partition function (log Z): -22.492523746745114

Sorted 5' Splice Sites (High to Low Probability):
Position 4358: 0.9513923349374549
Position 136: 0.544837367683547
Position 12: 0.261022199585137
Position 1371: 0.19555828986828608
Position 627: 0.12714774333278073
Position 11288: 0.1117228648962768
Position 74: 0.04740302642580895
Position 3927: 0.04078613379646524
Position 1996: 0.03519256783413846
Position 237: 0.019364246940750302
Position 140: 0.01756225764413198
Position 1201: 0.015043692990774685
Position 1388: 0.013519033590313633
Position 384: 0.01271000279119261
Position 940: 0.012313069453295435
Position 2664: 0.011916981095341044
Position 1704: 0.010676894696697999
Position 3900: 0.009901002255428917
Position 10923: 0.00971039357723281
Position 7214: 0.00952653406615941
Position 646: 0.008567705413530332
Position 535: 0.008383714269320127
Position 4586: 0.007604769717417579
Position 3234: 0.00605990721490632
Position 374: 0.005683711793934176
Position 4322: 0.005446876053470028
Position 571: 0.004344262909510156
Position 4354: 0.0035029908255273063
Position 5584: 0.0032003155319248727
Position 4549: 0.0017678826948832544
Position 9216: 0.0015459913073685662
Position 7392: 0.00149281151915387
Position 3503: 0.0013904101904036823
Position 415: 0.0010329065832166656
Position 5634: 0.000775679680571543
Position 9056: 0.0007672819279831381
Position 935: 0.0006826447601537711
Position 4469: 0.00047125187577012385
Position 303: 0.00039835145591863875
Position 799: 0.0003954899992546854
Position 8: 0.0003301147827188551
Position 7799: 0.0002961423707204944
Position 6854: 0.0002569445639349274
Position 217: 0.00022576874911488918
Position 309: 0.00021458861513164732
Position 582: 0.0002129090248903473
Position 4543: 0.0001575095650652543
Position 1613: 0.00012709791587887673
Position 358: 0.00012199662687693833
Position 699: 8.345824069703823e-05
Position 1853: 8.331190197613399e-05
Position 1384: 7.514188508321114e-05
Position 1156: 6.664435267653459e-05
Position 748: 4.665038656061092e-05
Position 394: 3.8786672804392336e-05
Position 2305: 3.2314380188814807e-05
Position 378: 2.133096110525907e-05
Position 320: 1.20604419584788e-05
Position 78: 6.346564082465318e-06
Position 7194: 4.890584735657619e-06
Position 6089: 4.601166304950969e-06
Position 311: 1.9840966542144045e-06
Position 76: 1.8338713918294395e-06
Position 82: 1.0397238737111418e-06
Position 92: 8.604445463262281e-07
Position 43: 8.067490211574746e-07
Position 403: 6.960482446714209e-07
Position 337: 6.610169794884352e-07
Position 331: 5.273265960970262e-07
Position 16: 5.046399490098285e-07
Position 4624: 4.6983181066925923e-07
Position 396: 2.8925428158305734e-07
Position 85: 2.711253330551714e-07
Position 351: 1.0827256008455308e-07
Position 144: 7.899173122338566e-08
Position 124: 6.024842710596713e-08
Position 539: 2.1312855559316035e-10
Position 87: 1.3476505437371893e-10
Position 113: 4.638366187849484e-11
Position 19: 3.294709628903168e-11
Position 107: 8.882675258493803e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4250: 0.7275066897788471
Position 13351: 0.2554775502512612
Position 4191: 0.1719638874100298
Position 1282: 0.16851381466725449
Position 11237: 0.13411916929336462
Position 16874: 0.10833790025225364
Position 5870: 0.091891275103145
Position 558: 0.08093508562749205
Position 7963: 0.058400171520512904
Position 7267: 0.05580334580841517
Position 18076: 0.046768428164059656
Position 15648: 0.038375092170921506
Position 11559: 0.038116803202660275
Position 5613: 0.03488346533371872
Position 4194: 0.03458844038113732
Position 1921: 0.033338831785618445
Position 4433: 0.03206607251938572
Position 9335: 0.023123557465839002
Position 12554: 0.023081223786493667
Position 3552: 0.022275452829119014
Position 16342: 0.0210640892615421
Position 9156: 0.01939673490945689
Position 1103: 0.018814480642907288
