Gene = POT1
index = 1055
Annotated 5SS: [   188   1167  14408  31721  32817  37716  59071  66632  71025  77010
  78110  83040  87175  89009  94703 100728 102768 104730]
Annotated 3SS: [   981  14334  31606  32768  37600  58939  66340  70868  76842  78029
  82982  87017  88802  94566 100638 102675 104623 105906]
SMsplice 5SS: [   188   1167   7997  14408  31721  37280  37716  37993  59071  64853
  71025  77010  78110  87175  89009  94703 100728 102768 104730]
SMsplice 3SS: [   981   7872  14334  31606  37165  37600  37892  58939  64681  70868
  76842  78029  87017  88845  94566 100638 102675 104623 105906]
top_k =  500
Partition function (log Z): -46.66956968476167

Sorted 5' Splice Sites (High to Low Probability):
Position 1167: 0.9466554639338494
Position 14408: 0.9372883088914526
Position 188: 0.9039077824424259
Position 7997: 0.6766524045980253
Position 1588: 0.5618050390405697
Position 423: 0.12732980870252814
Position 13141: 0.1052076473341914
Position 460: 0.0940322850025783
Position 4170: 0.07296897877629412
Position 8029: 0.07008361467595561
Position 126: 0.06626315019623516
Position 7918: 0.05440305684207439
Position 1365: 0.054036559488138916
Position 763: 0.04546184380934733
Position 4450: 0.03961804001127427
Position 10360: 0.03830836755008697
Position 9464: 0.03813076302260466
Position 480: 0.028405169996179546
Position 6546: 0.027340939624920183
Position 427: 0.02134508235559315
Position 5558: 0.01938504652372268
Position 11908: 0.018973062245032722
Position 408: 0.0184722210318844
Position 9492: 0.017508682301286462
Position 5170: 0.01712601314147381
Position 11918: 0.016734662900878973
Position 14868: 0.016688338978959185
Position 10525: 0.015022096740403995
Position 1378: 0.014212298052506086
Position 2440: 0.012953018129981097
Position 8025: 0.012236182253391178
Position 5575: 0.009874010643817242
Position 182: 0.009645673487325932
Position 2088: 0.009600038428785701
Position 7389: 0.009359069282878527
Position 2619: 0.007596730667016357
Position 2699: 0.007407511522009416
Position 494: 0.007147784887966142
Position 206: 0.0070551076186605105
Position 15492: 0.006621899327336146
Position 1986: 0.006103922549286099
Position 1255: 0.005253846967428672
Position 1953: 0.004826464843016054
Position 1787: 0.004299218726622848
Position 1138: 0.002927982422777124
Position 1099: 0.00289464638664151
Position 6982: 0.0025725035643943627
Position 374: 0.0023054474095076834
Position 3358: 0.002131078680701533
Position 6676: 0.0019476004196426256
Position 529: 0.0016840488291392224
Position 201: 0.0016593626478356113
Position 15007: 0.0015863013927261667
Position 3588: 0.0015672742260393734
Position 790: 0.0014120504154176545
Position 15480: 0.001351012472093336
Position 559: 0.0010596531221328442
Position 524: 0.001024064725402452
Position 120: 0.0009212901983465308
Position 645: 0.000883463323884533
Position 1113: 0.0007408475234464998
Position 514: 0.0005981698709108268
Position 211: 0.0005487929258873532
