Gene = MDH2
index = 824
Annotated 5SS: [  160  6932  9427 10012 12432 15526 16372 16887]
Annotated 3SS: [ 6762  9342  9901 12305 15447 16271 16734 18211]
SMsplice 5SS: [  160  6932  9427 10012 12432 15526 16372 16887 18340]
SMsplice 3SS: [ 6762  9342  9901 12305 15447 16271 16734 18211 18532]
top_k =  500
Partition function (log Z): 7.960144543335643

Sorted 5' Splice Sites (High to Low Probability):
Position 12432: 0.9954659564876875
Position 10012: 0.9788757319087422
Position 6932: 0.9355275090013339
Position 16372: 0.8905649264558981
Position 16887: 0.8425543094427304
Position 18340: 0.8359588326630416
Position 9427: 0.8175190024996976
Position 160: 0.7811292646935443
Position 15526: 0.7185874801801928
Position 329: 0.2773927437398602
Position 552: 0.15334356961443887
Position 6159: 0.15113743748379732
Position 3791: 0.14756104393884986
Position 15797: 0.10640493549063294
Position 12002: 0.10084616386270433
Position 17088: 0.09382510757769051
Position 17575: 0.06658541606884966
Position 6602: 0.06560475820884767
Position 12122: 0.06185387348989567
Position 15777: 0.06093458503066811
Position 8715: 0.055939756022939734
Position 212: 0.04982828660843226
Position 1025: 0.04914210157310207
Position 16891: 0.04747841444418037
Position 15559: 0.04275736426493204
Position 17688: 0.03697549240614866
Position 10384: 0.0346705509095007
Position 6997: 0.03266294840471807
Position 17955: 0.03256229172786664
Position 14413: 0.032089370147682386
Position 10807: 0.031129264218798042
Position 10402: 0.029856830982972732
Position 16647: 0.024148646410487147
Position 12145: 0.023775220814490957
Position 11688: 0.022980873660845547
Position 12024: 0.019683421846841877
Position 6646: 0.019439338365387592
Position 17641: 0.017929706968275273
Position 363: 0.016017627957029913
Position 3879: 0.016004802177293168
Position 10790: 0.015150887806400996
Position 12870: 0.015048942654481815
Position 17759: 0.014426234870250607
Position 17880: 0.012088663984475412
Position 11284: 0.011225308227990682
Position 12691: 0.00975884135818276
Position 7647: 0.007945589370371715
Position 748: 0.007891730882198068
Position 16406: 0.007845192446622755
Position 7904: 0.0072136250697916885
Position 17501: 0.007113212811224707
Position 8170: 0.006680608977315923
Position 17072: 0.006379851933945458
Position 9451: 0.0063294355352610425
Position 4918: 0.005717447341163892
Position 15592: 0.005697424233302778
Position 5320: 0.0054862307358500215
Position 17522: 0.00533524368543844
Position 9561: 0.005073769076130404
Position 17912: 0.004893600325800202
Position 16813: 0.004861510635389743
Position 12458: 0.00450409326697177
Position 18357: 0.004450479925863425
Position 13336: 0.004276780460864473
Position 15770: 0.0037626125544495868
Position 223: 0.003744272705038169
Position 11409: 0.0034361337965094136
Position 18147: 0.003116413652873687
Position 12220: 0.0029927317599635368
Position 10067: 0.0028563194887948865
Position 15544: 0.0025529742924547943
Position 15601: 0.002489578402169098
Position 14417: 0.002471990826766755
Position 13316: 0.0024521994201839536
Position 10050: 0.0020474239581963673
Position 1228: 0.0019775997803997843
Position 456: 0.0017197716296068612
Position 10517: 0.0015131729611358687
Position 16655: 0.0013964307127878651
Position 1151: 0.0013884077795567064
Position 16901: 0.0013799014811769809
Position 16347: 0.0012816143864487904
Position 2369: 0.0011904882026782435
Position 11248: 0.001129527761389977
Position 17119: 0.0010227938605713366
Position 10058: 0.0010040505136399357
Position 3081: 0.0009638638547133261
Position 559: 0.0008957952502176628
Position 14535: 0.000828527299755193
Position 10406: 0.000790986792977228
Position 16978: 0.0007896761119255163
Position 10704: 0.0006956436109927875
Position 948: 0.000540749613783249
Position 4081: 0.00048402593644006667
Position 485: 0.00046661852477203927
Position 3988: 0.0004421012144369231
Position 5493: 0.00036153711211628977
Position 11576: 0.0002960437885117422
Position 17843: 0.0002401121562783805
Position 407: 0.000237322624343642
Position 3617: 0.00021576467242054363
Position 2606: 0.00014959310667496398
Position 18350: 0.00014059132183687892
Position 27: 0.00012188076169968105
Position 2089: 0.00010207951012308215
Position 13608: 8.923870969945964e-05
Position 10085: 8.357311281750071e-05
Position 6974: 6.80998928527812e-05
Position 7358: 5.9545015896141045e-05
Position 6844: 4.580576134606378e-05
Position 74: 3.528395154294951e-05
Position 14501: 1.99026612559451e-05
Position 599: 1.923738844093044e-05
Position 563: 1.7136108858235255e-05
Position 8241: 1.407927547651672e-05
Position 12443: 1.352282358293504e-05
Position 12960: 1.2686964072183162e-05
Position 7217: 1.2063012545943989e-05
Position 70: 8.300800945044548e-06
Position 12528: 6.072062358535937e-06
Position 9382: 4.888391659840845e-06
Position 383: 3.7464221296812952e-06
Position 293: 2.856821555798351e-06
Position 397: 2.5739816340328157e-06
Position 391: 6.065030737247813e-07
Position 60: 2.7872851335729985e-07
Position 19: 2.606519035211785e-07
Position 366: 2.0389784616002537e-07
Position 21: 7.861214950658574e-08
Position 36: 5.500815355218674e-08
Position 556: 2.3000369719003202e-08
Position 216: 8.933805413646607e-09
Position 47: 8.813678866693244e-09
Position 30: 2.3458720639424354e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 18211: 0.9309577728890505
Position 16734: 0.8908926533530807
Position 9901: 0.8265668528450406
Position 9342: 0.8200911524259226
Position 16271: 0.8013181212196728
Position 12305: 0.7625144065294971
Position 18532: 0.6532502798810357
Position 6762: 0.6118591471294618
Position 15447: 0.5135868049302802
Position 6831: 0.3025430011590728
Position 15678: 0.17131813041300847
Position 15402: 0.1700783336043268
Position 3744: 0.14419539166728973
Position 12330: 0.12888307081751993
Position 6520: 0.11901746590147026
Position 250: 0.11440762291461566
Position 6024: 0.1075572989300765
Position 11985: 0.09966545528069069
Position 16978: 0.09330717146974297
Position 11862: 0.08776371612666672
Position 17549: 0.08531646368714797
Position 508: 0.08251960525207754
Position 12333: 0.07890815227841753
Position 16298: 0.07100307536342437
Position 10278: 0.06028079931335445
Position 9972: 0.0558477512315381
Position 9730: 0.054192055173614126
Position 234: 0.03786778039461089
Position 15427: 0.03561811980835377
Position 18611: 0.03327357367726289
Position 19298: 0.03166265074084394
Position 15171: 0.03157730967680982
Position 8642: 0.030325440450838567
Position 947: 0.02998917920594724
Position 12273: 0.02910293516304255
Position 18809: 0.028617594202903156
Position 17780: 0.028449937529946973
Position 17441: 0.028288772379580353
Position 6081: 0.027840316904949022
Position 18997: 0.02755073299169038
Position 9700: 0.025130862295465947
Position 406: 0.02471420598370029
Position 10595: 0.02220196362484426
Position 8571: 0.020288422805220932
Position 17019: 0.01820446633902659
Position 14325: 0.017830461731338357
Position 18217: 0.017612232434139095
Position 17687: 0.017098303059829876
Position 16147: 0.016952406146555504
Position 6836: 0.01687370419624957
Position 395: 0.016603111691222902
Position 5928: 0.015739821648771753
Position 9528: 0.01548484680128105
Position 12611: 0.015184630223475784
Position 17371: 0.014933065739570206
Position 11960: 0.014873141815449872
Position 15460: 0.014385188357326375
Position 10669: 0.014083213395159853
Position 18268: 0.013342634417854058
Position 11508: 0.013219709487730439
Position 11230: 0.01294740973957965
Position 3712: 0.012722905496529833
Position 14300: 0.011293461841056477
Position 10622: 0.01058410255770913
Position 18635: 0.010316849748645855
Position 7806: 0.010211771578884532
Position 16489: 0.010187747558889624
Position 9651: 0.009736203857156126
Position 18569: 0.009465826918437005
Position 17453: 0.008579024256344749
Position 18766: 0.008419163659756783
Position 16476: 0.008142871725799965
Position 846: 0.00812238181104981
Position 16638: 0.007735158332173106
Position 7278: 0.007139127445547766
Position 16283: 0.006845118650003496
Position 13168: 0.006651065007958976
Position 17107: 0.006092736917266696
Position 18410: 0.005829744977523935
Position 255: 0.005790622472102178
Position 4820: 0.005717447341163893
Position 5237: 0.005626605700981252
Position 529: 0.005617262093466852
Position 16125: 0.005538370730743983
Position 8322: 0.0053258927668802265
Position 19319: 0.005255949835026683
Position 19060: 0.005146594222933818
Position 11408: 0.005122557379238448
Position 17411: 0.004988618755325044
Position 15366: 0.004977374876848429
Position 10197: 0.004717812627151377
Position 19348: 0.004482308308741383
Position 455: 0.004255573869591785
Position 18662: 0.0038080460474201406
Position 9362: 0.0038064063622813334
Position 16706: 0.0037940880732156433
Position 18932: 0.003753169295774458
Position 19022: 0.0037355795699028525
Position 17727: 0.003582004628021054
Position 12144: 0.003562254208067228
Position 14248: 0.003551798377404884
Position 18854: 0.003450052860329081
Position 18049: 0.0033285111899039534
Position 12810: 0.0032904721145799332
Position 19138: 0.0032294914643444133
Position 415: 0.0030781051864809832
Position 3769: 0.0030707052653490877
Position 11487: 0.003067697159158341
Position 18788: 0.0030575671830400455
Position 18262: 0.003021988804471756
Position 12562: 0.0027802047262602005
Position 544: 0.002648716097075267
Position 6895: 0.0026417577620624823
Position 981: 0.0025046865806723152
Position 12720: 0.0024423355168313107
Position 11138: 0.0020063838760310763
Position 3785: 0.0020036937999293528
