Gene = SRFBP1
index = 1331
Annotated 5SS: [  108 12324 13427 32710 57381 58842 60447]
Annotated 3SS: [12234 13353 32637 57298 58126 60408 64980]
SMsplice 5SS: [  108 12324 13427 32710 54057 57381 58271]
SMsplice 3SS: [12234 13353 32637 53935 57298 58126 64980]
top_k =  500
Partition function (log Z): -25.419245419447904

Sorted 5' Splice Sites (High to Low Probability):
Position 13427: 0.9953299161520633
Position 12324: 0.932572332900672
Position 108: 0.8337566202538147
Position 32710: 0.4890204146393826
Position 827: 0.3913244920703697
Position 851: 0.1837073262810503
Position 9084: 0.11701825479190872
Position 9195: 0.09044843546294223
Position 359: 0.08844143507230105
Position 261: 0.07538126577844752
Position 522: 0.07459447136108621
Position 12338: 0.0640982588993207
Position 16357: 0.0590628270439399
Position 19080: 0.054757012562985166
Position 6044: 0.05014961414697891
Position 2647: 0.04524696790151659
Position 16502: 0.04157758903142696
Position 9119: 0.041100023385050095
Position 285: 0.03763096358658095
Position 4470: 0.02478095507423102
Position 6467: 0.017190640063768123
Position 195: 0.012530118147304212
Position 1211: 0.008681024205071544
Position 3948: 0.00677558537031879
Position 12466: 0.005680887589252868
Position 294: 0.005474528938965274
Position 17489: 0.004749748495159933
Position 415: 0.00429471168988259
Position 13845: 0.0037068569471175737
Position 13443: 0.002512388293453583
Position 18945: 0.002451583380589078
Position 596: 0.002369786438117761
Position 16071: 0.0019106133115590982
Position 17891: 0.0018807810349736834
Position 434: 0.0015109485114407901
Position 439: 0.0013853056753769678
Position 12889: 0.0013443432568692076
Position 400: 0.00120875023758557
Position 567: 0.0010289260767822233
Position 16099: 0.000722177123804596
Position 934: 0.000590464519232922
Position 218: 0.0005780090343852651
Position 13447: 0.0005397102835339563
Position 18970: 0.00046184788054989936
Position 380: 0.00043197927679692965
Position 19154: 0.00037297262045033565
Position 18683: 0.0003613866464968748
Position 13455: 0.00031368351361923675
Position 18123: 0.0002539672603937841
Position 144: 0.00019137494200213983
Position 412: 0.00018803456600998195
Position 973: 0.00017756389292574115
Position 13439: 0.00017664462955446455
Position 576: 0.00016834151747279724
Position 1207: 0.00015748347197190623
Position 200: 0.00015378125350290028
Position 13532: 0.00013819193075637317
Position 175: 0.00013710015152385124
Position 15785: 0.0001223930509990913
Position 2356: 0.00011353785886758974
Position 15907: 0.0001046072901330189
Position 376: 8.751557333151724e-05
Position 17420: 8.09657403475469e-05
Position 865: 8.039406083090507e-05
Position 277: 7.969021747711965e-05
Position 1172: 7.71484489640985e-05
Position 737: 5.527976941362327e-05
Position 1124: 4.305454752403436e-05
Position 1079: 3.2053286875765066e-05
Position 449: 2.8300983196338438e-05
Position 531: 2.6048653745341612e-05
Position 232: 2.4962373079891348e-05
Position 30: 2.4781075758060404e-05
Position 1420: 2.322647999366756e-05
Position 474: 2.247056508051349e-05
Position 17: 1.4104525626691817e-05
Position 549: 9.666685188890376e-06
Position 172: 6.419186001575247e-06
Position 249: 6.016906498731113e-06
Position 1360: 5.61467370309604e-06
Position 13467: 4.4436417126291725e-06
Position 1250: 4.3872329101942215e-06
Position 621: 4.012995441637919e-06
Position 2302: 3.755825879115013e-06
Position 307: 3.3202647926167276e-06
Position 602: 3.209392684666209e-06
Position 929: 2.4442527380378674e-06
Position 907: 2.2343494183358675e-06
Position 782: 1.9900203742429697e-06
Position 913: 1.8937550023228216e-06
Position 331: 1.788891429593638e-06
Position 215: 1.482787577848456e-06
Position 552: 1.4642320529873945e-06
Position 742: 1.1787208176411612e-06
Position 36: 9.671361601995232e-07
Position 363: 7.992814279931406e-07
Position 327: 1.816473814022797e-07
Position 305: 7.137718708735265e-08
Position 895: 9.299360407508483e-10
Position 404: 1.5042410864057987e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 12234: 0.9986601773263883
Position 13353: 0.9950020362131134
Position 32637: 0.7384337603977793
Position 690: 0.3946507443627626
Position 35187: 0.3126930993805897
Position 8977: 0.24856671363990018
Position 33134: 0.17632731525879208
Position 284: 0.13346647861919664
Position 19258: 0.09102106928648726
Position 16270: 0.08902134960711332
Position 596: 0.08045022294514194
Position 18846: 0.07710841948729809
Position 735: 0.054505825997692374
Position 2513: 0.04469469603259691
Position 5979: 0.04448160668470075
Position 628: 0.036203167973042835
Position 4431: 0.024780955074231007
Position 18967: 0.02075390429912315
Position 22459: 0.020268493470230662
Position 17002: 0.017485017130288213
Position 6306: 0.017190640063768123
Position 16240: 0.013208496504117585
Position 19182: 0.011314615611644412
Position 20905: 0.009092852819261235
Position 19752: 0.008852135309482732
Position 631: 0.006491665676010011
Position 3692: 0.005934343087530347
Position 17788: 0.005930410321951355
Position 1007: 0.005913512027288776
Position 474: 0.005778254450604749
Position 5861: 0.005668007462278292
Position 16445: 0.005133846747546854
Position 15590: 0.004908841348916608
Position 13705: 0.004730837442559445
Position 16401: 0.004311035552742541
Position 21722: 0.0041539805403668995
Position 13248: 0.004122371955523157
Position 15783: 0.0038140418250453743
Position 12401: 0.003699695745723771
Position 17379: 0.0036456843692547996
Position 16344: 0.003349333037024125
Position 15798: 0.0031354366446805625
Position 20784: 0.0031146867919200016
Position 1102: 0.0030757215736673177
Position 13932: 0.002778241122962268
Position 20316: 0.0025574173291569124
Position 385: 0.0023546578877199787
Position 16965: 0.002081436717321376
Position 13730: 0.0019456314702208243
Position 600: 0.0016157006915094557
Position 21952: 0.001607289998569069
Position 704: 0.0016053216546882878
Position 16866: 0.0014999535821078886
Position 17767: 0.001487247156690514
Position 12813: 0.001344343256869198
Position 14399: 0.0013202388350751987
Position 18571: 0.000994362031597631
Position 20134: 0.000992173399241825
Position 3911: 0.0008412422827884362
Position 15048: 0.000834608786962018
Position 16036: 0.0007748795573651538
Position 14489: 0.0007579219073962756
Position 15695: 0.0007440880922148968
Position 16387: 0.0007274939268137479
Position 14088: 0.000726255704860663
Position 19226: 0.0006926669802469908
Position 16482: 0.0006581536222697419
Position 15137: 0.0006330747563678358
Position 2401: 0.0005530230048376537
Position 16501: 0.0005371340412127615
Position 227: 0.0005082134652199072
Position 16066: 0.00047844218147479584
Position 18936: 0.00041258018845581384
Position 17463: 0.0003735326326768671
Position 15570: 0.0003563817571816169
Position 18810: 0.00034344565002790396
Position 20508: 0.0003393965798563909
Position 17399: 0.0003337774274057076
Position 19786: 0.00025194309183799594
Position 14422: 0.00024741514437226074
Position 18051: 0.00023372305222830753
Position 16712: 0.0002281567978980897
Position 16018: 0.00020756240196732106
Position 15737: 0.00019946367567215374
Position 13822: 0.00018296279968698143
Position 14678: 0.0001444974777650683
Position 15967: 0.00012876975899493587
Position 14288: 0.00010443861557116874
Position 16551: 0.00010292649151354949
Position 18197: 0.00010149768611718102
Position 13936: 8.793490630028631e-05
Position 2169: 7.900847283487355e-05
Position 13960: 7.349758452426248e-05
Position 14234: 7.239564575825206e-05
Position 13084: 6.819501445328633e-05
Position 15921: 6.168330344675523e-05
Position 16715: 5.0042906612896986e-05
Position 355: 4.1144405589817467e-05
Position 14310: 4.10961146408911e-05
Position 2260: 3.828521191183129e-05
Position 13634: 3.0006451372694914e-05
Position 346: 2.8922260370404706e-05
Position 1296: 2.7315313893645954e-05
Position 15103: 2.4616471307874695e-05
Position 514: 1.95797144154932e-05
Position 14461: 1.8577764918661287e-05
Position 13985: 1.4764517716913922e-05
Position 958: 1.091463642515762e-05
Position 410: 6.33665087603602e-06
Position 17240: 5.335151284717721e-06
Position 311: 4.059599409196968e-06
Position 191: 2.663683974990723e-06
Position 518: 2.0919749816449756e-06
Position 819: 1.9217065345838606e-06
Position 449: 1.7044023092667418e-06
Position 249: 1.4332933507832458e-06
Position 439: 1.2008851807685715e-06
Position 396: 1.16728857352647e-06
Position 419: 1.087596546479847e-06
Position 576: 6.931745034644815e-07
Position 206: 6.557509144098165e-07
Position 181: 5.114245212999225e-07
Position 400: 4.3995790006266454e-07
Position 294: 3.316479001604455e-07
Position 3175: 1.8383658088669155e-07
Position 644: 1.4683096810691897e-07
Position 12972: 1.0584383068924668e-07
Position 167: 2.1496983383127655e-08
Position 193: 2.0084170500761327e-08
Position 142: 9.965922031154546e-09
Position 157: 5.391958470505014e-09
Position 516: 4.171370609026848e-09
Position 300: 1.1286295544320274e-12
Position 107: 3.339121476730758e-13
Position 298: 2.6345116845167206e-13
Position 80: 1.0261477854038549e-13
Position 112: 9.091027331740767e-15
