Gene = HES3
index = 648
Annotated 5SS: [ 50 255 438]
Annotated 3SS: [158 355 917]
SMsplice 5SS: [ 50 255 438]
SMsplice 3SS: [158 355 917]
top_k =  500
Partition function (log Z): 2.9245039859487996

Sorted 5' Splice Sites (High to Low Probability):
Position 255: 0.9950678342950479
Position 438: 0.9776538425741234
Position 50: 0.8223608084692923
Position 95: 0.017020364543701053
Position 616: 0.01447696330881386
Position 607: 0.011633519024691737
Position 1010: 0.010083599195042838
Position 697: 0.007884447881274308
Position 1078: 0.00454822351642593
Position 277: 0.002158145544100445
Position 57: 0.0014240794713775249
Position 281: 0.0006285109560613557
Position 1037: 0.0005704511224896657
Position 271: 0.0003566284526389194
Position 980: 0.00028642370908783555
Position 406: 0.0002438855753851577
Position 701: 0.00011711801079310122
Position 659: 7.372848296209517e-05
Position 1102: 6.919583527365373e-05
Position 612: 6.768081539568972e-05
Position 394: 3.9386322646148675e-05
Position 677: 3.201465012416889e-05
Position 727: 1.517755007657348e-05
Position 401: 1.4918059098850288e-05
Position 224: 1.4263693543009949e-05
Position 721: 1.400869894374958e-05
Position 285: 2.7401377822492427e-06
Position 694: 1.6791278814909703e-06
Position 1234: 1.0588402304698407e-06
Position 204: 9.116893629814178e-07
Position 105: 5.031498848996998e-07
Position 97: 8.325567230445624e-08
Position 474: 1.4914156465544353e-08
Position 122: 9.67989971614352e-09
Position 206: 7.4092050556003084e-09
Position 147: 2.2069969924023124e-09
Position 128: 1.5670114163628963e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 917: 0.9697861133007388
Position 355: 0.9335060677759872
Position 158: 0.8093193696380807
Position 335: 0.031129192704047064
Position 143: 0.0270601142852617
Position 936: 0.016546474473668315
Position 322: 0.01618389885619593
Position 550: 0.012724914113537966
Position 525: 0.010375230530787677
Position 1191: 0.009143801292119922
Position 966: 0.008947961626630871
Position 555: 0.0062480823060550505
Position 1228: 0.004253861653441851
Position 1212: 0.003923383440556888
Position 117: 0.001548357578391321
Position 167: 0.0014342372135857197
Position 511: 0.0008983346394974436
Position 1345: 0.0007843219408638942
Position 179: 0.0006082730950494142
Position 1232: 0.0005883860908821351
Position 500: 0.0003668075280525164
Position 185: 0.0002665204415726506
Position 364: 0.00021129297928722469
Position 1358: 0.0001452847865687431
Position 1004: 0.00013736105906199728
Position 700: 0.00011112228433723556
Position 988: 6.65360810678173e-05
Position 218: 6.435715410154912e-05
Position 1369: 5.554522030560142e-05
Position 112: 5.173003997057035e-05
Position 1087: 4.947253947413277e-05
Position 606: 4.651689382966421e-05
Position 1009: 4.6280395654115594e-05
Position 633: 2.6303935351962796e-05
Position 513: 2.2537466971935944e-05
Position 941: 1.9408683888837194e-05
Position 128: 1.7122658692329918e-05
Position 573: 1.5294605836667342e-05
Position 379: 1.400621450322851e-05
Position 612: 1.3772217633747571e-05
Position 483: 1.300550660343263e-05
Position 1379: 1.2202510036078387e-05
Position 215: 1.0051732365830296e-05
Position 120: 9.557453961815279e-06
Position 984: 8.8518890276516e-06
Position 577: 6.762698212351738e-06
Position 489: 5.520106851400838e-06
Position 1045: 5.403217297178e-06
Position 1293: 4.801234696221763e-06
Position 1059: 4.328657489980559e-06
Position 1317: 3.965520836848946e-06
Position 659: 2.9045512708264807e-06
Position 602: 2.6443655371132892e-06
Position 376: 2.403290073775767e-06
Position 1047: 2.314124825747343e-06
Position 718: 1.7589329087473329e-06
Position 1071: 1.3872931810285204e-06
Position 1090: 1.3001926103698175e-06
Position 641: 1.2988993040525103e-06
Position 437: 7.777632726482765e-07
Position 1017: 7.460632521816606e-07
Position 443: 6.021001082305523e-07
Position 590: 3.874722268048674e-07
Position 394: 2.98441586754518e-07
Position 254: 2.2726128198620456e-07
Position 485: 1.9541442083686198e-07
Position 424: 1.7037568994898736e-07
Position 406: 1.4839886820901438e-07
Position 588: 1.4048881855700017e-07
Position 469: 9.384030332577857e-08
Position 399: 8.451213125798936e-08
Position 656: 7.090290950964784e-08
Position 417: 5.732945371673996e-08
Position 224: 5.6100347294901966e-08
Position 649: 4.21409377296858e-08
Position 236: 1.9678336669559425e-08
Position 414: 7.1718639019887e-11
Position 265: 3.4578374226938995e-11
Position 259: 1.7313668047228627e-11
