Gene = GBA
index = 576
Annotated 5SS: [ 149  605 1349 1619 2718 3101 3894 4990 5554 6040]
Annotated 3SS: [ 516 1156 1471 2583 2927 3655 4764 5389 5922 6133]
SMsplice 5SS: [ 149  605 1349 1619 2718 4990 5554 6040]
SMsplice 3SS: [ 516 1156 1471 2583 4764 5389 5922 6133]
top_k =  500
Partition function (log Z): 11.29813184720655

Sorted 5' Splice Sites (High to Low Probability):
Position 2718: 0.994605351069108
Position 149: 0.9705955737762035
Position 1619: 0.9476657968136282
Position 1349: 0.8060294275737928
Position 4990: 0.7160638696479887
Position 6040: 0.7139433560811448
Position 605: 0.6436073613184775
Position 5554: 0.637051934263508
Position 3894: 0.5680042464956416
Position 4765: 0.4697461662451636
Position 3101: 0.4242841422575269
Position 5462: 0.28925016411618254
Position 6052: 0.26089981902125825
Position 5772: 0.13411784162077994
Position 3027: 0.09096299622208606
Position 609: 0.08387222866742586
Position 1398: 0.02924488157125566
Position 5838: 0.02727985023923859
Position 3891: 0.01931494096022659
Position 630: 0.018492087047146943
Position 1058: 0.01817498458444554
Position 6532: 0.012827375698686935
Position 880: 0.012702658860950388
Position 28: 0.012218120417410485
Position 6358: 0.011371705354033484
Position 6057: 0.010841546221765414
Position 2439: 0.01082836478473127
Position 1031: 0.010599735550461916
Position 4133: 0.010018728543435166
Position 2278: 0.009127309833673176
Position 1313: 0.009098278916178483
Position 5272: 0.00890208280843694
Position 5842: 0.005425741788214089
Position 678: 0.005387920138834797
Position 5317: 0.005256300252692247
Position 3584: 0.005049570968406923
Position 4294: 0.004608438283848973
Position 989: 0.004559941711344396
Position 541: 0.004530083133012219
Position 5648: 0.004177756678737341
Position 746: 0.004041099338261306
Position 2781: 0.003489865656056126
Position 382: 0.0028283364410391695
Position 2455: 0.002804169021031623
Position 6573: 0.002355027922195261
Position 333: 0.002349328960539963
Position 5718: 0.002345190089553399
Position 1262: 0.0022766697234561824
Position 5850: 0.001995604818562325
Position 299: 0.0015949345717868103
Position 1201: 0.0010807997522944207
Position 4219: 0.001049855998496172
Position 2142: 0.0008839233440078117
Position 700: 0.0008085751604342529
Position 3914: 0.0007537871395122216
Position 5466: 0.0007414230012043356
Position 968: 0.0006862175942724078
Position 1157: 0.0005773806220475691
Position 2100: 0.000538042098804568
Position 6236: 0.0004652788393014155
Position 1967: 0.00041887518574426185
Position 4736: 0.00038079104498613017
Position 4398: 0.00035591949955212867
Position 1513: 0.0003471190399533394
Position 311: 0.0003441122952662489
Position 1033: 0.00034290727855591395
Position 704: 0.00032300612317861605
Position 4818: 0.00016952791943498403
Position 135: 0.00015419220915506476
Position 6294: 0.00014262535166960117
Position 409: 0.00013391174929540105
Position 1283: 0.00012442241723850095
Position 5846: 0.00010455948620924169
Position 1292: 9.315438026130153e-05
Position 667: 8.638474102940824e-05
Position 2607: 7.289202075371429e-05
Position 283: 6.514121139835172e-05
Position 689: 6.141770397521658e-05
Position 2516: 3.785926097285284e-05
Position 3287: 3.74111126909167e-05
Position 2776: 3.403529739542853e-05
Position 3120: 2.8836403139762793e-05
Position 289: 2.6425236174970197e-05
Position 1407: 2.39905811535116e-05
Position 388: 2.2511536000987994e-05
Position 2878: 1.3512494434617586e-05
Position 2785: 1.2576128655596523e-05
Position 183: 9.959611911380297e-06
Position 92: 5.454193567511108e-06
Position 2765: 4.193329040644731e-06
Position 2757: 2.507174809621466e-06
Position 308: 2.3957481624384245e-06
Position 686: 2.108902435288165e-06
Position 3805: 1.7718284564007224e-06
Position 359: 1.7542131181633128e-06
Position 344: 1.6199435468361676e-06
Position 6066: 1.3656353446152083e-06
Position 622: 8.076025940159232e-07
Position 461: 6.883678469193387e-07
Position 397: 5.703238769872306e-07
Position 3041: 4.242197668267302e-07
Position 591: 3.639200212165836e-07
Position 464: 3.475855299438338e-07
Position 127: 2.5347022056921743e-07
Position 2830: 1.401078999929523e-07
Position 536: 8.945858713478031e-08
Position 347: 7.100880507639788e-08
Position 53: 6.266820467082631e-08
Position 48: 5.699133529368023e-08
Position 89: 5.4470894075022414e-08
Position 9: 3.698840069065213e-08
Position 1078: 1.7914951697999184e-08
