Gene = MTURN
index = 895
Annotated 5SS: [  489 11490]
Annotated 3SS: [11366 22627]
SMsplice 5SS: [  541 11490 20067 22724]
SMsplice 3SS: [11408 19978 22627 26904]
top_k =  500
Partition function (log Z): -5.9110593481589095

Sorted 5' Splice Sites (High to Low Probability):
Position 11490: 0.9898861248458763
Position 6856: 0.8338763910685116
Position 541: 0.7950999226583743
Position 22724: 0.7777712186863057
Position 20067: 0.5679822584105898
Position 24629: 0.5056999051402781
Position 4872: 0.4850694909579894
Position 2550: 0.4131342559266576
Position 1790: 0.3961011958657707
Position 7105: 0.3439865791654949
Position 20072: 0.26434370091636195
Position 16352: 0.2547174361960461
Position 26002: 0.23154487271100957
Position 2885: 0.20704578886269787
Position 489: 0.16947567216903067
Position 5136: 0.1676317648943512
Position 2235: 0.16215745292152273
Position 9382: 0.14726979262679615
Position 26748: 0.14568633746243478
Position 7515: 0.14230605616813174
Position 20394: 0.1252875966230882
Position 2619: 0.11421137836926047
Position 27034: 0.1140333444711116
Position 23181: 0.10809820209090217
Position 22735: 0.10633802933225517
Position 20151: 0.08870097361324966
Position 22765: 0.07818787270155592
Position 7099: 0.06713264437050306
Position 7368: 0.046020497110257665
Position 21111: 0.04430669998070323
Position 26651: 0.040556682288280035
Position 9876: 0.039600918410835184
Position 4724: 0.03773372979485523
Position 24286: 0.0350906754215318
Position 5504: 0.02712757055578463
Position 912: 0.025297197682371046
Position 1279: 0.020577349173381426
Position 9324: 0.01828746739461481
Position 8470: 0.01582832336398017
Position 21287: 0.015115068530836252
Position 11917: 0.009458693310418232
Position 1463: 0.007879155995557769
Position 1032: 0.007749481574524875
Position 655: 0.006970354113211742
Position 11494: 0.0068850458429072624
Position 1577: 0.006829290165917543
Position 25535: 0.0066702536798239655
Position 1802: 0.006565074658901828
Position 2209: 0.006497825076428751
Position 1549: 0.006067600088967969
Position 580: 0.0060073747764059935
Position 2230: 0.005310058392167044
Position 570: 0.005173743770139809
Position 16457: 0.004005740034348318
Position 2226: 0.0036412015246422213
Position 2027: 0.002785655663867797
Position 685: 0.002552591891453725
Position 16503: 0.0025433478757151276
Position 11532: 0.0025410536738781843
Position 11890: 0.002354267016007482
Position 17776: 0.0019925916547316605
Position 3681: 0.0014830553345721535
Position 1499: 0.001313705190489873
Position 4877: 0.0013028315435149197
Position 5219: 0.0007366626261665367
Position 1604: 0.000624555300573541
Position 675: 0.0006084832830540293
Position 739: 0.0006081533093373933
Position 11568: 0.0004500821715029485
Position 601: 0.000403115025392618
Position 5204: 0.0002769839481144413
Position 1993: 0.0002575314773604672
Position 441: 0.000251659074170514
Position 726: 0.00024627469303008286
Position 7346: 0.0002452327450197171
Position 970: 0.00021221449460659988
Position 190: 0.00019336861604275896
Position 1677: 0.00019084976597900016
Position 460: 0.00018903886444496577
Position 1527: 0.00018686211338066248
Position 846: 0.00016814815351940524
Position 877: 0.00015998282747224668
Position 1637: 0.00013912783942310065
Position 848: 0.00013812830720772717
Position 821: 0.00013148718253127607
Position 458: 0.00011453184371813081
Position 1513: 9.363221616290523e-05
Position 814: 6.604692544930634e-05
Position 453: 5.939746046119038e-05
Position 365: 5.467460610771062e-05
Position 1408: 4.877121124336995e-05
Position 1281: 2.9272196567756643e-05
Position 941: 2.2491426476029644e-05
Position 34: 1.9920051484927323e-05
Position 1493: 1.6907453129896858e-05
Position 591: 1.7523098334211485e-06
Position 527: 1.0511355230714432e-06
Position 62: 1.2930155481660805e-07
Position 863: 9.802930173940766e-08
Position 493: 8.26367509845545e-08
Position 154: 7.420004056330392e-08
Position 852: 5.975764425381107e-08
Position 529: 4.7957666158614765e-08
Position 197: 2.556398210902201e-08
Position 545: 3.3854101509644457e-09
Position 624: 6.5182662054325794e-12
Position 351: 2.8899818120401167e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 22627: 0.9975685939643629
Position 11408: 0.9889615287417409
Position 19978: 0.9210269329402015
Position 6696: 0.6108854623563392
Position 26904: 0.41770501530771403
Position 24462: 0.4159384633053285
Position 1676: 0.3990533849600108
Position 4750: 0.38236629413786455
Position 6990: 0.36829890128914283
Position 2447: 0.3594372506658614
Position 16226: 0.2612665241061095
Position 25939: 0.2577028605542979
Position 6740: 0.2369900311631044
Position 26548: 0.2341433261253594
Position 4981: 0.16840839926558618
Position 2128: 0.16828332720902558
Position 9304: 0.16555726002141094
Position 2789: 0.12855249056095694
Position 7367: 0.11911129486737598
Position 27460: 0.11663659839111434
Position 22996: 0.10451068917258513
Position 4590: 0.10337852881107312
Position 20314: 0.10269837181156284
Position 27494: 0.09115433076806904
Position 26072: 0.08133908868320451
Position 27822: 0.0792059147261382
Position 26327: 0.07381782858499278
