Gene = DPH7
index = 465
Annotated 5SS: [  311  1466  2856  4184  4728 13851 14043 14502]
Annotated 3SS: [ 1331  2767  4091  4554 13780 13976 14328 23286]
SMsplice 5SS: [  311  2856  4184  4728 13851 14043]
SMsplice 3SS: [ 2767  4021  4554 13780 13976 23286]
top_k =  500
Partition function (log Z): -6.325117754372116

Sorted 5' Splice Sites (High to Low Probability):
Position 14043: 0.9779742403282431
Position 2856: 0.9175933110166735
Position 13851: 0.8813481318780345
Position 311: 0.7080453239911512
Position 4184: 0.6470548159811879
Position 4728: 0.6318976844621387
Position 6983: 0.2908093701536852
Position 14502: 0.2649420398858587
Position 426: 0.2644666721234998
Position 1466: 0.23543101749541803
Position 3227: 0.13735433513997325
Position 20760: 0.1350140428354594
Position 4333: 0.11391074415037106
Position 14281: 0.10472823795642848
Position 20514: 0.06975120931308502
Position 20710: 0.050853897027180524
Position 15027: 0.0373606104624905
Position 15291: 0.03514315432941862
Position 20925: 0.02922757217248192
Position 6855: 0.02289818624537083
Position 940: 0.022806836617182656
Position 2964: 0.016589383435493394
Position 1050: 0.01656339418308783
Position 2586: 0.016332316922803264
Position 2627: 0.014489190360987888
Position 20724: 0.013516524871257617
Position 19448: 0.012704861775230405
Position 20443: 0.011947999223546382
Position 14405: 0.011377306392490728
Position 9961: 0.011083994016210767
Position 1359: 0.008792480834717606
Position 8492: 0.007843515625095998
Position 19421: 0.006871750180368764
Position 8399: 0.00634461963263799
Position 3176: 0.004259930841300346
Position 14185: 0.0034922116145143147
Position 14181: 0.003156822403010472
Position 6281: 0.0031204067048978368
Position 1425: 0.0022249086666878263
Position 1760: 0.001892920612123225
Position 1822: 0.0016581314774166058
Position 569: 0.0014384548860216497
Position 537: 0.0014315927135802012
Position 1006: 0.0011267367058201928
Position 1474: 0.0010991945827431157
Position 2013: 0.0008465704167480146
Position 14198: 0.0008410446984280822
Position 2581: 0.0007942706369239348
Position 1844: 0.0007316501945529346
Position 3101: 0.000629210511724745
Position 1202: 0.0005938271687065659
Position 358: 0.0005596723205546111
Position 2460: 0.0004750635172407721
Position 785: 0.00041310978835995907
Position 6261: 0.0003235226012856776
Position 695: 0.0002979882676987324
Position 212: 0.000293652201682635
Position 185: 0.0002079108544210066
Position 94: 0.0001271550666652578
Position 220: 0.00012250108949395116
Position 971: 8.230683110537439e-05
Position 168: 7.045875549919894e-05
