Gene = GMNC
index = 602
Annotated 5SS: [   3 1932 3688 4833]
Annotated 3SS: [1756 3598 4715 6699]
SMsplice 5SS: [   3 1932 3688 4833]
SMsplice 3SS: [1756 3598 4715 8827]
top_k =  500
Partition function (log Z): -5.739872574549011

Sorted 5' Splice Sites (High to Low Probability):
Position 4833: 0.9550679190519594
Position 3: 0.9047115484659652
Position 3688: 0.7313660939469911
Position 1932: 0.6373781846688092
Position 3694: 0.19024615998032327
Position 7591: 0.1567780193137862
Position 406: 0.11556634379210906
Position 2871: 0.038067581723326395
Position 8983: 0.03614460737036753
Position 4844: 0.021261890504357613
Position 159: 0.019460596458319702
Position 5141: 0.017049984680876828
Position 1363: 0.008559547983420542
Position 8381: 0.007352057938129921
Position 2199: 0.006967805420597002
Position 8538: 0.006681918976090445
Position 9072: 0.005287429575167308
Position 2044: 0.0051656798863906695
Position 1551: 0.005106093266541817
Position 618: 0.004929719187636119
Position 1253: 0.0034173922176494636
Position 7055: 0.0031389318356119136
Position 7: 0.0023333790571558656
Position 1280: 0.0013433472331757018
Position 8543: 0.0010664196435215393
Position 2875: 0.0008750719400392171
Position 1672: 0.0007584660108974539
Position 3920: 0.0006963430984807677
Position 56: 0.000640097255844236
Position 5028: 0.00044367511545842893
Position 4027: 0.000393009300098078
Position 931: 0.00038942923795723514
Position 389: 0.0002630157500204801
Position 868: 0.0002591801167886597
Position 1220: 0.0002588427433442197
Position 2293: 0.00022366395008131479
Position 1663: 0.00021029352608007814
Position 2993: 0.00017755856970592612
Position 1211: 0.00013843263199610556
Position 2856: 0.0001271120651780236
Position 2443: 0.00012582764104327593
Position 3810: 0.00010567036033161391
Position 4302: 0.00010284166062445202
Position 46: 9.602880814689273e-05
Position 120: 8.614633038585364e-05
Position 1578: 4.727061635585157e-05
Position 4837: 2.072531130335566e-05
Position 4757: 9.228181162156234e-06
Position 20: 5.099984686878859e-06
Position 1868: 3.3740171934360757e-06
Position 28: 2.979860408707733e-06
Position 1831: 2.9437127330873306e-06
Position 147: 2.5791241653140683e-06
Position 149: 2.0412115379006606e-06
Position 1887: 1.1295049819343088e-06
Position 844: 6.013313274666212e-07
Position 857: 2.5126859609042806e-07
Position 257: 6.238507266445471e-08
Position 543: 4.1516703074504636e-08
Position 894: 2.690731554851507e-08
Position 704: 3.806372907241634e-09
Position 372: 4.706089559078193e-10
Position 707: 1.3883727525237319e-10
Position 477: 5.4318703369868835e-11
Position 393: 6.0433517819888025e-12
Position 683: 1.1281052029956953e-15
Position 689: 3.820737816213991e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 4715: 0.9831352656091588
Position 3598: 0.8171717519592743
Position 1756: 0.4684092490186803
Position 8827: 0.2654127712293265
Position 7473: 0.18902717654367485
Position 9713: 0.14847626079896975
Position 9284: 0.10274064994084493
Position 6699: 0.09801276702282967
Position 1778: 0.07858809203258119
Position 8844: 0.0767013654047199
Position 334: 0.06241181564241761
Position 3478: 0.05948111904969331
Position 5547: 0.040977068000914926
Position 9551: 0.03445894502472467
Position 1793: 0.031486901232661395
Position 8262: 0.031000171917906657
Position 3553: 0.024179150265273983
Position 1835: 0.023424913083196622
Position 2795: 0.022908579032498946
Position 5493: 0.022598548228501082
Position 8791: 0.020882063489012306
Position 7251: 0.015651044040236844
Position 4963: 0.015232406796755683
Position 4920: 0.01352492657538304
Position 1783: 0.013078226604064326
Position 4985: 0.012479055650867977
Position 8380: 0.010782593894674
Position 3537: 0.008511827469876986
Position 1961: 0.008497979258988755
Position 3426: 0.008275089360046168
Position 8034: 0.007747022476371842
Position 6965: 0.007346199756325039
Position 7739: 0.006624819428349495
Position 7028: 0.006442513227408289
Position 8216: 0.006193305898178011
Position 6934: 0.006157581771858376
Position 2678: 0.00614035093433245
Position 1902: 0.005517343948447848
Position 7342: 0.005461049478129707
Position 6730: 0.005442099018049328
Position 5663: 0.005003772703225743
Position 6566: 0.00459546549209979
Position 8017: 0.004210571149667038
Position 5276: 0.003891619520338014
Position 1340: 0.0037909730169610367
Position 8637: 0.0037306195253425925
Position 9329: 0.0036766148425964877
Position 2609: 0.0035383312303813932
Position 5197: 0.003481564709530772
Position 7135: 0.0027919057893126898
Position 4944: 0.002706827454559743
Position 2656: 0.002623777091319876
Position 1310: 0.0025541585678689805
Position 159: 0.0025455658235538155
Position 1861: 0.0024620570806839527
Position 1842: 0.0024579108036379095
Position 6904: 0.0022280218732053172
Position 3576: 0.002218830911247389
Position 7679: 0.0021842659717484594
Position 1429: 0.0021115144241856173
Position 6746: 0.00210223432028593
Position 2167: 0.0020201160397519827
Position 6647: 0.001985107157788704
Position 8400: 0.0019290712097512486
Position 7368: 0.0018890840269817869
Position 7763: 0.001809980692904281
Position 7878: 0.0017744673276539852
Position 4663: 0.0017704243026755637
Position 5847: 0.0017652985833849545
Position 8696: 0.0016597194069799246
Position 7861: 0.0016267269614097808
Position 1019: 0.0014456660222108798
Position 9689: 0.0014333476243909963
Position 1468: 0.0013602915267000222
Position 5011: 0.0013450549427573898
Position 5824: 0.0012887325542022103
Position 120: 0.0010860916914046056
Position 7052: 0.0010658065882533083
Position 5614: 0.0010599026169348445
Position 7079: 0.0010315429344518506
Position 2072: 0.000999842015269395
Position 7652: 0.000908680320260582
Position 2692: 0.0008233855308425877
Position 7622: 0.0008206935944189884
Position 2525: 0.0007609391318401019
Position 3917: 0.0007532629583736697
Position 1578: 0.0007423879444924541
Position 5073: 0.0007422228257612443
Position 5932: 0.0007125516063507466
Position 2348: 0.0006978991638690258
Position 2698: 0.0006921937439913478
Position 5987: 0.00067661208862292
Position 7788: 0.0006662751263166791
Position 3484: 0.0006660255906619169
Position 8803: 0.0006515139694452558
Position 2813: 0.0006462988887646107
Position 7185: 0.0005218670840880881
Position 8753: 0.0005108103070318253
Position 3326: 0.0005024108786032322
Position 8623: 0.0004997634002572116
Position 6968: 0.0004984161393152221
Position 2106: 0.0004766858658701139
Position 6720: 0.0004717420783399944
Position 3402: 0.00041127826630126284
Position 5216: 0.0003975187610015645
Position 8120: 0.00039232027138992625
Position 8067: 0.0003782600402182152
Position 76: 0.00036860677615178363
Position 3790: 0.00034450337544546255
Position 1796: 0.00034151515307276727
Position 5115: 0.00033886739103002766
Position 8150: 0.0003321144005549184
Position 1924: 0.0003215358911436039
Position 5422: 0.00031926946442886885
Position 3821: 0.0003162010957428511
Position 5018: 0.00030005495175537895
Position 4357: 0.00028219592448552996
Position 7840: 0.0002767043983836209
Position 4736: 0.0002645246665844187
Position 4118: 0.000251836377486884
Position 7676: 0.0002472654151280648
Position 7694: 0.0002456834788150756
Position 6850: 0.00020275130018029063
Position 2640: 0.00019080184080991173
Position 3608: 0.0001812642684117981
Position 3669: 0.0001758597287615003
Position 504: 0.00017400263572571475
Position 405: 0.00017241539670404798
Position 3677: 0.00017117901116507555
Position 1529: 0.00016264578720854593
Position 6537: 0.00016226583206065533
Position 4416: 0.00016183097679515815
Position 814: 0.00015694152409176344
Position 100: 0.0001463972470903069
Position 1512: 0.00014417074920044235
Position 1413: 0.0001422244774606005
Position 6433: 0.00012914798569712324
Position 8461: 0.0001283089791241112
Position 5850: 0.0001235097492133894
Position 2141: 0.00011830388971169968
Position 1801: 0.0001054540102761848
Position 3795: 9.734623774134412e-05
Position 4132: 9.003215152284208e-05
Position 5119: 8.754812001032425e-05
Position 2841: 7.890585938383336e-05
Position 2017: 7.78742433568064e-05
Position 1930: 7.771404458016871e-05
Position 3323: 7.479002448546604e-05
Position 2480: 7.05787000706901e-05
Position 2904: 6.64685492979265e-05
Position 7406: 6.569454854407033e-05
Position 4094: 6.468304029775304e-05
Position 2483: 5.764119354114902e-05
Position 469: 5.727436503366825e-05
Position 129: 4.943889059159084e-05
Position 2544: 4.900405129797194e-05
Position 558: 4.8838762840856566e-05
Position 2535: 4.571544728019382e-05
Position 1410: 3.830521989282585e-05
Position 1046: 3.481880564440628e-05
Position 1103: 3.179641908015943e-05
Position 853: 2.7253687950294352e-05
Position 4681: 2.4410739844099513e-05
Position 5051: 2.1561491839684532e-05
Position 699: 2.054940568954418e-05
Position 696: 1.8489624979590875e-05
Position 1263: 1.381525606679159e-05
Position 1531: 1.3482005179848367e-05
Position 1066: 1.294426621808968e-05
Position 1208: 1.2113549731750204e-05
Position 874: 9.74202454911125e-06
Position 1316: 8.87265893046232e-06
Position 1439: 8.652379896279183e-06
Position 4821: 7.780211906848365e-06
Position 96: 7.70818610781558e-06
Position 377: 7.38325740899185e-06
Position 5048: 6.3015991758922095e-06
Position 818: 6.124324049851971e-06
Position 4580: 5.913123721100682e-06
Position 1372: 5.61986054061221e-06
Position 573: 5.458020000240648e-06
Position 1447: 4.869453907896059e-06
Position 1230: 4.6955007263982584e-06
Position 2501: 4.492704309260626e-06
Position 731: 4.4807019941458264e-06
