Gene = PLEKHM2
index = 1035
Annotated 5SS: [  287 32012 32485 33661 34294 35589 37057 41214 43501 43817 44026 44402
 44859 45598 46391 46926 47717 48198 48397]
Annotated 3SS: [31904 32374 33560 34205 35401 36996 40984 42681 43746 43934 44336 44769
 45464 46199 46859 47556 48017 48279 49464]
SMsplice 5SS: [  287 32012 32485 33661 34134 34294 35589 41214 41483 43817 44026 44402
 44859 45598 46391 46926 47717 48198 48397]
SMsplice 3SS: [31904 32374 33560 33939 34205 35401 40984 41355 43746 43934 44336 44686
 45464 46199 46859 47617 48017 48279 49054]
top_k =  500
Partition function (log Z): -27.757544818004895

Sorted 5' Splice Sites (High to Low Probability):
Position 287: 0.9920298999188492
Position 6590: 0.2763362149648172
Position 6951: 0.1273101516479033
Position 3980: 0.11102839779307029
Position 10959: 0.10587953144342249
Position 13614: 0.06780271069154827
Position 1810: 0.023541581195238116
Position 8020: 0.022494747053330426
Position 1027: 0.02249021209583901
Position 5409: 0.011765906284964515
Position 1642: 0.008491411989118541
Position 6280: 0.007167082759033381
Position 4858: 0.005924580378388963
Position 6932: 0.0048071928523199855
Position 1682: 0.004790443990325111
Position 8115: 0.004340863455798998
Position 242: 0.003557824774908444
Position 6976: 0.003516228367549802
Position 13063: 0.0032371260966145995
Position 278: 0.0021872566903811427
Position 6547: 0.0019467244490323863
Position 948: 0.001574755251146232
Position 1013: 0.001555180423870779
Position 2362: 0.0012740987860478334
Position 4704: 0.0011707750485901685
Position 2292: 0.000963558555228683
Position 118: 0.0007123224875003887
Position 3910: 0.00048579583785488933
Position 1267: 0.0003399233600454396
Position 498: 0.00032302546902688315
Position 1838: 0.0003032800103391506
Position 453: 0.00020650938145045646
Position 5167: 0.00016835234750671175
Position 4775: 0.00014506690759640543
Position 3263: 0.00010542741208489892
Position 428: 5.8442511972801936e-05
Position 797: 2.353864967487394e-05
Position 274: 1.731021770789527e-05
Position 556: 1.5928652844633612e-05
Position 492: 1.150902937725853e-05
Position 682: 1.1446952725395255e-05
Position 136: 9.922432932900742e-06
Position 1550: 7.462413471108573e-06
Position 811: 2.2348167830166533e-06
Position 844: 1.3175976282821178e-06
Position 653: 7.503470765579296e-07
Position 1542: 6.985967907102403e-07
Position 886: 5.521410755505755e-07
Position 216: 5.412474435503633e-07
Position 192: 2.986267572360009e-07
Position 198: 2.415817669285393e-07
Position 204: 2.158251488301882e-07
Position 571: 1.9017733751180468e-07
Position 696: 1.0970094132253222e-07
Position 2047: 9.197572351858851e-08
Position 1486: 5.6208532783803645e-08
Position 1852: 3.4487221592379226e-08
Position 1864: 2.562928539165929e-08
Position 1772: 2.043558323141693e-08
Position 1980: 1.2347806977553781e-08
Position 738: 4.762073080039401e-09
Position 43: 2.3950275339795714e-10
Position 690: 1.8619722648350505e-13
Position 706: 1.260363498760751e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 16010: 0.32499277173679375
Position 13356: 0.243743283761435
Position 10839: 0.23272697154946814
Position 6762: 0.2071772151988802
Position 6471: 0.09760395414904816
Position 8099: 0.0826353997022514
Position 3871: 0.06701740665179448
Position 6366: 0.06254126887318436
Position 6421: 0.04166937774468203
Position 6455: 0.04009283979332351
Position 3803: 0.037819978166825564
Position 12037: 0.03403761934792281
Position 12369: 0.033956579722595186
Position 7906: 0.028351163366808728
Position 947: 0.022965577383037776
Position 1681: 0.022180029897671198
Position 10450: 0.016988434412383586
Position 9120: 0.01651371462873766
Position 6347: 0.01543645403067078
Position 6496: 0.015403658532780773
Position 1571: 0.014435472409004738
Position 15926: 0.011199244563828488
Position 15952: 0.010654956318542817
Position 4596: 0.009277141608434188
Position 5216: 0.008876277420740248
Position 13546: 0.007404376897380625
Position 15134: 0.007311941960881519
Position 2173: 0.006381348993186917
Position 12062: 0.005968715411083458
Position 12960: 0.005481198721136549
Position 6203: 0.005340024287096175
Position 6534: 0.004944343739108757
Position 13896: 0.004803699530642296
Position 6782: 0.004412692665419615
Position 13922: 0.003530638278474272
Position 7210: 0.0033810508750725223
Position 10217: 0.0032204647060130325
Position 12840: 0.002854410622461875
Position 8452: 0.0027899006962372325
Position 12565: 0.00260642858534124
Position 5387: 0.0024846856993892504
Position 5330: 0.00218080640013942
Position 6082: 0.002165752516223898
Position 8290: 0.0021536652947318825
Position 9773: 0.0020635442488640254
Position 3905: 0.002058643405822063
Position 3742: 0.00199832707474114
Position 2855: 0.0018096226281975852
Position 11667: 0.0018078285537999157
Position 3227: 0.001685274144740068
Position 9068: 0.0015929592820449218
Position 3674: 0.0013471772647734642
Position 5444: 0.0013405060442042
Position 3663: 0.001320530023602801
Position 4378: 0.0013032231602994834
Position 9578: 0.0012406638915107495
Position 6228: 0.0010310925235505863
Position 6133: 0.0008940739589465365
Position 11013: 0.0008375603517810077
Position 923: 0.0008302519567528527
Position 4521: 0.0008267495458441698
Position 3372: 0.0008178843298883228
Position 9732: 0.0007559778783961924
Position 7141: 0.000727169188695741
Position 897: 0.0006914099101950535
Position 3909: 0.0006550845138626319
Position 3532: 0.0006469143820378167
Position 1685: 0.0005915969840094419
Position 3560: 0.0005722040985537282
Position 3837: 0.000572167076636535
Position 792: 0.0005603843855721583
Position 3780: 0.0005386738572655259
Position 4071: 0.0005364066260801749
Position 10446: 0.000530175474403098
Position 9600: 0.0005257744253327417
Position 5469: 0.0005127425496204269
Position 7236: 0.000512152357204393
Position 5244: 0.00045354475685830417
Position 6758: 0.0003905193423335724
Position 835: 0.00038251382399221605
Position 1410: 0.0003824112244680598
Position 665: 0.00036792742199163607
Position 5970: 0.0003318038302779207
Position 1604: 0.00031304813635269814
Position 2637: 0.0002876456373199342
Position 587: 0.00028614205229250927
Position 2169: 0.0002802696302917804
Position 1436: 0.00026027070625166707
Position 1867: 0.00023153584379215382
Position 951: 0.00022652737905642323
Position 3389: 0.00022435180355767872
Position 7177: 0.00020880865841738235
Position 6818: 0.00018911324912245726
Position 5761: 0.00018257327870076662
Position 1475: 0.00018213218485618382
Position 5757: 0.0001702598441566517
Position 2879: 0.00016164249553488847
Position 2243: 0.00016156694188209454
Position 1365: 0.0001605762336648003
Position 1574: 0.0001474331731739676
Position 1579: 0.00013154516893464617
Position 4640: 0.0001302300690883028
Position 3262: 0.0001277553139322282
Position 2337: 0.00012320010602779623
Position 6062: 0.00011657232824373929
Position 769: 0.00011477226401574448
Position 1193: 0.00011233833180853323
Position 4446: 0.00010402951227344529
Position 5659: 0.00010374653864638012
Position 4565: 9.95893812435219e-05
Position 5304: 9.807540909937589e-05
Position 2775: 9.75877359723476e-05
Position 3941: 8.26843314971559e-05
Position 2500: 7.535504146227929e-05
Position 5029: 7.449920604067047e-05
Position 2719: 6.462094519446656e-05
Position 2666: 5.707467364156138e-05
Position 3025: 5.683024804289584e-05
Position 5080: 5.128076813898814e-05
Position 1125: 5.054316697569233e-05
Position 2361: 4.690434251318458e-05
Position 3293: 4.5498120768664644e-05
Position 1627: 4.488849985626031e-05
Position 5047: 4.257237332705315e-05
Position 4489: 4.0368753776348e-05
Position 2503: 3.725689195131737e-05
Position 4038: 3.6960129585250135e-05
Position 3204: 3.5550075518200956e-05
Position 3186: 3.082089674094184e-05
Position 3411: 3.00704881955777e-05
Position 3633: 2.9782061068848102e-05
Position 4088: 2.8946789652408658e-05
Position 3028: 2.852054665100797e-05
Position 2929: 2.797115230627074e-05
Position 819: 2.6410153640054434e-05
Position 3487: 2.3663657020727344e-05
Position 1924: 2.1278577206426412e-05
Position 3319: 2.1274235006610102e-05
Position 3206: 2.1093568862044465e-05
Position 1480: 1.988550195217595e-05
Position 2104: 1.9422189091262205e-05
Position 844: 1.9208025451301226e-05
Position 1429: 1.9043399878033085e-05
Position 1301: 1.8131733244910146e-05
Position 2084: 1.712320744801233e-05
Position 1837: 1.4717673106034338e-05
Position 1984: 1.204971090481834e-05
Position 1385: 1.190691367284066e-05
Position 485: 1.0041268582881085e-05
Position 973: 9.523796212913775e-06
Position 624: 8.085008269112755e-06
Position 611: 6.709507448044042e-06
Position 551: 5.90343925987243e-06
Position 1607: 5.839843692693169e-06
Position 800: 4.102076469685043e-06
Position 3721: 2.34044829149768e-06
Position 3761: 2.3329037587586235e-06
Position 1497: 2.1558035798775013e-06
Position 3701: 1.5340374851807951e-06
