Gene = TRNT1
index = 1490
Annotated 5SS: [   75  2273 10538 13733 17795 19708 20788]
Annotated 3SS: [ 2097 10343 13593 17667 19513 20533 20989]
SMsplice 5SS: [   75  2273 10538 13733 17795]
SMsplice 3SS: [ 2097 10343 13593 17667 20533]
top_k =  500
Partition function (log Z): -0.4983228028453657

Sorted 5' Splice Sites (High to Low Probability):
Position 2273: 0.9984325695891608
Position 75: 0.9910456769437442
Position 17795: 0.8573285856743361
Position 10538: 0.7413972527186239
Position 12795: 0.4586994731313484
Position 20788: 0.36104310804508644
Position 21095: 0.32446916861250946
Position 13733: 0.32057450392638737
Position 13663: 0.30569926891589083
Position 7041: 0.25900351021344686
Position 1900: 0.25693692433743415
Position 13759: 0.2522722249619884
Position 7915: 0.24513032602296214
Position 10558: 0.23111266487188614
Position 1103: 0.200627557224595
Position 19648: 0.1712927723398676
Position 19708: 0.16577030095145157
Position 21272: 0.15115487292088745
Position 19854: 0.12061778356757799
Position 1927: 0.10697494014533339
Position 632: 0.09293130550519768
Position 8277: 0.09134214316423482
Position 18213: 0.07929738907862977
Position 15995: 0.07518459856375627
Position 762: 0.05319362230355989
Position 1122: 0.04659183477366202
Position 21707: 0.04425786167255508
Position 12771: 0.035526044517552736
Position 12938: 0.032126590596108826
Position 2575: 0.023560493316808397
Position 11948: 0.02350891726237376
Position 19656: 0.02210089637448579
Position 4452: 0.02146354693961567
Position 374: 0.019708284455900945
Position 18197: 0.015673457512736813
Position 16143: 0.01534657694687724
Position 13334: 0.011730973376135077
Position 20822: 0.010850603675132037
Position 6074: 0.009918530274231058
Position 3520: 0.009519983157408322
Position 12136: 0.009252958073734599
Position 4478: 0.007789244676002979
Position 6886: 0.007564853499527231
Position 7994: 0.0075268832293658924
Position 822: 0.007323040740826227
Position 18240: 0.006943717405747272
Position 1030: 0.006913457312460881
Position 919: 0.006634954784766528
Position 1236: 0.004004446936074608
Position 18374: 0.003993724442738098
Position 1110: 0.0039042315667700933
Position 116: 0.0032741067786800195
Position 20667: 0.0030903283965611566
Position 10748: 0.003028616295131541
Position 8009: 0.0029223123003543254
Position 5551: 0.0028349517483988403
Position 607: 0.00254808422357984
Position 20164: 0.0024251119539106195
Position 243: 0.002007647581212755
Position 588: 0.0018467728567214587
Position 434: 0.0017901196237102616
Position 19866: 0.0016143835801343785
Position 17876: 0.0015567026423929963
Position 19484: 0.0012686059098051862
Position 13896: 0.0009618704797429488
Position 1947: 0.0008539054244929354
Position 770: 0.0007482419277288526
Position 1880: 0.0006640120227643228
Position 1282: 0.0005319803828625911
Position 1500: 0.0003163376261373725
Position 2168: 0.00026978268004932077
Position 1207: 0.0002641554637996271
Position 2395: 0.00024495237839324653
Position 4277: 0.00021108969859877697
Position 614: 0.00016108791657499488
Position 1150: 7.506363840180489e-05
Position 4107: 7.238132119706398e-05
Position 952: 5.0421237096588325e-05
Position 533: 3.447616702560621e-05
Position 775: 2.998101898007162e-05
Position 449: 2.9903139987297912e-05
Position 33: 1.5880005922831e-05
Position 217: 5.35240975535152e-06
Position 2199: 4.8757380639418645e-06
Position 107: 4.505138404449965e-06
Position 2331: 3.4228236001856753e-06
Position 2324: 3.273053912649215e-06
Position 246: 1.974466744112475e-06
Position 259: 1.3241107728985142e-06
Position 2651: 1.288758066814355e-06
Position 2177: 1.0196978456599336e-06
Position 2482: 9.562261894958498e-07
Position 400: 9.081221256706668e-07
Position 2838: 7.151660011208292e-07
Position 422: 6.81317610827841e-07
Position 48: 6.80797930589243e-07
Position 367: 5.952439322795993e-07
Position 453: 5.612257585573939e-07
Position 351: 4.338150620300019e-07
Position 169: 3.9071024741531585e-07
Position 2613: 3.6058399340088407e-07
Position 2913: 2.905309885795132e-07
Position 2889: 2.4818723256793926e-07
Position 2880: 2.476065192163472e-07
Position 111: 2.113170531464668e-07
Position 248: 2.0390924804371683e-07
Position 4: 1.9360830303238224e-07
Position 2494: 1.5227794277360282e-07
Position 2542: 9.645944303347721e-08
Position 2781: 8.729136087875284e-08
Position 634: 5.678027324456794e-08
Position 17: 5.3625377063546976e-08
Position 545: 4.563124621344049e-08
Position 143: 2.6149502945488675e-08
Position 519: 1.7044875397267162e-08
Position 2025: 1.6619566335134505e-08
Position 195: 1.7167043491822073e-09
Position 468: 1.1852324611653236e-09
Position 120: 1.9386731705160914e-10
Position 9: 1.2594381363861877e-10
Position 39: 8.444920659386892e-11
Position 506: 1.0476066690597466e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 10343: 0.9683334194665144
Position 17667: 0.8616573598583268
Position 13593: 0.8450895519328667
Position 2097: 0.7899943254639378
Position 20533: 0.6410776129249788
Position 20989: 0.525732602375144
Position 19513: 0.4430657840867383
Position 12672: 0.41859697371109256
Position 7734: 0.2347876247714294
Position 1029: 0.20564946615837335
Position 6932: 0.19805490285080085
Position 1819: 0.17544347202935442
Position 532: 0.17393840373212394
Position 1787: 0.16513388427883163
Position 21163: 0.12204664123591268
Position 2124: 0.11923167137461653
Position 15829: 0.09530024648898375
Position 8192: 0.08965484207305542
Position 21746: 0.08755803524328326
Position 20926: 0.08551521862418247
Position 19744: 0.07878441567622045
Position 2153: 0.07628525922645485
Position 12717: 0.07566860394985844
Position 18096: 0.07147756429533975
Position 22084: 0.06470616383222015
Position 18117: 0.0563819500095473
Position 21617: 0.05113224357236165
Position 21652: 0.04544362858962257
Position 21971: 0.04260877974910095
Position 6775: 0.039059196995778096
Position 21780: 0.03542505119019974
Position 12836: 0.03244767601599681
Position 6963: 0.028078235800507615
Position 4373: 0.027754439074761772
Position 11864: 0.024955812636358245
Position 13449: 0.02311837620043218
Position 2424: 0.022572445915665047
Position 21539: 0.01881121041897975
Position 7812: 0.018350141876529606
Position 22007: 0.017115611270804645
Position 19707: 0.016571354189334298
Position 21768: 0.016382206990342693
Position 1798: 0.01624752611037397
Position 761: 0.013397702315560306
Position 13185: 0.011730973376135077
Position 13539: 0.009927969651146971
Position 2171: 0.009080710348473032
Position 865: 0.008839406552551094
Position 18134: 0.0070560588854443945
Position 991: 0.006910633489120709
Position 1842: 0.006217017870799633
Position 21061: 0.005601470734562557
Position 22058: 0.005458188608543785
Position 5994: 0.005149959792569196
Position 151: 0.005034985176031972
Position 11947: 0.004781556353466138
Position 5946: 0.004768570481661867
Position 177: 0.004765307203013317
Position 181: 0.004634476838394396
Position 21842: 0.004614981092109627
Position 17917: 0.0045285755388208716
Position 20604: 0.004497393596983646
Position 275: 0.004490132440498673
Position 21306: 0.00431670026594627
Position 21313: 0.004262461146524277
Position 13732: 0.004237318677519311
Position 10156: 0.00417649812399575
Position 17875: 0.004057849331981133
Position 2199: 0.003980518723758648
Position 1172: 0.0036267338479882673
Position 19420: 0.003376451959189296
Position 3344: 0.0031670731148721034
Position 11806: 0.003156351954498198
Position 300: 0.003075111914074495
Position 5466: 0.0028349517483988408
Position 3397: 0.002813203505222254
Position 20129: 0.0024251119539106195
Position 580: 0.002357899356780128
Position 19180: 0.002154718911839236
Position 7686: 0.0021393004066151402
Position 7993: 0.00198975558928775
Position 10606: 0.001851788151322609
Position 617: 0.0018463831187075395
Position 1736: 0.0018075142084521397
Position 17988: 0.0016612990150827677
Position 985: 0.0014261114179826946
Position 893: 0.0014154078635623478
Position 801: 0.001271997335903919
Position 3002: 0.0012300262746718586
Position 3423: 0.0011688132393345842
Position 10690: 0.0011645367246506675
Position 17872: 0.0010560848276598119
Position 4305: 0.0010356272021382579
Position 2481: 0.0009924764007555305
Position 6901: 0.0008167054872513308
Position 950: 0.0006289024216888773
Position 6676: 0.0005593225786361217
Position 3467: 0.0005261724583250961
Position 1000: 0.00047975546240217173
Position 814: 0.00046428602026510644
Position 882: 0.0004422662688832633
Position 4238: 0.0003303759944421912
Position 3426: 0.0002677852249884443
Position 4310: 0.0002476413303560739
Position 1846: 0.00021613425818428806
Position 153: 0.00021145551018759214
Position 1432: 0.00020510398477791925
Position 3295: 0.00018953920594433316
Position 727: 0.0001871020137205284
Position 1126: 0.0001754222136683362
Position 1060: 0.00017365764496935925
Position 1900: 0.000166620490167674
Position 3139: 0.00015706786821917363
Position 483: 0.00015078799630026122
Position 242: 0.0001392891908291909
Position 2196: 0.00012508190037521436
Position 1521: 0.00012470444623383466
Position 739: 0.00011329294594172314
Position 2180: 8.486075020587391e-05
Position 3872: 8.432223497042067e-05
Position 2105: 8.388361431341236e-05
Position 217: 7.43609979139112e-05
Position 835: 7.202482950595055e-05
Position 1609: 6.234801066893211e-05
Position 1143: 6.125603074988296e-05
Position 1009: 5.98258592774708e-05
Position 1410: 5.61069916604468e-05
Position 4208: 5.190782639909498e-05
Position 1300: 4.7966424086048174e-05
Position 1070: 4.638739217318214e-05
Position 1344: 4.546680623073602e-05
Position 408: 4.358371209239815e-05
Position 1078: 3.476694563324711e-05
Position 358: 3.2283710727709056e-05
Position 10958: 2.868639106052108e-05
Position 10887: 2.3350824061790846e-05
Position 4253: 2.2001385926763113e-05
Position 422: 1.5280437792390088e-05
Position 1107: 1.455601140438132e-05
Position 10674: 1.2291419158264409e-05
Position 214: 1.072207080651197e-05
Position 3916: 1.0381700943382187e-05
Position 1042: 9.260620225534764e-06
Position 640: 7.2081047874717094e-06
Position 620: 7.1214774264808305e-06
Position 392: 7.048108862027841e-06
